id,t,u,v,w,x,y,z,ts_in,ts_out
401,0.197,0.819,0.777,0.013,0.471,0.216,0.657,823,1596
402,0.577,0.615,0.606,0.208,0.187,0.034,0.661,11,1810
403,0.645,0.8,0.598,0.504,0.401,0.698,0.007,592,1733
404,0.337,0.866,0.976,0.303,0.624,0.125,0.342,540,769
405,0.904,0.324,0.589,0.661,0.594,0.894,0.923,220,434
406,0.845,0.351,0.665,0.847,0.307,0.52,0.763,118,784
407,0.849,0.223,0.819,0.689,0.846,0.04,0.819,568,686
408,0.588,0.996,0.979,0.628,0.633,0.768,0.923,538,592
409,0.526,0.451,0.047,0.621,0.524,0.09,0.238,59,184
410,0.964,0.765,0.384,0.729,0.814,0.288,0.194,668,722
411,0.291,0.595,0.656,0.551,0.071,0.624,0.949,694,1363
412,0.636,0.979,0.057,0.949,0.596,0.46,0.928,924,1661
413,0.878,0.69,0.016,0.89,0.868,0.857,0.414,271,852
414,0.69,0.271,0.726,0.817,0.404,0.72,0.854,673,903
415,0.608,0.367,0.287,0.985,0.933,0.211,0.868,708,1242
416,0.099,0.421,0.955,0.1,0.721,0.382,0.325,520,1063
417,0.167,0.377,0.61,0.514,0.557,0.738,0.113,401,1578
418,0.178,0.908,0.548,0.705,0.887,0.851,0.859,569,1678
419,0.885,0.413,0.289,0.633,0.195,0.75,0.674,232,299
420,0.091,0.386,0.851,0.48,0.542,0.838,0.421,111,1063
421,0.361,0.718,0.077,0.405,0.146,0.625,0.843,272,1167
422,0.238,0.76,0.365,0.495,0.751,0.466,0.744,29,1484
423,0.368,0.079,0.398,0.438,0.492,0.775,0.055,760,816
424,0.319,0.666,0.211,0.882,0.746,0.295,0.743,231,1312
425,0.965,0.681,0.369,0.187,0.18,0.019,0.894,385,1013
426,0.675,0.84,0.203,0.78,0.368,0.876,0.983,984,1108
427,0.355,0.885,0.725,0.428,0.35,0.003,0.703,99,1886
428,0.184,0.672,0.067,0.836,0.388,0.564,0.502,935,1026
429,0.522,0.885,0.908,0.007,0.601,0.218,0.595,61,1655
430,0.823,0.697,0.263,0.828,0.001,0.577,0.139,817,1957
431,0.864,0.436,0.777,0.707,0.122,0.707,0.301,239,1229
432,0.888,0.114,0.538,0.58,0.068,0.134,0.322,351,1316
433,0.077,0.402,0.139,0.975,0.502,0.149,0.799,591,1947
434,0.63,0.396,0.596,0.43,0.617,0.131,0.167,66,846
435,0.093,0.149,0.475,0.284,0.203,0.716,0.907,469,1133
436,0.85,0.551,0.6,0.682,0.848,0.299,0.864,341,1498
437,0.462,0.081,0.973,0.563,0.104,0.854,0.219,945,988
438,0.558,0.395,0.919,0.029,0.883,0.365,0.895,981,1611
439,0.079,0.839,0.612,0.913,0.046,0.225,0.719,778,1922
440,0.621,0.972,0.09,0.429,0.424,0.84,0.334,605,1503
441,0.223,0.398,0.655,0.354,0.935,0.196,0.629,449,1237
442,0.652,0.62,0.476,0.881,0.019,0.127,0.297,663,1311
443,0.063,0.018,0.398,0.987,0.26,0.15,0.121,984,1408
444,0.596,0.371,0.855,0.665,0.524,0.952,0.788,125,1426
445,0.334,0.201,0.09,0.124,0.004,0.991,0.309,198,812
446,0.515,0.216,0.854,0.223,0.017,0.724,0.279,263,1672
447,0.721,0.628,0.879,0.152,0.181,0.432,0.339,972,1605
448,0.67,0.974,0.401,0.713,0.84,0.988,0.687,625,694
449,0.538,0.829,0.737,0.854,0.87,0.8,0.963,376,1193
450,0.802,0.654,0.641,0.538,0.402,0.107,0.171,5,823
451,0.859,0.053,0.865,0.238,0.125,0.516,0.762,997,1232
452,0.593,0.644,0.539,0.608,0.696,0.653,0.376,994,1265
453,0.205,0.112,0.86,0.117,0.408,0.387,0.595,830,850
454,0.194,0.118,0.536,0.181,0.154,0.527,0.008,530,750
455,0.826,0.352,0.804,0.729,0.622,0.999,0.551,235,1600
456,0.191,0.87,0.765,0.155,0.195,0.056,0.237,740,863
457,0.846,0.591,0.016,0.818,0.708,0.524,0.361,634,1848
458,0.765,0.472,0.172,0.698,0.53,0.7,0.9,615,873
459,0.815,0.712,0.718,0.067,0.494,0.992,0.602,93,413
460,0.345,0.639,0.762,0.736,0.981,0.388,0.227,950,1000
461,0.956,0.397,0.582,0.501,0.022,0.257,0.644,30,188
462,0.816,0.737,0.075,0.075,0.047,0.307,0.748,52,1734
463,0.584,0.312,0.939,0.919,0.871,0.634,0.167,832,1583
464,0.665,0.056,0.038,0.56,0.729,0.037,0.333,716,1802
465,0.367,0.163,0.079,0.006,0.836,0.674,0.493,566,1397
466,0.386,0.379,0.51,0.34,0.513,0.058,0.646,945,1032
467,0.597,0.51,0.434,0.541,0.217,0.768,0.673,779,826
468,0.017,0.413,0.529,0.516,0.778,0.633,0.161,168,186
469,0.109,0.815,0.959,0.134,0.607,0.942,0.257,56,839
470,0.791,0.137,0.226,0.083,0.088,0.919,0.06,111,593
471,0.235,0.872,0.83,0.054,0.096,0.873,0.909,608,1590
472,0.163,0.642,0.654,0.11,0.996,0.771,0.919,768,1920
473,0.253,0.823,0.133,0.353,0.536,0.283,0.523,114,1247
474,0.811,0.381,0.076,0.998,0.973,0.006,0.081,618,1599
475,0.597,0.26,0.761,0.073,0.266,0.607,0.018,361,1320
476,0.074,0.338,0.937,0.791,0.719,0.181,0.318,428,1629
477,0.409,0.666,0.546,0.335,0.675,0.357,0.709,424,1854
478,0.629,0.597,0.928,0.862,0.71,0.988,0.704,718,829
479,0.559,0.613,0.28,0.356,0.575,0.72,0.003,947,1167
480,0.112,0.421,0.785,0.088,0.409,0.573,0.788,304,1003
481,0.467,0.098,0.661,0.273,0.552,0.382,0.016,960,1384
482,0.596,0.363,0.429,0.38,0.133,0.709,0.423,717,1767
483,0.4,0.681,0.171,0.441,0.623,0.776,0.948,202,240
484,0.772,0.272,0.031,0.834,0.801,0.243,0.706,280,1061
485,0.037,0.29,0.255,0.116,0.213,0.603,0.431,361,953
486,0.298,0.101,0.913,0.757,0.619,0.301,0.173,643,1797
487,0.287,0.046,0.478,0.143,0.645,0.936,0.732,977,1043
488,0.76,0.532,0.605,0.987,0.457,0.519,0.688,796,837
489,0.145,0.691,0.552,0.381,0.745,0.841,0.772,450,1097
490,0.198,0.739,0.925,0.226,0.821,0.806,0.901,807,1793
491,0.334,0.298,0.67,0.245,0.823,0.97,0.799,228,412
492,0.173,0.471,0.686,0.964,0.754,0.391,0.091,961,1427
493,0.662,0.654,0.311,0.26,0.314,0.2,0.292,190,425
494,0.484,0.98,0.097,0.452,0.595,0.987,0.007,276,1694
495,0.509,0.092,0.717,0.837,0.773,0.423,0.7,463,1721
496,0.416,0.231,0.42,0.176,0.569,0.942,0.883,560,562
497,0.911,0.482,0.696,0.179,0.364,0.329,0.987,91,1817
498,0.892,0.833,0.268,0.879,0.718,0.871,0.483,925,1273
499,0.334,0.459,0.427,0.221,0.285,0.999,0.234,279,419
500,0.8,0.003,0.258,0.7,0.085,0.688,0.325,972,1699
501,0.832,0.078,0.949,0.778,0.763,0.841,0.62,307,1104
502,0.868,0.58,0.507,0.94,0.001,0.268,0.312,794,1779
503,0.129,0.777,0.961,0.601,0.107,0.027,0.376,804,1720
504,0.633,0.622,0.496,0.915,0.175,0.369,0.364,737,1397
505,0.904,0.38,0.207,0.799,0.191,0.951,0.639,578,1663
506,0.533,0.79,0.909,0.944,0.97,0.726,0.663,317,699
507,0.319,0.678,0.329,0.192,0.557,0.118,0.224,749,1912
508,0.391,0.922,0.957,0.692,0.769,0.714,0.72,626,1417
509,0.787,0.918,0.451,0.57,0.338,0.898,0.623,817,1642
510,0.498,0.772,0.124,0.52,0.117,0.632,0.753,326,448
511,0.719,0.043,0.779,0.674,0.116,0.041,0.094,53,382
512,0.654,0.821,0.067,0.351,0.576,0.536,0.276,784,1562
513,0.176,0.333,0.996,0.638,0.125,0.128,0.941,514,1984
514,0.136,0.316,0.945,0.759,0.259,0.344,0.725,793,1497
515,0.5,0.921,0.168,0.71,0.185,0.148,0.953,684,704
516,0.886,0.337,0.746,0.989,0.486,0.475,0.809,64,521
517,0.909,0.098,0.031,0.836,0.199,0.515,0.894,263,1305
518,0.664,0.589,0.987,0.213,0.924,0.315,0.207,197,1576
519,0.793,0.372,0.754,0.912,0.889,0.115,0.891,188,1032
520,0.665,0.899,0.653,0.979,0.69,0.552,0.964,532,1363
521,0.434,0.545,0.302,0.148,0.519,0.481,0.299,448,1154
522,0.595,0.872,0.19,0.608,0.624,0.135,0.055,509,1640
523,0.679,0.293,0.721,0.146,0.243,0.442,0.5,918,1231
524,0.498,0.924,0.057,0.261,0.601,0.603,0.638,418,1372
525,0.552,0.551,0.835,0.4,0.929,0.934,0.021,802,1730
526,0.528,0.043,0.575,0.685,0.059,0.312,0.46,776,1883
527,0.537,0.054,0.293,0.207,0.992,0.407,0.381,940,1141
528,0.741,0.631,0.594,0.688,0.901,0.075,0.24,523,815
529,0.533,0.194,0.746,0.648,0.28,0.632,0.694,16,794
530,0.659,0.24,0.573,0.311,0.947,0.931,0.756,738,1438
531,0.409,0.309,0.921,0.252,0.935,0.571,0.13,27,1591
532,0.047,0.341,0.705,0.029,0.425,0.41,0.996,700,1208
533,0.494,0.508,0.864,0.155,0.403,0.164,0.926,122,1268
534,0.744,0.938,0.298,0.001,0.108,0.46,0.261,332,564
535,0.708,0.943,0.29,0.477,0.299,0.065,0.696,998,1335
536,0.479,0.057,0.24,0.543,0.631,0.758,0.004,413,1338
537,0.993,0.969,0.276,0.845,0.878,0.289,0.754,808,1250
538,0.339,0.814,0.926,0.064,0.939,0.366,0.3,589,971
539,0.063,0.923,0.846,0.543,0.27,0.386,0.086,764,1904
540,0.77,0.198,0.27,0.613,0.542,0.639,0.3,235,1060
541,0.439,0.349,0.428,0.296,0.575,0.953,0.502,992,1416
542,0.371,0.691,0.587,0.518,0.683,0.267,0.704,271,1607
543,0.436,0.566,0.374,0.048,0.485,0.9,0.793,66,414
544,0.971,0.065,0.11,0.142,0.416,0.687,0.631,461,1575
545,0.526,0.149,0.285,0.177,0.352,0.676,0.028,166,196
546,0.411,0.254,0.438,0.975,0.888,0.71,0.242,714,1394
547,0.461,0.457,0.507,0.825,0.748,0.359,0.196,249,894
548,0.906,0.493,0.844,0.091,0.831,0.304,0.45,136,384
549,0.186,0.01,0.641,0.763,0.866,0.624,0.199,726,1892
550,0.875,0.22,0.97,0.445,0.021,0.968,0.629,908,1767
551,0.933,0.433,0.14,0.204,0.388,0.434,0.614,995,1623
552,0.704,0.024,0.645,0.521,0.157,0.474,0.13,697,1239
553,0.662,0.026,0.502,0.834,0.103,0.26,0.13,733,1348
554,0.283,0.21,0.063,0.266,0.155,0.168,0.995,719,1188
555,0.535,0.494,0.552,0.22,0.802,0.134,0.86,27,514
556,0.361,0.509,0.372,0.421,0.201,0.073,0.985,983,1030
557,0.839,0.412,0.203,0.641,0.235,0.711,0.384,155,1737
558,0.711,0.247,0.153,0.117,0.094,0.891,0.312,922,1728
559,0.822,0.35,0.6,0.381,0.841,0.099,0.082,138,442
560,0.562,0.804,0.995,0.972,0.662,0.286,0.701,89,1836
561,0.681,0.315,0.234,0.402,0.415,0.846,0.164,100,1628
562,0.17,0.117,0.279,0.131,0.222,0.127,0.965,361,691
563,0.88,0.895,0.363,0.835,0.025,0.454,0.731,582,657
564,0.906,0.96,0.794,0.799,0.196,0.335,0.015,25,1720
565,0.325,0.706,0.628,0.79,0.493,0.529,0.847,664,1491
566,0.421,0.78,0.902,0.296,0.884,0.979,0.286,268,550
567,0.232,0.59,0.686,0.743,0.818,0.915,0.642,237,1895
568,0.626,0.126,0.537,0.008,0.682,0.606,0.177,955,1518
569,0.695,0.381,0.012,0.512,0.431,0.043,0.602,956,979
570,0.856,0.007,0.029,0.647,0.353,0.038,0.373,269,427
571,0.386,0.19,0.158,0.355,0.532,0.307,0.587,57,1094
572,0.754,0.083,0.787,0.582,0.814,0.381,0.461,36,919
573,0.447,0.104,0.857,0.451,0.41,0.704,0.925,711,817
574,0.826,0.721,0.597,0.778,0.722,0.464,0.257,973,1105
575,0.581,0.674,0.265,0.812,0.181,0.833,0.135,446,1865
576,0.894,0.264,0.331,0.125,0.535,0.21,0.737,220,413
577,0.594,0.101,0.466,0.899,0.04,0.749,0.941,414,691
578,0.951,0.642,0.88,0.876,0.678,0.372,0.77,7,730
579,0.604,0.234,0.329,0.465,0.713,0.784,0.644,139,766
580,0.778,0.218,0.79,0.011,0.957,0.723,0.307,886,1934
581,0.195,0.707,0.443,0.043,0.516,0.546,0.264,293,1468
582,0.929,0.365,0.245,0.779,0.36,0.276,0.21,84,1683
583,0.933,0.662,0.788,0.056,0.601,0.799,0.922,126,701
584,0.826,0.31,0.157,0.339,0.93,0.172,0.366,758,1939
585,0.305,0.241,0.03,0.664,0.081,0.146,0.776,685,1134
586,0.657,0.02,0.85,0.784,0.913,0.204,0.166,782,1783
587,0.985,0.784,0.438,0.186,0.56,0.444,0.988,280,659
588,0.771,0.644,0.869,0.37,0.001,0.091,0.528,598,994
589,0.485,0.072,0.106,0.687,0.769,0.226,0.436,476,481
590,0.245,0.749,0.577,0.146,0.901,0.892,0.587,631,873
591,0.056,0.866,0.131,0.069,0.922,0.468,0.552,438,1303
592,0.429,0.257,0.584,0.923,0.348,0.498,0.708,822,1148
593,0.89,0.433,0.438,0.146,0.798,0.383,0.646,206,849
594,0.964,0.231,0.811,0.542,0.203,0.221,0.75,793,1302
595,0.549,0.83,0.66,0.221,0.33,0.117,0.811,926,1343
596,0.575,0.143,0.222,0.047,0.085,0.046,0.338,506,1492
597,0.63,0.69,0.437,0.388,0.917,0.81,0.187,229,918
598,0.163,0.573,0.328,0.325,0.817,0.445,0.851,577,930
599,0.521,0.551,0.161,0.942,0.147,0.713,0.835,680,1995
600,0.733,0.105,0.589,0.072,0.373,0.282,0.136,866,1918
601,0.184,0.108,0.607,0.249,0.051,0.796,0.558,634,951
602,0.326,0.329,0.801,0.112,0.944,0.844,0.757,209,1857
603,0.969,0.251,0.399,0.906,0.453,0.947,0.153,77,1904
604,0.751,0.014,0.684,0.267,0.839,0.905,0.439,475,541
605,0.564,0.503,0.874,0.67,0.909,0.849,0.734,304,1619
606,0.862,0.809,0.408,0.133,0.546,0.182,0.168,364,403
607,0.808,0.474,0.583,0.538,0.626,0.611,0.444,978,1987
608,0.899,0.817,0.513,0.61,0.509,0.881,0.306,619,822
609,0.866,0.664,0.429,0.358,0.77,0.262,0.567,70,158
610,0.713,0.523,0.334,0.89,0.971,0.335,0.813,731,1281
611,0.463,0.261,0.016,0.447,0.101,0.106,0.523,317,1463
612,0.838,0.603,0.667,0.115,0.715,0.076,0.474,828,950
613,0.763,0.632,0.604,0.828,0.984,0.916,0.084,211,491
614,0.619,0.65,0.883,0.746,0.606,0.246,0.558,21,125
615,0.722,0.232,0.037,0.12,0.679,0.313,0.438,380,1128
616,0.374,0.203,0.571,0.521,0.885,0.844,0.521,658,997
617,0.375,0.375,0.315,0.366,0.241,0.593,0.009,223,729
618,0.029,0.079,0.938,0.55,0.032,0.039,0.178,337,1273
619,0.562,0.759,0.768,0.526,0.704,0.185,0.103,714,759
620,0.71,0.52,0.301,0.162,0.428,0.668,0.599,286,1919
621,0.849,0.84,0.038,0.721,0.151,0.501,0.143,330,1153
622,0.999,0.162,0.963,0.051,0.701,0.775,0.188,935,1540
623,0.511,0.248,0.44,0.601,0.013,0.112,0.104,357,930
624,0.244,0.218,0.42,0.292,0.751,0.791,0.738,110,382
625,0.543,0.649,0.366,0.407,0.829,0.857,0.153,142,1648
626,0.903,0.751,0.781,0.728,0.138,0.356,0.49,941,1162
627,0.414,0.202,0.326,0.105,0.612,0.181,0.506,972,1816
628,0.691,0.602,0.474,0.571,0.73,0.686,0.519,908,1351
629,0.01,0.474,0.722,0.025,0.156,0.015,0.065,701,1833
630,0.933,0.521,0.348,0.849,0.447,0.968,0.834,13,1597
631,0.776,0.722,0.059,0.607,0.092,0.998,0.615,917,1470
632,0.364,0.812,0.596,0.596,0.566,0.194,0.445,848,1722
633,0.825,0.296,0.638,0.314,0.076,0.699,0.285,226,1733
634,0.808,0.071,0.727,0.034,0.519,0.172,0.27,515,1078
635,0.204,0.165,0.093,0.95,0.192,0.219,0.187,73,1165
636,0.588,0.484,0.48,0.448,0.751,0.618,0.821,219,911
637,0.86,0.149,0.982,0.505,0.702,0.891,0.855,221,911
638,0.335,0.211,0.878,0.694,0.406,0.819,0.722,353,1324
639,0.955,0.967,0.706,0.618,0.76,0.307,0.925,408,1939
640,0.406,0.03,0.505,0.172,0.803,0.976,0.93,664,1052
641,0.156,0.963,0.32,0.754,0.605,0.114,0.494,647,1386
642,0.999,0.182,0.986,0.073,0.511,0.035,0.414,981,1999
643,0.528,0.736,0.296,0.206,0.55,0.112,0.285,278,1650
644,0.625,0.722,0.24,0.749,0.086,0.307,0.896,157,1440
645,0.911,0.295,0.988,0.004,0.198,0.45,0.543,322,1631
646,0.39,0.51,0.053,0.328,0.31,0.208,0.484,91,1175
647,0.27,0.794,0.941,0.477,0.464,0.847,0.173,855,1866
648,0.184,0.027,0.987,0.217,0.532,0.563,0.51,387,1119
649,0.022,0.194,0.684,0.525,0.335,0.587,0.103,877,1261
650,0.773,0.234,0.283,0.576,0.128,0.501,0.018,941,1620
651,0.864,0.204,0.647,0.587,0.641,0.459,0.049,37,1335
652,0.28,0.458,0.988,0.585,0.217,0.459,0.022,599,917
653,0.8,0.254,0.198,0.614,0.48,0.875,0.667,805,1264
654,0.876,0.739,0.903,0.986,0.204,0.322,0.645,455,1405
655,0.191,0.795,0.22,0.796,0.239,0.896,0.825,467,1224
656,0.594,0.013,0.693,0.642,0.435,0.28,0.792,646,1356
657,0.357,0.074,0.758,0.775,0.668,0.827,0.656,47,671
658,0.911,0.148,0.178,0.433,0.314,0.388,0.722,755,1644
659,0.403,0.548,0.348,0.992,0.046,0.915,0.955,273,1157
660,0.5,0.528,0.932,0.973,0.995,0.736,0.854,104,1141
661,0.737,0.33,0.079,0.429,0.823,0.505,0.013,767,1899
662,0.91,0.615,0.094,0.775,0.648,0.095,0.443,312,690
663,0.363,0.442,0.685,0.239,0.612,0.79,0.327,19,1961
664,0.259,0.545,0.266,0.388,0.614,0.52,0.179,536,1543
665,0.752,0.554,0.07,0.933,0.475,0.149,0.686,978,1118
666,0.956,0.535,0.288,0.483,0.871,0.504,0.27,616,803
667,0.138,0.025,0.567,0.109,0.491,0.032,0.882,597,637
668,0.161,0.456,0.988,0.997,0.831,0.042,0.65,18,252
669,0.558,0.795,0.959,0.422,0.524,0.751,0.845,602,1603
670,0.468,0.046,0.513,0.014,0.419,0.331,0.007,387,484
671,0.563,0.183,0.103,0.423,0.741,0.99,0.085,97,165
672,0.127,0.556,0.545,0.338,0.558,0.635,0.833,8,1438
673,0.37,0.841,0.153,0.555,0.317,0.671,0.616,432,1312
674,0.846,0.944,0.747,0.227,0.416,0.093,0.637,793,1792
675,0.44,0.301,0.49,0.646,0.556,0.413,0.433,503,622
676,0.611,0.531,0.962,0.967,0.096,0.726,0.58,717,1236
677,0.574,0.65,0.551,0.998,0.78,0.644,0.072,671,1706
678,0.439,0.227,0.184,0.107,0.312,0.804,0.988,136,430
679,0.194,0.367,0.198,0.894,0.372,0.883,0.267,397,1266
680,0.268,0.983,0.97,0.319,0.116,0.741,0.167,884,1390
681,0.684,0.244,0.554,0.766,0.624,0.056,0.496,357,1644
682,0.99,0.081,0.169,0.87,0.939,0.109,0.066,267,857
683,0.603,0.901,0.569,0.69,0.483,0.765,0.767,616,1555
684,0.857,0.421,0.424,0.901,0.484,0.872,0.617,138,1535
685,0.086,0.986,0.638,0.587,0.399,0.352,0.441,842,1530
686,0.157,0.879,0.779,0.505,0.808,0.135,0.524,415,887
687,0.218,0.129,0.506,0.628,0.733,0.88,0.219,470,1059
688,0.681,0.446,0.692,0.371,0.08,0.442,0.079,454,1051
689,0.747,0.415,0.432,0.767,0.334,0.18,0.665,576,588
690,0.167,0.146,0.487,0.025,0.362,0.272,0.113,124,873
691,0.848,0.831,0.961,0.072,0.018,0.416,0.573,777,1035
692,0.055,0.835,0.413,0.036,0.984,0.235,0.033,813,1874
693,0.24,0.053,0.141,0.113,0.645,0.39,0.317,163,555
694,0.351,0.306,0.667,0.619,0.082,0.625,0.434,137,598
695,0.458,0.988,0.689,0.607,0.93,0.131,0.256,711,956
696,0.139,0.59,0.897,0.865,0.642,0.631,0.24,894,1282
697,0.465,0.857,0.845,0.655,0.716,0.017,0.97,775,1554
698,0.246,0.876,0.971,0.767,0.609,0.511,0.168,238,502
699,0.082,0.888,0.487,0.797,0.428,0.681,0.535,231,1455
700,0.956,0.444,0.493,0.647,0.84,0.685,0.077,945,1985
701,0.742,0.551,0.505,0.941,0.051,0.677,0.202,998,1202
702,0.333,0.998,0.751,0.84,0.69,0.699,0.165,501,799
703,0.966,0.012,0.848,0.264,0.325,0.388,0.884,951,1020
704,0.598,0.602,0.2,0.746,0.297,0.766,0.301,180,419
705,0.519,0.816,0.57,0.495,0.14,0.107,0.76,535,1086
706,0.996,0.1,0.695,0.597,0.676,0.282,0.744,617,988
707,0.656,0.526,0.097,0.557,0.122,0.196,0.664,332,513
708,0.796,0.473,0.342,0.682,0.657,0.574,0.364,583,1093
709,0.323,0.029,0.527,0.178,0.245,0.242,0.014,723,936
710,0.309,0.261,0.952,0.757,0.557,0.758,0.814,700,810
711,0.44,0.112,0.407,0.144,0.706,0.532,0.464,480,811
712,0.981,0.191,0.994,0.907,0.046,0.933,0.105,829,1573
713,0.452,0.178,0.012,0.583,0.817,0.594,0.225,101,660
714,0.89,0.777,0.602,0.577,0.053,0.526,0.774,712,1470
715,0.096,0.028,0.512,0.564,0.815,0.322,0.59,395,1125
716,0.025,0.782,0.003,0.536,0.628,0.055,0.359,917,932
717,0.283,0.124,0.028,0.556,0.778,0.196,0.706,332,1775
718,0.279,0.681,0.388,0.212,0.564,0.796,0.365,478,1925
719,0.106,0.298,0.95,0.881,0.101,0.614,0.986,557,965
720,0.061,0.116,0.653,0.972,0.627,0.049,0.455,282,395
721,0.569,0.978,0.992,0.577,0.072,0.286,0.073,896,1302
722,0.357,0.882,0.663,0.46,0.471,0.823,0.424,749,1027
723,0.863,0.456,0.272,0.985,0.011,0.2,0.167,883,1582
724,0.748,0.905,0.855,0.186,0.048,0.534,0.949,817,1478
725,0.194,0.381,0.612,0.508,0.981,0.443,0.56,4,599
726,0.637,0.551,0.921,0.684,0.83,0.813,0.564,47,200
727,0.913,0.851,0.331,0.6,0.151,0.416,0.13,883,1279
728,0.866,0.59,0.267,0.82,0.372,0.876,0.503,956,1460
729,0.519,0.943,0.624,0.337,0.271,0.672,0.295,741,1756
730,0.051,0.751,0.046,0.085,0.46,0.303,0.914,257,1467
731,0.962,0.044,0.406,0.382,0.38,0.928,0.71,723,1324
732,0.29,0.326,0.133,0.423,0.388,0.627,0.446,356,812
733,0.828,0.636,0.475,0.204,0.448,0.053,0.655,311,1379
734,0.962,0.906,0.845,0.187,0.562,0.782,0.478,875,924
735,0.771,0.724,0.007,0.251,0.351,0.063,0.83,796,1785
736,0.424,0.297,0.39,0.337,0.823,0.064,0.796,726,1991
737,0.358,0.043,0.291,0.161,0.009,0.639,0.091,240,459
738,0.243,0.25,0.019,0.254,0.053,0.005,0.097,113,1802
739,0.833,0.734,0.182,0.185,0.118,0.076,0.98,83,976
740,0.914,0.033,0.214,0.858,0.559,0.472,0.584,728,1580
741,0.19,0.702,0.891,0.998,0.49,0.655,0.218,736,1749
742,0.722,0.266,0.53,0.401,0.075,0.867,0.578,979,1009
743,0.155,0.877,0.572,0.213,0.789,0.808,0.733,616,1244
744,0.224,0.242,0.1,0.693,0.395,0.163,0.594,610,1511
745,0.386,0.063,0.208,0.802,0.633,0.172,0.738,345,1864
746,0.747,0.517,0.137,0.741,0.601,0.34,0.081,32,85
747,0.928,0.455,0.029,0.742,0.194,0.431,0.948,62,1461
748,0.385,0.99,0.765,0.923,0.872,0.949,0.242,518,566
749,0.5,0.542,0.82,0.056,0.839,0.171,0.029,604,1954
750,0.202,0.748,0.146,0.248,0.333,0.249,0.534,477,1687
751,0.658,0.344,0.293,0.639,0.716,0.275,0.701,768,1886
752,0.55,0.741,0.338,0.628,0.606,0.636,0.618,610,1753
753,0.115,0.783,0.263,0.199,0.612,0.515,0.809,751,1488
754,0.544,0.518,0.392,0.193,0.979,0.483,0.393,144,736
755,0.272,0.639,0.553,0.498,0.847,0.854,0.82,366,723
756,0.747,0.135,0.506,0.145,0.707,0.34,0.132,909,1012
757,0.242,0.75,0.186,0.57,0.654,0.933,0.929,341,381
758,0.696,0.698,0.142,0.717,0.754,0.607,0.089,701,1430
759,0.042,0.725,0.984,0.388,0.077,0.834,0.388,47,1628
760,0.797,0.988,0.157,0.874,0.932,0.172,0.708,257,450
761,0.483,0.252,0.908,0.302,0.613,0.306,0.295,167,1080
762,0.92,0.751,0.24,0.2,0.398,0.106,0.912,343,1749
763,0.683,0.754,0.318,0.272,0.35,0.02,0.502,823,1246
764,0.424,0.598,0.557,0.513,0.18,0.657,0.35,161,245
765,0.126,0.409,0.915,0.73,0.193,0.207,0.317,799,1037
766,0.843,0.805,0.258,0.13,0.85,0.004,0.261,911,1497
767,0.417,0.773,0.379,0.789,0.117,0.384,0.766,993,1408
768,0.623,0.397,0.762,0.71,0.629,0.505,0.758,799,1682
769,0.165,0.074,0.636,0.285,0.958,0.325,0.416,965,1073
770,0.523,0.974,0.552,0.304,0.115,0.63,0.738,466,1224
771,0.189,0.132,0.397,0.784,0.236,0.092,0.155,762,1410
772,0.965,0.049,0.084,0.55,0.66,0.249,0.736,222,743
773,0.858,0.636,0.074,0.456,0.342,0.451,0.494,390,690
774,0.066,0.439,0.869,0.936,0.493,0.983,0.705,740,1153
775,0.612,0.706,0.417,0.616,0.57,0.263,0.078,96,1098
776,0.87,0.535,0.202,0.123,0.418,0.158,0.454,196,352
777,0.545,0.884,0.089,0.542,0.038,0.722,0.961,245,1445
778,0.04,0.281,0.854,0.432,0.701,0.277,0.688,161,1342
779,0.09,0.972,0.005,0.617,0.123,0.217,0.217,955,1683
780,0.243,0.657,0.822,0.438,0.743,0.242,0.21,865,1113
781,0.314,0.352,0.011,0.355,0.436,0.322,0.034,519,1647
782,0.068,0.37,0.143,0.283,0.63,0.08,0.079,865,1262
783,0.809,0.452,0.623,0.82,0.483,0.413,0.976,319,1940
784,0.769,0.34,0.313,0.397,0.74,0.611,0.018,696,1765
785,0.043,0.428,0.972,0.336,0.843,0.803,0.191,100,1971
786,0.532,0.279,0.813,0.379,0.033,0.645,0.905,278,321
787,0.453,0.336,0.51,0.214,0.452,0.755,0.409,938,1875
788,0.411,0.429,0.25,0.991,0.422,0.05,0.344,252,1353
789,0.426,0.592,0.355,0.814,0.432,0.894,0.472,324,410
790,0.409,0.254,0.452,0.594,0.289,0.84,0.291,348,627
791,0.595,0.519,0.459,0.678,0.709,0.85,0.398,26,153
792,0.121,0.282,0.247,0.362,0.777,0.879,0.969,352,781
793,0.527,0.681,0.217,0.614,0.064,0.062,0.045,243,790
794,0.643,0.571,0.574,0.591,0.151,0.207,0.163,308,1067
795,0.131,0.459,0.582,0.693,0.741,0.146,0.434,375,1134
796,0.342,0.135,0.05,0.629,0.925,0.373,0.145,610,1125
797,0.365,0.834,0.539,0.279,0.813,0.605,0.749,552,1179
798,0.597,0.673,0.862,0.387,0.597,0.69,0.465,80,624
799,0.689,0.33,0.078,0.079,0.687,0.287,0.343,258,395
800,0.521,0.208,0.905,0.377,0.62,0.561,0.28,596,759
801,0.632,0.764,0.053,0.209,0.385,0.265,0.123,872,1278
802,0.917,0.811,0.722,0.285,0.63,0.719,0.104,882,1578
803,0.921,0.961,0.866,0.224,0.491,0.537,0.609,726,1348
