id,v,w,x,y,z,ts_in,ts_out
523,0.955,0.697,0.496,0.254,0.533,893,1930
524,0.864,0.287,0.767,0.825,0.299,321,526
525,0.223,0.365,0.95,0.228,0.249,277,395
526,0.82,0.308,0.791,0.113,0.381,496,1552
527,0.679,0.535,0.043,0.189,0.382,444,1540
528,0.985,0.871,0.041,0.464,0.873,15,1873
529,0.327,0.764,0.561,0.153,0.508,457,1123
530,0.581,0.845,0.513,0.963,0.901,245,552
531,0.577,0.29,0.353,0.559,0.168,401,865
532,0.635,0.083,0.96,0.018,0.966,336,1027
533,0.79,0.303,0.26,0.408,0.219,669,1992
534,0.997,0.854,0.163,0.282,0.277,889,1479
535,0.41,0.196,0.403,0.193,0.703,695,1103
536,0.796,0.409,0.391,0.828,0.96,595,1997
537,0.563,0.568,0.132,0.581,0.814,123,1327
538,0.454,0.412,0.413,0.956,0.724,853,1413
539,0.335,0.747,0.197,0.821,0.608,486,590
540,0.814,0.969,0.715,0.329,0.075,872,891
541,0.423,0.246,0.442,0.891,0.287,106,663
542,0.564,0.693,0.042,0.877,0.913,826,1861
543,0.722,0.63,0.474,0.777,0.905,886,989
544,0.605,0.89,0.29,0.619,0.106,934,1528
545,0.815,0.011,0.631,0.892,0.485,788,874
546,0.822,0.933,0.783,0.647,0.834,595,1220
547,0.201,0.872,0.436,0.447,0.79,49,1513
548,0.974,0.968,0.065,0.727,0.911,223,1565
549,0.82,0.661,0.896,0.849,0.039,406,1700
550,0.636,0.128,0.784,0.796,0.535,721,1441
551,0.163,0.027,0.695,0.627,0.343,558,1299
552,0.591,0.194,0.173,0.993,0.849,501,1052
553,0.847,0.154,0.148,0.194,0.828,576,1691
554,0.41,0.312,0.134,0.836,0.567,110,283
555,0.827,0.58,0.016,0.84,0.616,961,1236
556,0.467,0.477,0.161,0.805,0.44,147,1881
557,0.18,0.079,0.596,0.956,0.118,884,1866
558,0.405,0.175,0.226,0.505,0.028,536,812
559,0.923,0.711,0.204,0.269,0.459,246,1511
560,0.937,0.752,0.517,0.676,0.503,660,833
561,0.476,0.254,0.851,0.819,0.873,63,1708
562,0.554,0.004,0.63,0.445,0.244,95,127
563,0.746,0.34,0.34,0.833,0.534,598,635
564,0.555,0.371,0.163,0.516,0.066,562,666
565,0.448,0.266,0.825,0.476,0.132,529,1416
566,0.113,0.468,0.251,0.1,0.765,981,1289
567,0.458,0.838,0.824,0.292,0.22,542,769
568,0.652,0.567,0.466,0.127,0.586,295,1673
569,0.154,0.75,0.2,0.791,0.493,357,1565
570,0.16,0.902,0.495,0.149,0.664,917,1164
571,0.3,0.985,0.506,0.688,0.265,980,1212
572,0.784,0.318,0.907,0.458,0.241,975,1453
573,0.354,0.131,0.759,0.824,0.327,604,1115
574,0.639,0.039,0.51,0.135,0.086,930,1296
575,0.795,0.796,0.14,0.687,0.075,33,1935
576,0.942,0.003,0.356,0.749,0.862,568,693
577,0.582,0.324,0.147,0.528,0.618,372,1425
578,0.773,0.42,0.296,0.639,0.614,215,505
579,0.138,0.316,0.26,0.45,0.18,420,476
580,0.513,0.545,0.912,0.242,0.241,109,238
581,0.238,0.259,0.958,0.742,0.47,208,1779
582,0.782,0.707,0.916,0.707,0.573,399,541
583,0.689,0.179,0.885,0.378,0.251,150,1184
584,0.024,0.97,0.592,0.621,0.387,843,1154
585,0.659,0.28,0.299,0.847,0.578,38,501
586,0.84,0.265,0.042,0.746,0.955,690,1231
587,0.299,0.332,0.934,0.588,0.519,717,1082
588,0.896,0.713,0.591,0.593,0.396,558,1446
589,0.452,0.275,0.048,0.327,0.932,974,1319
590,0.375,0.01,0.614,0.057,0.215,727,1050
591,0.005,0.081,0.531,0.445,0.681,515,1524
592,0.315,0.481,0.88,0.902,0.72,213,1696
593,0.912,0.387,0.183,0.781,0.107,235,1604
594,0.021,0.823,0.328,0.843,0.916,637,921
595,0.827,0.411,0.923,0.548,0.35,226,1271
596,0.046,0.707,0.251,0.851,0.723,93,1166
597,0.256,0.526,0.632,0.495,0.476,802,961
598,0.601,0.691,0.794,0.58,0.803,659,1866
599,0.802,0.394,0.444,0.611,0.834,940,1191
600,0.714,0.38,0.316,0.021,0.117,873,1724
601,0.224,0.88,0.476,0.213,0.18,396,999
602,0.863,0.205,0.118,0.461,0.009,735,1814
603,0.704,0.132,0.882,0.937,0.181,999,1183
604,0.196,0.931,0.272,0.706,0.016,27,1546
605,0.543,0.799,0.633,0.15,0.045,849,1704
606,0.122,0.662,0.388,0.006,0.202,860,1078
607,0.629,0.255,0.304,0.996,0.61,264,637
608,0.679,0.392,0.468,0.937,0.774,299,1030
609,0.758,0.352,0.055,0.459,0.544,680,1051
610,0.206,0.521,0.329,0.359,0.926,660,793
611,0.558,0.205,0.01,0.627,0.484,588,1715
612,0.778,0.392,0.108,0.787,0.3,98,659
613,0.58,0.205,0.746,0.877,0.228,161,215
614,0.571,0.237,0.725,0.129,0.334,201,819
615,0.273,0.359,0.111,0.378,0.398,768,1746
616,0.128,0.777,0.188,0.449,0.661,185,479
617,0.431,0.223,0.609,0.192,0.379,989,1937
618,0.975,0.583,0.196,0.754,0.843,683,834
619,0.578,0.963,0.986,0.797,0.748,50,1079
620,0.165,0.738,0.441,0.252,0.402,551,1077
621,0.154,0.966,0.747,0.325,0.594,741,1845
622,0.96,0.936,0.168,0.774,0.694,242,1824
623,0.883,0.577,0.938,0.802,0.307,579,1289
624,0.445,0.896,0.553,0.959,0.737,932,939
625,0.976,0.474,0.638,0.903,0.029,540,1600
626,0.332,0.394,0.239,0.652,0.903,817,1204
627,0.763,0.497,0.672,0.027,0.103,419,774
628,0.521,0.687,0.392,0.053,0.798,696,1112
629,0.181,0.721,0.781,0.093,0.229,832,1167
630,0.484,0.556,0.193,0.962,0.122,125,552
631,0.896,0.276,0.229,0.49,0.473,368,1327
632,0.621,0.276,0.37,0.351,0.312,672,1606
633,0.762,0.761,0.594,0.979,0.46,136,728
634,0.388,0.073,0.838,0.332,0.213,597,709
635,0.415,0.273,0.683,0.544,0.271,111,164
636,0.496,0.277,0.741,0.271,0.362,205,796
637,0.579,0.117,0.668,0.581,0.958,316,1824
638,0.715,0.148,0.222,0.82,0.726,496,1221
639,0.657,0.441,0.292,0.059,0.075,559,1310
640,0.591,0.572,0.117,0.462,0.569,290,1365
641,0.345,0.521,0.079,0.042,0.189,776,1047
642,0.309,0.783,0.144,0.094,0.601,362,1284
643,0.551,0.455,0.524,0.754,0.752,21,1606
644,0.797,0.23,0.2,0.409,0.663,239,346
645,0.995,0.559,0.145,0.658,0.146,375,1296
646,0.649,0.464,0.864,0.934,0.913,228,1123
647,0.825,0.716,0.587,0.354,0.103,461,1823
648,0.378,0.525,0.002,0.447,0.941,328,335
649,0.122,0.184,0.861,0.244,0.342,881,1998
650,0.349,0.228,0.956,0.461,0.071,956,1942
651,0.611,0.717,0.919,0.545,0.532,776,1717
652,0.232,0.21,0.802,0.892,0.016,260,533
653,0.216,0.941,0.748,0.172,0.671,714,954
654,0.835,0.129,0.083,0.763,0.584,676,1089
655,0.237,0.916,0.562,0.147,0.591,775,1553
656,0.568,0.446,0.278,0.553,0.177,411,1179
657,0.828,0.528,0.924,0.849,0.069,803,896
658,0.492,0.529,0.742,0.99,0.269,279,1101
659,0.85,0.313,0.193,0.116,0.824,79,1533
660,0.616,0.679,0.018,0.663,0.349,420,1520
661,0.777,0.378,0.291,0.69,0.216,70,316
662,0.89,0.591,0.641,0.725,0.63,315,472
663,0.679,0.998,0.543,0.487,0.826,903,962
664,0.778,0.377,0.646,0.918,0.454,140,791
665,0.185,0.23,0.509,0.593,0.719,754,1638
666,0.097,0.187,0.881,0.248,0.326,294,1780
667,0.591,0.618,0.617,0.525,0.172,810,1414
668,0.681,0.419,0.467,0.41,0.229,603,1914
669,0.66,0.081,0.265,0.713,0.034,106,759
670,0.621,0.997,0.091,0.669,0.791,973,1301
671,0.416,0.04,0.361,0.678,0.579,545,1051
672,0.066,0.034,0.373,0.468,0.725,905,1315
673,0.894,0.742,0.36,0.018,0.286,919,1206
674,0.928,0.937,0.635,0.274,0.007,30,206
675,0.608,0.034,0.946,0.569,0.063,689,695
676,0.526,0.869,0.495,0.93,0.443,348,1650
677,0.096,0.614,0.479,0.706,0.695,654,1906
678,0.702,0.642,0.71,0.683,0.673,34,1719
679,0.335,0.537,0.024,0.655,0.301,22,490
680,0.345,0.882,0.306,0.021,0.505,737,852
681,0.285,0.374,0.559,0.795,0.484,880,1690
682,0.588,0.101,0.363,0.982,0.295,132,1463
683,0.532,0.53,0.398,0.697,0.53,372,717
684,0.421,0.163,0.548,0.849,0.52,995,1641
685,0.405,0.412,0.465,0.302,0.352,409,1957
686,0.806,0.816,0.563,0.143,0.911,103,1064
687,0.77,0.027,0.485,0.657,0.66,576,1348
688,0.974,0.053,0.288,0.559,0.021,311,862
689,0.028,0.928,0.556,0.59,0.041,398,1148
690,0.391,0.374,0.393,0.628,0.853,488,788
691,0.093,0.852,0.574,0.377,0.991,253,598
692,0.14,0.56,0.708,0.695,0.416,896,1713
693,0.884,0.87,0.301,0.195,0.229,943,1523
694,0.795,0.881,0.819,0.455,0.669,250,975
695,0.788,0.053,0.167,0.56,0.368,681,1273
696,0.871,0.838,0.23,0.176,0.615,148,893
697,0.309,0.803,0.415,0.433,0.299,823,1488
698,0.219,0.088,0.177,0.688,0.373,912,1740
699,0.706,0.525,0.236,0.351,0.629,979,1386
700,0.498,0.142,0.642,0.175,0.867,241,669
701,0.369,0.361,0.742,0.11,0.784,186,1773
702,0.907,0.96,0.305,0.097,0.748,730,1492
703,0.637,0.559,0.115,0.754,0.671,431,1455
704,0.66,0.33,0.304,0.591,0.147,583,1054
705,0.892,0.19,0.313,0.592,0.509,462,1229
706,0.509,0.933,0.482,0.118,0.764,717,1531
707,0.1,0.677,0.748,0.988,0.719,679,1613
708,0.373,0.196,0.477,0.81,0.797,581,1782
709,0.635,0.552,0.61,0.662,0.717,73,1402
710,0.66,0.641,0.931,0.047,0.591,761,1602
711,0.149,0.485,0.276,0.783,0.157,983,1380
712,0.124,0.093,0.877,0.464,0.21,2,1911
713,0.817,0.802,0.155,0.008,0.306,587,1768
714,0.192,0.975,0.941,0.183,0.118,434,1321
715,0.017,0.665,0.136,0.627,0.499,993,1957
716,0.978,0.795,0.666,0.739,0.607,602,1119
717,0.293,0.737,0.096,0.578,0.993,600,1934
718,0.348,0.818,0.65,0.053,0.751,518,1418
719,0.492,0.436,0.961,0.257,0.53,991,1242
720,0.719,0.941,0.55,0.393,0.508,155,340
721,0.445,0.181,0.151,0.366,0.334,654,1687
722,0.796,0.812,0.877,0.427,0.857,788,1792
723,0.701,0.264,0.867,0.865,0.523,59,736
724,0.683,0.473,0.345,0.704,0.968,319,1376
725,0.336,0.698,0.59,0.007,0.537,722,1728
726,0.594,0.765,0.414,0.954,0.349,566,708
727,0.982,0.437,0.607,0.034,0.547,368,459
728,0.851,0.799,0.985,0.856,0.209,352,1236
729,0.693,0.018,0.589,0.717,0.67,984,1858
730,0.277,0.178,0.682,0.598,0.465,219,717
731,0.475,0.049,0.676,0.772,0.529,323,543
732,0.684,0.841,0.753,0.99,0.183,674,1597
733,0.003,0.858,0.221,0.628,0.093,674,1139
734,0.141,0.431,0.282,0.475,0.578,666,1032
735,0.655,0.028,0.478,0.572,0.282,496,744
736,0.647,0.437,0.848,0.007,0.068,240,1537
737,0.844,0.714,0.98,0.158,0.619,757,1805
738,0.312,0.85,0.575,0.067,0.041,7,815
739,0.047,0.586,0.647,0.765,0.752,81,1081
740,0.512,0.919,0.301,0.686,0.067,629,743
741,0.226,0.227,0.969,0.815,0.669,929,1074
742,0.754,0.547,0.823,0.359,0.926,50,1704
743,0.072,0.843,0.162,0.386,0.907,905,1391
744,0.487,0.275,0.683,0.338,0.845,972,1846
745,0.531,0.005,0.455,0.1,0.571,297,1246
746,0.271,0.785,0.009,0.024,0.733,631,1175
747,0.994,0.101,0.678,0.584,0.406,753,932
748,0.4,0.89,0.732,0.9,0.17,235,1488
749,0.019,0.339,0.787,0.889,0.334,944,1861
750,0.798,0.839,0.703,0.818,0.774,681,1059
751,0.747,0.687,0.738,0.492,0.593,128,827
752,0.77,0.516,0.301,0.615,0.835,873,910
753,0.596,0.941,0.401,0.29,0.006,260,1278
754,0.531,0.545,0.984,0.369,0.701,540,1431
755,0.587,0.423,0.279,0.933,0.106,541,1939
756,0.397,0.983,0.352,0.825,0.57,578,772
757,0.064,0.272,0.612,0.039,0.958,859,1090
758,0.232,0.581,0.728,0.166,0.051,322,712
759,0.439,0.534,0.367,0.832,0.201,147,442
760,0.033,0.321,0.324,0.139,0.06,243,1633
761,0.505,0.789,0.008,0.367,0.636,880,1573
762,0.411,0.969,0.413,0.884,0.936,94,1022
763,0.442,0.083,0.922,0.933,0.727,101,1197
764,0.721,0.912,0.808,0.36,0.887,744,1611
765,0.419,0.137,0.297,0.13,0.361,312,1770
766,0.797,0.644,0.449,0.184,0.75,801,1600
767,0.987,0.941,0.982,0.086,0.437,498,1463
768,0.759,0.594,0.047,0.539,0.044,310,502
769,0.932,0.223,0.089,0.872,0.375,411,1879
770,0.155,0.604,0.129,0.196,0.831,503,1180
771,0.831,0.686,0.241,0.088,0.129,774,1294
772,0.262,0.671,0.656,0.245,0.625,508,1255
773,0.52,0.478,0.442,0.803,0.588,156,302
774,0.315,0.824,0.333,0.926,0.116,497,1662
775,0.814,0.066,0.201,0.107,0.633,192,754
776,0.836,0.981,0.93,0.601,0.308,425,648
777,0.488,0.642,0.962,0.005,0.025,310,790
778,0.738,0.732,0.721,0.338,0.024,628,732
779,0.828,0.739,0.511,0.999,0.814,494,1664
780,0.603,0.483,0.472,0.966,0.561,695,1651
781,0.403,0.916,0.873,0.27,0.584,36,1485
782,0.937,0.065,0.198,0.042,0.874,266,588
783,0.172,0.926,0.96,0.546,0.727,602,634
784,0.213,0.182,0.624,0.28,0.325,560,1991
785,0.905,0.059,0.616,0.922,0.12,975,1078
786,0.157,0.77,0.707,0.521,0.115,396,675
787,0.122,0.449,0.85,0.526,0.132,927,1534
788,0.303,0.2,0.893,0.478,0.304,995,1907
789,1.0,0.304,0.425,0.332,0.086,63,1220
790,0.392,0.535,0.067,0.445,0.027,878,1162
791,0.693,0.299,0.32,0.154,0.706,393,931
792,0.273,0.054,0.819,0.412,0.261,424,465
793,0.641,0.165,0.711,0.533,0.851,338,1019
794,0.285,0.706,0.593,0.144,0.115,991,1136
795,0.049,0.781,0.473,0.639,0.819,868,1762
796,0.667,0.034,0.596,0.296,0.44,256,996
797,0.65,0.791,0.337,0.157,0.554,16,1297
798,0.685,0.98,0.443,0.548,0.029,461,1917
799,0.57,0.434,0.61,0.49,0.328,829,1744
800,0.976,0.181,0.968,0.89,0.759,23,1720
801,0.24,0.117,0.189,0.824,0.716,619,1915
802,0.468,0.724,0.931,0.228,0.417,161,658
803,0.579,0.168,0.964,0.781,0.189,903,1179
804,0.434,0.115,0.458,0.365,0.755,567,1130
805,0.811,0.81,0.729,0.655,0.277,573,1814
806,0.06,0.931,0.279,0.128,0.525,216,1848
807,0.435,0.363,0.577,0.553,0.008,401,1818
808,0.249,0.718,0.528,0.615,0.436,76,1562
809,0.709,0.835,0.306,0.034,0.336,649,1998
810,0.877,0.963,0.158,0.543,0.179,847,1003
811,0.132,0.66,0.135,0.347,0.845,178,870
812,0.776,0.229,0.806,0.627,0.899,555,1383
813,0.038,0.687,0.956,0.673,0.878,883,1038
814,0.272,0.57,0.329,0.581,0.498,904,1465
815,0.809,0.251,0.608,0.744,0.768,132,966
816,0.493,0.529,0.918,0.216,0.599,560,1719
817,0.983,0.171,0.739,0.64,0.079,931,1964
818,0.006,0.165,0.161,0.521,0.477,694,1826
819,0.617,0.252,0.537,0.145,0.443,850,1340
820,0.391,0.814,0.07,0.632,0.358,986,1065
821,0.221,0.332,0.229,0.935,0.324,139,167
822,0.717,0.23,0.733,0.971,0.745,84,1393
823,0.16,0.338,0.841,0.382,0.651,114,906
824,0.065,0.252,0.579,0.402,0.035,897,1219
825,0.228,0.549,0.043,0.701,0.976,107,158
826,0.236,0.791,0.241,0.531,0.383,70,1643
827,0.499,0.346,0.112,0.899,0.812,923,1488
828,0.054,0.579,0.703,0.459,0.413,103,1921
829,0.565,0.052,0.161,0.523,0.153,522,1805
830,0.224,0.089,0.148,0.137,0.89,511,647
831,0.235,0.152,0.217,0.267,0.385,518,1913
832,0.876,0.147,0.073,0.627,0.449,342,646
833,0.364,0.462,0.865,0.013,0.066,686,724
834,0.581,0.84,0.496,0.341,0.03,915,1198
835,0.552,0.229,0.356,0.83,0.996,424,471
836,0.069,0.796,0.949,0.029,0.105,952,1409
837,0.263,0.567,0.332,0.759,0.986,953,990
838,0.735,0.898,0.812,0.073,0.17,299,426
839,0.162,0.153,0.638,0.144,0.451,355,1486
840,0.513,0.022,0.359,0.544,0.817,574,1289
841,0.069,0.254,0.107,0.975,0.752,838,1853
842,0.391,0.769,0.374,0.05,0.51,902,1885
843,0.721,0.886,0.403,0.483,0.863,678,1698
844,0.023,0.351,0.701,0.859,0.351,525,1532
845,0.946,0.753,0.604,0.12,0.283,299,805
846,0.723,0.807,0.671,0.425,0.635,136,633
847,0.275,0.642,0.796,0.823,0.803,699,1670
848,0.315,0.61,0.733,0.559,0.407,321,826
849,0.392,0.127,0.506,0.845,0.689,69,669
850,0.821,0.292,0.882,0.835,0.623,696,1311
851,0.82,0.397,0.233,0.314,0.071,13,665
852,0.956,0.295,0.04,0.413,0.303,679,1175
853,0.767,0.022,0.606,0.744,0.354,828,1432
854,0.348,0.913,0.067,0.524,0.75,426,1407
855,0.111,0.524,0.523,0.263,0.454,144,721
856,0.692,0.571,0.979,0.092,0.692,717,1600
857,0.763,0.664,0.481,0.763,0.774,576,1865
858,0.751,0.075,0.15,0.666,0.335,328,567
859,0.28,0.085,0.084,0.333,0.712,442,809
860,0.484,0.998,0.93,0.201,0.816,768,1729
861,0.427,0.168,0.174,0.523,0.722,706,1701
862,0.1,0.898,0.897,0.294,0.255,990,1312
863,0.659,0.925,0.488,0.243,0.335,818,1156
864,0.609,0.965,0.497,0.434,0.583,874,1291
865,0.221,0.97,0.621,0.067,0.542,304,804
866,0.488,0.97,0.324,0.012,0.293,772,977
867,0.424,0.702,0.398,0.224,0.236,782,1160
868,0.172,0.017,0.614,0.107,0.106,827,1228
869,0.456,0.42,0.879,0.947,0.42,884,1368
870,0.178,0.439,0.405,0.179,0.54,216,240
871,0.926,0.531,0.651,0.358,0.412,611,1359
872,0.244,0.264,0.112,0.694,0.694,210,1700
873,0.717,0.506,0.696,0.436,0.17,562,1083
874,0.934,0.847,0.711,0.357,0.386,665,1973
875,0.504,0.87,0.698,0.601,0.535,978,1196
876,0.729,0.576,0.269,0.63,0.418,979,1340
877,0.36,0.415,0.234,0.992,0.106,307,1490
878,0.407,0.188,0.883,0.157,0.341,593,1951
879,0.577,0.84,0.565,0.097,0.214,764,1002
880,0.906,0.504,0.129,0.048,0.107,361,1664
881,0.456,0.68,0.546,0.673,0.857,216,822
882,0.995,0.123,0.74,0.804,0.152,68,571
883,0.345,0.247,0.208,0.861,0.414,190,1330
884,0.368,0.221,0.568,0.49,0.947,959,1126
885,0.104,0.515,0.646,0.918,0.626,722,1029
886,0.687,0.286,0.928,0.335,0.788,643,1887
887,0.819,0.26,0.39,0.535,0.595,320,1200
888,0.557,0.548,0.741,0.327,0.859,692,1959
889,0.363,0.301,0.107,0.989,0.026,519,1141
890,0.518,0.556,0.833,0.88,0.783,522,633
891,0.731,0.411,0.557,0.055,0.048,25,1857
892,0.573,0.502,0.118,0.69,0.532,607,1980
893,0.545,0.474,0.077,0.534,0.579,82,1900
894,0.158,0.783,0.725,0.033,0.979,49,618
895,0.926,0.776,0.328,0.831,0.815,836,1806
896,0.014,0.874,0.058,0.314,0.902,450,783
897,0.897,0.624,0.504,0.097,0.382,388,1954
898,0.942,0.529,0.671,0.935,0.622,662,844
899,0.855,0.676,0.594,0.565,0.255,133,1939
900,0.426,0.47,0.796,0.028,0.992,906,975
901,0.152,0.133,0.278,0.159,0.439,320,378
902,0.668,0.035,0.943,0.947,0.003,913,1189
903,0.551,0.125,0.742,0.269,0.571,682,1621
904,0.705,0.477,0.777,0.701,0.092,366,1565
905,0.269,0.374,0.866,0.825,0.432,428,1165
906,0.787,0.611,0.041,0.612,0.107,678,766
907,0.723,0.993,0.061,0.001,0.549,935,1971
908,0.472,0.746,0.34,0.347,0.023,809,1556
909,0.797,0.524,0.761,0.985,0.945,135,1678
910,0.472,0.49,0.271,0.399,0.553,962,1212
911,0.58,0.317,0.895,0.616,0.836,621,919
912,0.343,0.677,0.105,0.017,0.267,936,1041
913,0.226,0.856,0.674,0.98,0.581,638,1171
914,0.59,0.025,0.246,0.645,0.743,73,334
915,0.043,0.345,0.337,0.67,0.412,566,1535
916,0.579,0.911,0.894,0.004,0.753,618,1274
917,0.676,0.373,0.607,0.974,0.116,613,687
918,0.394,0.782,0.142,0.87,0.677,359,754
919,0.348,0.172,0.968,0.247,0.847,925,1892
920,0.567,0.957,0.605,0.851,0.553,585,1710
921,0.846,0.178,0.263,0.535,0.244,384,1935
922,0.589,0.718,0.993,0.391,0.96,582,756
923,0.126,0.273,0.946,0.203,0.638,797,1695
924,0.555,0.989,0.721,0.152,0.148,618,638
925,0.775,0.928,0.632,0.534,0.589,984,1922
926,0.367,0.104,0.834,0.567,0.63,980,991
927,0.808,0.408,0.442,0.794,0.923,91,522
928,0.045,0.369,0.099,0.693,0.115,126,1696
929,0.259,0.083,0.694,0.607,0.829,533,1710
930,0.666,0.543,0.58,0.86,0.631,783,1419
931,0.101,0.433,0.734,0.886,0.726,772,999
932,0.652,0.269,0.019,0.655,0.69,706,1004
933,0.281,0.292,0.065,0.674,0.22,405,1860
934,0.356,0.603,0.641,0.072,0.635,701,986
935,0.45,0.542,0.221,0.025,0.159,707,1596
936,0.693,0.196,0.647,0.466,0.133,752,1529
937,0.733,0.105,0.007,0.424,0.92,257,1325
938,0.41,0.788,0.669,0.507,0.633,360,812
939,0.121,0.795,0.838,0.19,0.561,71,1975
940,0.389,0.789,0.446,0.497,0.77,681,747
941,0.95,0.002,0.631,0.273,0.267,71,1431
942,0.142,0.997,0.147,0.353,0.27,47,1882
943,0.484,0.223,0.138,0.82,0.502,950,1524
944,0.721,0.733,0.252,0.562,0.204,165,1326
945,0.149,0.454,0.643,0.505,0.883,416,994
946,0.54,0.581,0.83,0.712,0.292,455,815
947,0.416,0.881,0.183,0.68,0.217,33,1406
948,0.041,0.253,0.228,0.387,0.401,932,1828
949,0.934,0.981,0.993,0.583,0.501,782,1761
950,0.26,0.654,0.072,0.701,0.607,718,1521
951,0.074,0.841,0.013,0.3,0.46,17,204
952,0.635,0.143,0.141,0.899,0.998,576,660
953,0.577,0.876,0.027,0.611,0.561,877,1236
954,0.201,0.212,0.431,0.531,0.072,541,565
955,0.748,0.382,0.982,0.739,0.948,441,1242
956,0.355,0.309,0.961,0.281,0.318,309,1038
957,0.519,0.096,0.357,0.253,0.225,581,1204
958,0.795,0.594,0.037,0.364,0.075,77,776
959,0.751,0.332,0.206,0.388,0.268,345,635
960,0.12,0.261,0.306,0.957,0.88,782,1001
961,0.925,0.199,0.018,0.508,0.696,560,1543
962,0.912,0.71,0.323,0.736,0.603,53,1001
963,0.614,0.953,0.346,0.274,0.07,430,1038
964,0.202,0.165,0.116,0.238,0.415,433,1284
965,0.104,0.614,0.624,0.465,0.537,724,1806
966,0.717,0.66,0.915,0.482,0.444,538,1618
967,0.147,0.552,0.348,0.044,0.683,382,698
968,0.174,0.874,0.876,0.238,0.821,870,1895
969,0.378,0.519,0.193,0.932,0.327,746,1077
970,0.496,0.373,0.405,0.696,0.059,73,158
971,0.051,0.614,0.52,0.563,0.963,163,426
972,0.028,0.605,0.124,0.097,0.187,56,715
973,0.148,0.523,0.182,0.964,0.23,515,700
974,0.545,0.141,0.299,0.141,0.665,632,1659
975,0.193,0.185,0.151,0.161,0.08,950,1917
976,0.16,0.345,0.302,0.526,0.995,748,1580
977,0.382,0.858,0.481,0.258,0.495,22,767
978,0.512,0.18,0.111,0.631,0.794,451,495
979,0.328,0.084,0.808,0.969,0.203,224,1778
980,0.223,0.847,0.386,0.245,0.599,590,1090
981,0.442,0.281,0.499,0.411,0.482,773,1582
982,0.201,0.376,0.904,0.268,0.435,299,772
983,0.63,0.29,0.562,0.735,0.579,210,1440
984,0.971,0.4,0.057,0.892,0.728,169,819
985,0.888,0.891,0.829,0.056,0.829,939,1962
986,0.93,0.006,0.886,0.349,0.303,707,829
987,0.737,0.714,0.528,0.709,0.73,118,493
988,0.906,0.9,0.247,0.021,0.98,804,1006
989,0.958,0.927,0.385,0.115,0.575,205,635
990,0.164,0.084,0.512,0.681,0.769,735,1008
991,0.256,0.605,0.972,0.332,0.134,442,1098
992,0.179,0.766,0.178,0.341,0.217,822,1354
993,0.594,0.39,0.481,0.626,0.709,999,1381
994,0.313,0.099,0.344,0.1,0.341,134,369
995,0.218,0.125,0.989,0.316,0.114,20,1485
996,0.69,0.272,0.132,0.588,0.336,442,873
997,0.226,0.491,0.348,0.72,0.072,861,1233
998,0.074,0.991,0.27,0.068,0.77,838,1822
999,0.003,0.661,0.061,0.291,0.34,65,591
1000,0.192,0.905,0.898,0.564,0.092,526,1940
1001,0.372,0.49,0.946,0.635,0.315,440,1946
1002,0.605,0.934,0.505,0.571,0.498,338,700
1003,0.991,0.104,0.616,0.672,0.205,463,1333
1004,0.882,0.138,0.752,0.114,0.921,673,840
1005,0.078,0.996,0.684,0.305,0.016,769,1654
1006,0.987,0.914,0.574,0.724,0.651,222,1076
1007,0.754,0.897,0.121,0.965,0.763,438,1668
1008,0.081,0.332,0.804,0.692,0.602,628,1748
1009,0.583,0.108,0.985,0.935,0.291,376,1935
1010,0.962,0.532,0.182,0.876,0.66,505,823
1011,0.454,0.158,0.259,0.925,0.28,176,1245
1012,0.952,0.583,0.159,0.158,0.227,4,1937
1013,0.305,0.81,0.39,0.479,0.474,381,1047
1014,0.967,0.902,0.675,0.212,0.659,663,1342
1015,0.617,0.096,0.569,0.44,0.852,700,1196
1016,0.909,0.591,0.425,0.503,0.116,666,1094
1017,0.538,0.798,0.873,0.321,0.177,647,1823
1018,0.916,0.85,0.432,0.097,0.415,223,1184
1019,0.87,0.74,0.804,0.846,0.635,417,1079
1020,0.818,0.418,0.091,0.293,0.496,20,1514
1021,0.542,0.267,0.42,0.152,0.838,515,1444
1022,0.468,0.315,0.654,0.585,0.802,666,1621
1023,0.641,0.894,0.055,0.884,0.736,673,1662
1024,0.827,0.016,0.881,0.435,0.719,483,1076
1025,0.06,0.976,0.511,0.795,0.108,349,1405
1026,0.96,0.512,0.385,0.773,0.41,207,1215
1027,0.871,0.766,0.451,0.343,0.292,566,1544
1028,0.554,0.41,0.65,0.075,0.081,530,1239
1029,0.804,0.821,0.599,0.978,0.944,370,1653
1030,0.225,0.352,0.386,0.678,0.44,12,1276
1031,0.49,0.693,0.202,0.429,0.455,871,1777
1032,0.387,0.493,0.106,0.285,0.82,513,1691
1033,0.009,0.038,0.455,0.219,0.401,456,748
1034,0.975,0.12,0.388,0.779,0.903,340,1045
1035,0.574,0.867,0.601,0.214,0.005,45,871
1036,0.35,0.593,0.36,0.181,0.438,331,1944
1037,0.448,0.62,0.011,0.789,0.688,701,1957
1038,0.915,0.682,0.37,0.856,0.325,525,621
1039,0.476,0.377,0.802,0.575,0.066,588,1179
1040,0.686,0.763,0.102,0.23,0.462,703,1345
1041,0.27,0.46,0.206,0.504,0.573,214,320
1042,0.796,0.35,0.198,0.568,0.405,432,1912
1043,0.888,0.636,0.302,0.073,0.684,593,1511
