id,x,y,ts_in,ts_out
949,0.086,0.306,450,794
950,0.54,0.758,611,1354
951,0.36,0.279,716,1668
952,0.203,0.321,310,900
953,0.509,0.471,518,1640
954,0.668,0.572,449,1257
955,0.364,0.625,655,1152
956,0.822,0.973,915,1913
957,0.838,0.306,122,1104
958,0.523,0.83,819,948
959,0.21,0.143,827,1187
960,0.423,0.418,832,1941
961,0.992,0.025,208,1342
962,0.451,0.481,678,1476
963,0.752,0.371,290,497
964,0.177,0.441,343,1315
965,0.841,0.007,407,1164
966,0.783,0.624,141,1885
967,0.897,0.135,528,1544
968,0.465,0.287,449,1778
969,0.107,0.648,775,979
970,0.778,0.878,846,1604
971,0.504,0.646,324,567
972,0.381,0.971,296,622
973,0.979,0.237,79,1635
974,0.917,0.077,271,1581
975,0.275,0.369,763,814
976,0.011,0.069,659,1527
977,0.511,0.735,799,871
978,0.86,0.992,644,1682
979,0.916,0.815,514,858
980,0.29,0.153,374,1687
981,0.053,0.425,494,1324
982,0.817,0.512,591,1117
983,0.485,0.835,375,1090
984,0.976,0.302,251,1162
985,0.591,0.87,25,827
986,0.552,0.31,141,1437
987,0.054,0.245,873,884
988,0.226,0.888,692,1738
989,0.856,0.513,483,1404
990,0.205,0.006,435,870
991,0.998,0.841,652,1241
992,0.302,0.371,347,1140
993,0.278,0.28,767,1371
994,0.688,0.879,383,701
995,0.146,0.972,173,525
996,0.401,0.288,338,1095
997,0.34,0.548,606,1714
998,0.545,0.275,598,803
999,0.425,0.495,814,1134
1000,0.668,0.684,375,539
1001,0.673,0.84,383,963
1002,0.565,0.742,752,993
1003,0.4,0.512,103,1288
1004,0.312,0.693,101,1653
1005,0.484,0.925,301,1242
1006,0.154,0.743,550,1552
1007,0.507,0.989,763,1769
1008,0.846,0.251,973,1746
1009,0.304,0.069,931,976
1010,0.198,0.106,300,1345
1011,0.958,0.965,323,691
1012,0.279,0.388,737,775
1013,0.606,0.638,59,1843
1014,0.823,0.738,836,1446
1015,0.057,0.075,292,440
1016,0.607,0.574,945,1757
1017,0.846,0.972,477,1201
1018,0.452,0.365,246,1334
1019,0.866,0.14,53,1476
1020,0.499,0.875,438,1874
1021,0.404,0.71,358,649
1022,0.201,0.773,361,1289
1023,0.429,0.774,203,1102
1024,0.223,0.906,218,748
1025,0.061,0.657,810,969
1026,0.334,0.812,616,1918
1027,0.443,0.268,528,1802
1028,0.532,0.827,307,950
1029,0.767,0.429,95,1228
1030,0.133,0.226,388,655
1031,0.052,0.547,321,1293
1032,0.947,0.084,303,1864
1033,0.518,0.044,512,1912
1034,0.962,0.945,451,1018
1035,0.518,0.463,596,1930
1036,0.22,0.601,182,903
1037,0.764,0.839,10,1002
1038,0.032,0.911,144,780
1039,0.794,0.964,481,1304
1040,0.53,0.585,133,1056
1041,0.613,0.937,701,1865
1042,0.694,0.215,463,1311
1043,0.348,0.598,477,1414
1044,0.174,0.386,110,476
1045,0.254,0.256,785,1631
1046,0.076,0.878,822,1483
1047,0.431,0.88,301,1855
1048,0.772,0.649,224,1980
1049,0.994,0.673,745,1839
1050,0.621,0.513,387,1338
1051,0.36,0.621,81,1805
1052,0.517,0.539,798,1089
1053,0.993,0.23,887,1483
1054,0.338,0.055,483,812
1055,0.056,0.069,310,1761
1056,0.339,0.27,135,1649
1057,0.566,0.533,924,1427
1058,0.764,0.006,57,1795
1059,0.691,0.369,91,505
1060,0.829,0.5,762,1635
1061,0.762,0.031,766,1836
1062,0.606,0.687,964,1924
1063,0.735,0.702,106,522
1064,0.761,0.25,209,1664
1065,0.563,0.377,124,1511
1066,0.185,0.306,248,1226
1067,0.314,0.729,288,1960
1068,0.505,0.471,522,976
1069,0.671,0.33,128,1698
1070,0.068,0.073,340,759
1071,0.384,0.654,915,936
1072,0.537,0.789,787,1719
1073,0.986,0.333,152,1308
1074,0.471,0.428,583,640
1075,0.092,0.358,741,1506
1076,0.2,0.692,262,1150
1077,0.446,0.869,793,1100
1078,0.69,0.688,58,1161
1079,0.985,0.31,406,849
1080,0.879,0.412,36,1299
1081,0.443,0.812,725,824
1082,0.756,0.091,810,1079
1083,0.142,0.732,550,1219
1084,0.374,0.146,949,1165
1085,0.096,0.334,482,1636
1086,0.873,0.315,62,1343
1087,0.063,0.915,419,1137
1088,0.514,0.73,61,1963
1089,0.802,0.7,65,1709
1090,0.956,0.763,621,1994
1091,0.162,0.794,211,1640
1092,0.353,0.207,394,840
1093,0.635,0.007,241,1925
1094,0.275,0.039,458,815
1095,0.05,0.764,293,1852
1096,0.162,0.548,388,1825
1097,0.435,0.498,514,1788
1098,0.581,0.371,697,1546
1099,0.063,0.391,735,1567
1100,0.043,0.423,731,1417
1101,0.446,0.066,950,1253
1102,0.791,0.029,117,1397
1103,0.817,0.381,469,674
1104,0.543,0.926,79,1286
1105,0.894,0.153,837,1627
1106,0.112,0.574,548,926
1107,0.985,0.754,695,1289
1108,0.537,0.787,436,868
1109,0.192,0.173,376,1185
1110,0.339,0.247,245,1617
1111,0.115,0.731,272,1386
1112,0.622,0.149,312,654
1113,0.405,0.33,90,130
1114,0.276,0.424,36,1749
1115,0.751,0.243,23,1802
1116,0.71,0.687,978,1378
1117,0.814,0.281,401,973
1118,0.564,0.844,127,1049
1119,0.618,0.302,620,783
1120,0.236,0.405,699,1046
1121,0.203,0.497,447,1410
1122,0.468,0.36,773,1548
1123,0.562,0.003,184,1711
1124,0.496,0.482,854,1966
1125,0.474,0.592,287,1380
1126,0.274,0.472,708,1065
1127,0.982,0.248,330,783
1128,0.365,0.939,509,1641
1129,0.575,0.299,225,1768
1130,0.536,0.431,811,1231
1131,0.501,0.346,411,741
1132,0.419,0.925,1,1550
1133,0.021,0.973,227,1069
1134,0.809,0.056,665,1349
1135,0.034,0.107,41,132
1136,0.081,0.874,401,1291
1137,0.314,0.489,594,1507
1138,0.851,0.854,996,1064
1139,0.788,0.001,239,625
1140,0.749,0.637,604,787
1141,0.275,0.094,884,1114
1142,0.356,0.186,631,694
1143,0.055,0.362,806,846
1144,0.917,0.087,874,1535
1145,0.736,0.554,186,1063
1146,0.399,0.959,289,879
1147,0.586,0.146,206,656
1148,0.572,0.121,793,1026
1149,0.901,0.569,307,362
1150,0.95,0.505,970,1758
1151,0.498,0.43,145,521
1152,0.381,0.885,878,1335
1153,0.359,0.846,521,577
1154,0.583,0.983,618,828
1155,0.27,0.22,185,1363
1156,0.547,0.745,497,1983
1157,0.995,0.657,982,1787
1158,0.0,0.801,565,1609
1159,0.991,0.785,584,1960
1160,0.756,0.992,76,540
1161,0.367,0.678,404,1072
1162,0.907,0.254,466,795
1163,0.349,0.284,863,1047
1164,0.279,0.14,356,1985
1165,0.699,0.486,914,1976
1166,0.321,0.506,539,1721
1167,0.861,0.164,424,820
1168,0.382,0.07,851,1372
1169,0.872,0.102,415,830
1170,0.386,0.181,188,945
1171,0.191,0.056,556,1622
1172,0.213,0.887,103,1246
1173,0.284,0.94,180,1294
1174,0.931,0.384,138,1210
1175,0.967,0.502,413,1660
1176,0.015,0.509,113,1481
1177,0.943,0.974,356,1213
1178,0.956,0.487,814,1857
1179,0.058,0.077,820,1478
1180,0.14,0.593,206,1593
1181,0.872,0.612,739,759
1182,0.095,0.622,260,1811
1183,0.508,0.941,876,1358
1184,0.417,0.776,874,1905
1185,0.549,0.024,153,1089
1186,0.8,0.137,46,1908
1187,0.874,0.825,532,1803
1188,0.319,0.373,308,1181
1189,0.352,0.595,713,1667
1190,0.408,0.417,441,1122
1191,0.237,0.251,836,1651
1192,0.319,0.478,327,1404
1193,0.014,0.766,317,533
1194,0.224,0.049,656,1580
1195,0.538,0.86,807,1546
1196,0.42,0.339,110,1892
1197,0.411,0.108,579,1467
1198,0.345,0.872,428,1012
1199,0.611,0.371,931,1804
1200,0.38,0.985,563,1021
1201,0.048,0.524,973,1872
1202,0.773,0.148,283,1471
1203,0.484,0.753,654,1672
1204,0.278,0.102,660,1357
1205,0.737,0.383,434,1855
1206,0.18,0.742,450,799
1207,0.366,0.123,899,922
1208,0.694,0.198,41,833
1209,0.739,0.787,906,1936
1210,0.383,0.533,737,1310
1211,0.544,0.247,726,871
1212,0.442,0.242,499,1970
1213,0.274,0.654,456,1468
1214,0.42,0.389,994,1870
1215,0.335,0.215,0,1216
1216,0.909,0.627,480,1438
1217,0.473,0.461,193,254
1218,0.924,0.415,81,1077
1219,0.367,0.324,400,1769
1220,0.167,0.155,655,1861
1221,0.451,0.629,351,1024
1222,0.876,0.726,888,1676
1223,0.68,0.186,379,881
1224,0.711,0.085,454,735
1225,0.157,0.821,3,782
1226,0.436,0.281,624,1452
1227,0.46,0.476,79,1986
1228,0.116,0.603,655,706
1229,0.845,0.188,321,1897
1230,0.286,0.794,498,1389
1231,0.42,0.037,359,1806
1232,0.936,0.278,578,1302
1233,0.664,0.393,563,734
1234,0.525,0.85,774,1388
1235,0.172,0.846,588,1718
1236,0.545,0.967,512,846
1237,0.966,0.469,517,1882
1238,0.737,0.099,167,544
1239,0.953,0.148,926,1592
1240,0.382,0.975,208,1813
1241,0.917,0.921,503,1865
1242,0.598,0.138,325,1473
1243,0.627,0.525,202,879
1244,0.755,0.496,986,1926
1245,0.222,0.24,833,947
1246,0.949,0.779,879,1317
1247,0.113,0.852,126,506
1248,0.769,0.971,357,841
1249,0.695,0.704,587,1855
1250,0.737,0.473,130,1733
1251,0.401,0.945,532,773
1252,0.343,0.208,387,693
1253,0.666,0.472,778,1178
1254,0.511,0.11,43,1982
1255,0.372,0.022,146,1927
1256,0.814,0.814,422,1495
1257,0.977,0.17,341,700
1258,0.977,0.215,721,1758
1259,0.746,0.166,622,1413
1260,0.471,0.109,615,1780
1261,0.101,0.221,422,907
1262,0.357,0.12,456,1279
1263,0.416,0.347,812,1511
1264,0.226,0.287,590,1316
1265,0.153,0.676,597,706
1266,0.836,0.802,363,589
1267,0.519,0.731,836,1620
1268,0.1,0.3,55,399
1269,0.838,0.467,56,1912
1270,0.212,0.954,692,905
1271,0.28,0.273,234,1733
1272,0.134,0.898,862,1912
1273,0.339,0.673,19,118
1274,0.515,0.825,237,396
1275,0.076,0.848,46,239
1276,0.004,0.318,713,843
1277,0.923,0.266,670,1830
1278,0.288,0.132,89,1516
1279,0.437,0.72,325,726
1280,0.709,0.914,397,1791
1281,0.468,0.501,248,557
1282,0.923,0.21,982,1607
1283,0.837,0.621,541,1299
1284,0.037,0.572,555,1751
1285,0.806,0.846,697,1832
1286,0.422,0.489,339,424
1287,0.372,0.419,149,155
1288,0.305,0.612,805,1338
1289,0.78,0.267,189,613
1290,0.974,0.656,440,775
1291,0.342,0.106,589,1961
1292,0.427,0.332,648,776
1293,0.405,0.839,614,873
1294,0.891,0.185,964,1403
1295,0.813,0.391,73,857
1296,0.255,0.781,404,1971
1297,0.829,0.251,910,1786
1298,0.13,0.166,739,1644
1299,0.98,0.11,659,1816
1300,0.313,0.243,981,1726
1301,0.626,0.926,800,1155
1302,0.894,0.805,854,1421
1303,0.087,0.08,752,1368
1304,0.984,0.315,726,1283
1305,0.567,0.132,125,1829
1306,0.053,0.156,768,970
1307,0.498,0.876,591,1712
1308,0.55,0.751,410,1864
1309,0.495,0.585,359,1904
1310,0.873,0.82,232,400
1311,0.254,0.825,943,1009
1312,0.851,0.959,223,697
1313,0.118,0.525,382,508
1314,0.325,0.281,359,1133
1315,0.172,0.209,553,1526
1316,0.731,0.864,265,913
1317,0.552,0.892,187,1011
1318,0.454,0.597,838,1233
1319,0.866,0.236,641,1789
1320,0.003,0.477,789,906
1321,0.608,0.062,500,1213
1322,0.018,0.053,812,1700
1323,0.997,0.793,984,1576
1324,0.979,0.444,707,1462
1325,0.639,0.566,862,958
1326,0.977,0.902,147,1143
1327,0.552,0.504,19,292
1328,0.211,0.072,828,1271
1329,0.563,0.464,438,960
1330,0.977,0.489,917,1383
1331,0.5,0.639,718,1253
1332,0.818,0.333,466,929
1333,0.671,0.24,375,1548
1334,0.048,0.125,808,1145
1335,0.827,0.351,490,1460
1336,0.651,0.101,768,1129
1337,0.345,0.101,524,1606
1338,0.924,0.515,854,1278
1339,0.815,0.941,880,888
1340,0.28,0.485,74,1209
1341,0.54,0.69,941,1460
1342,0.148,0.868,812,1725
1343,0.0,0.791,63,420
1344,0.474,0.722,894,1810
1345,0.501,0.235,570,734
1346,0.457,0.255,34,614
1347,0.446,0.821,126,1841
1348,0.189,0.107,53,1807
1349,0.264,0.32,7,1066
1350,0.6,0.255,941,1285
1351,0.367,0.044,745,1556
1352,0.152,0.421,216,1787
1353,0.115,0.237,194,1379
1354,0.279,0.731,63,371
1355,0.77,0.671,346,1738
1356,0.711,0.509,30,365
1357,0.043,0.824,687,1013
1358,0.871,0.857,225,1466
1359,0.445,0.388,637,833
1360,0.164,0.203,569,1093
1361,0.531,0.744,194,643
1362,0.244,0.741,781,1873
1363,0.091,0.342,28,735
1364,0.901,0.942,324,1069
1365,0.149,0.716,102,451
1366,0.782,0.57,498,964
1367,0.681,0.502,878,1968
1368,0.418,0.831,988,1193
1369,0.656,0.652,304,1900
1370,0.911,0.573,368,1993
1371,0.421,0.688,562,712
1372,0.891,0.791,721,1561
1373,0.455,0.285,136,960
1374,0.801,0.508,90,849
1375,0.677,0.74,356,1884
1376,0.566,0.468,399,1146
1377,0.014,0.927,381,826
1378,0.788,0.397,260,453
1379,0.371,0.313,635,1015
1380,0.009,0.269,150,1212
1381,0.877,0.48,171,416
1382,0.617,0.968,985,1839
1383,0.97,0.725,77,1729
1384,0.283,0.968,25,440
1385,0.141,0.159,503,1469
1386,0.282,0.52,886,1607
1387,0.008,0.776,340,1124
1388,0.32,0.774,822,1025
1389,0.824,0.181,792,1379
1390,0.167,0.584,363,1609
1391,0.379,0.521,498,1438
1392,0.348,0.597,589,1980
1393,0.979,0.168,988,1215
1394,0.818,0.824,911,1963
1395,0.026,0.29,808,1689
1396,0.413,0.104,981,1630
1397,0.676,0.15,388,1705
1398,0.163,0.367,994,1313
1399,0.225,0.331,679,1848
1400,0.736,0.245,595,1663
1401,0.368,0.397,535,1579
1402,0.258,0.834,803,1050
1403,0.645,0.128,428,901
1404,0.072,0.675,856,1694
1405,0.555,0.531,713,1880
1406,0.825,0.809,451,856
1407,0.676,0.813,862,1235
1408,0.302,0.454,466,1255
1409,0.163,0.6,649,1897
1410,0.14,0.473,769,1507
1411,0.632,0.297,306,860
1412,0.047,0.525,911,1006
1413,0.241,0.71,268,912
1414,0.093,0.509,658,1813
1415,0.434,0.731,838,1619
1416,0.821,0.998,343,1990
1417,0.739,0.467,736,1361
1418,0.412,0.886,168,713
1419,0.383,0.976,436,669
1420,0.454,0.009,979,1139
1421,0.874,0.111,901,1900
1422,0.344,0.875,69,1198
1423,0.42,0.744,966,1443
1424,0.053,0.295,269,786
1425,0.079,0.456,636,1698
1426,0.089,0.434,182,537
1427,0.397,0.511,600,1898
1428,0.996,0.541,497,582
1429,0.01,0.873,471,799
1430,0.161,0.688,758,1036
1431,0.911,0.112,261,823
1432,0.123,0.907,943,1424
1433,0.983,0.246,658,1933
1434,0.663,0.241,867,1345
1435,0.741,0.266,291,643
1436,0.571,0.895,849,1249
1437,0.581,0.488,492,942
1438,0.374,0.106,325,1031
1439,0.794,0.708,722,1406
1440,0.577,0.145,335,1429
1441,0.613,0.769,376,921
1442,0.987,0.725,131,186
1443,0.747,0.786,986,1751
1444,0.098,0.587,80,432
1445,0.59,0.245,760,876
1446,0.046,0.052,195,515
1447,0.303,0.269,483,1984
1448,0.46,0.043,380,1995
1449,0.743,0.364,771,950
1450,0.158,0.911,30,365
1451,0.653,0.334,364,1518
1452,0.876,0.711,16,1209
1453,0.356,0.702,725,819
1454,0.073,0.901,247,927
1455,0.652,0.354,546,1645
1456,0.049,0.979,967,1911
1457,0.329,0.134,907,1170
1458,0.935,0.953,631,813
1459,0.683,0.017,772,1226
1460,0.898,0.639,850,916
1461,0.423,0.036,892,1357
1462,0.394,0.841,161,1098
1463,0.429,0.915,984,1527
1464,0.845,0.091,310,1699
1465,0.948,0.59,548,709
1466,0.435,0.207,799,1736
1467,0.897,0.893,472,1523
1468,0.323,0.273,266,992
1469,0.451,0.133,627,1986
1470,0.029,0.29,67,1469
1471,0.196,0.538,385,1381
1472,0.11,0.269,159,1455
1473,0.134,0.209,681,1028
1474,0.312,0.941,646,1620
1475,0.483,0.195,985,1356
1476,0.57,0.629,74,240
1477,0.38,0.749,210,1828
1478,0.597,0.47,629,1467
1479,0.728,0.677,444,1099
1480,0.274,0.395,681,1633
1481,0.658,0.935,107,1792
1482,0.083,0.089,21,1864
1483,0.031,0.066,823,1293
1484,0.856,0.95,159,1751
1485,0.551,0.15,228,1274
1486,0.067,0.388,414,1686
1487,0.916,0.49,210,994
1488,0.977,0.566,620,1874
1489,0.175,0.666,210,1129
1490,0.859,0.199,278,371
1491,0.245,0.387,811,1574
1492,0.547,0.563,167,1513
1493,0.619,0.336,308,1211
1494,0.94,0.118,814,1625
1495,0.21,0.64,865,1283
1496,0.389,0.637,457,639
1497,0.902,0.342,748,1493
1498,0.14,0.766,210,1041
1499,0.552,0.708,794,1724
1500,0.186,0.969,85,947
1501,0.134,0.929,686,1331
1502,0.635,0.088,966,1458
1503,0.398,0.131,189,1010
1504,0.039,0.154,193,1769
1505,0.592,0.132,205,492
1506,0.026,0.829,557,576
1507,0.724,0.183,657,1918
1508,0.311,0.467,642,1096
1509,0.031,0.117,778,1597
1510,0.336,0.491,71,113
1511,0.517,0.01,641,982
1512,0.398,0.887,512,1769
1513,0.351,0.773,864,1895
1514,0.158,0.411,687,1274
1515,0.087,0.983,866,1603
1516,0.975,0.396,870,1310
1517,0.284,0.604,876,1188
1518,0.123,0.986,154,1715
1519,0.511,0.472,469,1874
1520,0.094,0.874,393,710
1521,0.647,0.476,89,1323
1522,0.658,0.78,910,1911
1523,0.734,0.442,941,1517
1524,0.547,0.924,644,1463
1525,0.191,0.88,870,1683
1526,0.035,0.508,425,1226
1527,0.076,0.458,6,981
1528,0.989,0.909,743,1393
1529,0.801,0.71,439,832
1530,0.665,0.928,223,1564
1531,0.4,0.052,516,1550
1532,0.656,0.036,945,1907
1533,0.632,0.218,281,1938
1534,0.146,0.413,645,964
1535,0.603,0.277,57,1896
1536,0.814,0.832,813,1982
1537,0.491,0.778,264,719
1538,0.488,0.798,556,873
1539,0.972,0.735,127,622
1540,0.073,0.136,525,695
1541,0.084,0.537,293,751
1542,0.933,0.261,299,1973
1543,0.469,0.974,601,1322
1544,0.604,0.774,704,1777
1545,0.849,0.506,293,1384
1546,0.236,0.837,37,842
1547,0.024,0.143,499,1989
1548,0.768,0.53,974,1899
1549,0.871,0.592,947,1390
1550,0.965,0.903,261,1224
1551,0.598,0.756,826,1606
1552,0.869,0.971,763,869
1553,0.683,0.587,852,1099
1554,0.333,0.031,528,638
1555,0.492,0.883,940,1310
1556,0.025,0.873,471,1492
1557,0.058,0.792,812,1218
1558,0.583,0.542,34,467
1559,0.065,0.48,21,773
1560,0.397,0.379,610,1762
1561,0.86,0.416,799,1651
1562,0.549,0.943,105,383
1563,0.364,0.937,107,190
1564,0.905,0.46,512,1554
1565,0.164,0.464,356,945
1566,0.994,0.475,695,974
1567,0.652,0.236,260,1471
1568,0.607,0.015,495,698
1569,0.722,0.242,194,844
1570,0.823,0.027,214,1663
1571,0.959,0.674,953,962
1572,0.342,0.767,621,1484
1573,0.959,0.774,718,1264
1574,0.365,0.669,578,1761
1575,0.79,0.248,6,402
1576,0.175,0.642,814,891
1577,0.13,0.639,139,1510
1578,0.872,0.193,822,832
1579,0.353,0.106,698,1075
1580,0.981,0.18,34,37
1581,0.132,0.913,164,960
1582,0.893,0.53,433,877
1583,0.961,0.092,162,761
1584,0.551,0.364,745,1403
1585,0.3,0.789,594,718
1586,0.871,0.733,657,1733
1587,0.516,0.664,390,475
1588,0.112,0.731,959,1303
1589,0.873,0.046,808,1968
1590,0.151,0.856,536,1935
1591,0.803,0.156,215,1193
1592,0.233,0.598,188,848
1593,0.335,0.735,194,1070
1594,0.25,0.44,537,1327
1595,0.745,0.076,79,1360
1596,0.749,0.368,511,973
1597,0.913,0.403,848,1563
1598,0.855,0.863,972,1438
1599,0.97,0.411,432,1057
1600,0.456,0.92,890,1403
1601,0.266,0.273,680,1236
1602,0.834,0.056,105,1997
1603,0.708,0.399,703,1957
1604,0.091,0.249,471,1731
1605,0.495,0.567,770,1680
1606,0.053,0.105,13,1774
1607,0.246,0.294,139,1857
1608,0.642,0.457,285,952
1609,0.668,0.76,286,498
1610,0.2,0.058,750,1529
1611,0.345,0.509,28,886
1612,0.853,0.027,283,1260
1613,0.349,0.72,519,1722
1614,0.405,0.206,717,1300
1615,0.53,0.254,971,1031
1616,0.812,0.338,162,1175
1617,0.699,0.736,654,844
1618,0.002,0.884,643,1937
1619,0.778,0.975,780,1885
1620,0.139,0.354,640,1671
1621,0.14,0.994,32,254
1622,0.35,0.008,511,518
1623,0.519,0.341,103,300
1624,0.914,0.267,100,646
1625,0.118,0.175,390,1763
1626,0.268,0.869,446,1165
1627,0.463,0.226,594,1080
1628,0.939,0.001,501,1912
1629,0.93,0.676,469,1476
1630,0.176,0.909,772,964
1631,0.699,0.872,875,1103
1632,0.642,0.845,491,858
1633,0.994,0.591,12,1249
1634,0.52,0.315,576,1593
1635,0.448,0.763,409,1015
1636,0.037,0.433,4,330
1637,0.857,0.761,108,1355
1638,0.576,0.31,86,599
1639,0.708,0.857,712,1185
1640,0.102,0.828,667,1819
1641,0.924,0.634,798,1607
1642,0.933,0.895,804,1523
1643,0.053,0.857,753,979
1644,0.014,0.947,807,1135
1645,0.23,0.102,139,206
1646,0.771,0.885,776,1336
1647,0.599,0.655,975,1658
1648,0.307,0.314,478,805
1649,0.2,0.874,366,1128
1650,0.941,0.422,543,555
1651,0.525,0.362,263,1944
1652,0.31,0.313,528,1208
1653,0.278,0.437,861,1128
1654,0.989,0.438,628,1275
1655,0.78,0.889,859,887
1656,0.131,0.37,267,1755
1657,0.369,0.128,340,1350
1658,0.578,0.247,528,1057
1659,0.691,0.059,1,1903
1660,0.589,0.388,13,1661
1661,0.813,0.518,334,572
1662,0.892,0.635,342,1131
1663,0.544,0.735,606,680
1664,0.597,0.504,651,975
1665,0.391,0.077,800,1079
1666,0.597,0.183,518,1884
1667,0.051,0.512,674,837
1668,0.304,0.831,863,1780
1669,0.512,0.188,707,1829
1670,0.453,0.549,349,1194
1671,0.884,0.713,861,1847
1672,0.067,0.731,673,732
1673,0.59,0.124,448,582
1674,0.25,0.4,963,1579
1675,0.486,0.262,798,1006
1676,0.604,0.881,168,1692
1677,0.74,0.094,990,1134
1678,0.694,0.923,992,1492
1679,0.202,0.446,775,1403
1680,0.634,0.015,650,1948
1681,0.588,0.756,407,1992
1682,0.808,0.258,129,456
1683,0.048,0.716,794,1513
1684,0.46,0.619,390,1795
1685,0.564,0.254,120,1649
1686,0.411,0.236,454,1737
1687,0.652,0.051,802,1299
1688,0.166,0.57,125,335
1689,0.508,0.582,187,294
1690,0.963,0.013,588,1374
1691,0.684,0.978,959,1533
1692,0.628,0.099,38,1715
1693,0.807,0.579,951,1766
1694,0.234,0.155,947,965
1695,0.405,0.587,613,827
1696,0.665,0.521,938,1589
1697,0.12,0.157,31,459
1698,0.36,0.341,262,1148
1699,0.676,0.146,985,1131
1700,0.453,0.339,226,850
1701,0.499,0.958,857,1225
1702,0.657,0.803,659,1652
1703,0.354,0.044,632,1624
1704,0.285,0.545,474,1115
1705,0.858,0.867,354,1028
1706,0.742,0.204,320,878
1707,0.463,0.489,187,1114
1708,0.63,0.805,6,1823
1709,0.441,0.468,329,1852
1710,0.033,0.095,602,1518
1711,0.828,0.016,141,1459
1712,0.867,0.368,321,660
1713,0.86,0.665,96,800
1714,0.264,0.181,613,1761
1715,0.438,0.96,685,1679
1716,0.034,0.961,916,1904
1717,0.982,0.973,879,1854
1718,0.064,0.976,910,1140
1719,0.803,0.65,778,811
1720,0.837,0.407,301,579
1721,0.219,0.888,243,1568
1722,0.239,0.666,607,1161
1723,0.611,0.595,65,706
1724,0.673,0.064,13,59
1725,0.717,0.495,951,1775
1726,0.526,0.941,95,1627
1727,0.859,0.851,33,560
1728,0.123,0.293,839,1661
1729,0.982,0.715,947,1149
1730,0.022,0.927,202,1168
1731,0.136,0.465,670,961
1732,0.484,0.694,547,819
1733,0.21,0.162,932,1613
1734,0.571,0.271,582,1466
1735,0.902,0.373,68,1053
1736,0.037,0.513,933,1377
1737,0.678,0.653,171,1722
1738,0.86,0.223,64,1467
1739,0.913,0.219,490,1758
1740,0.661,0.739,881,1297
1741,0.912,0.519,690,797
1742,0.069,0.676,364,1543
1743,0.85,0.3,704,1547
1744,0.691,0.681,884,1649
1745,0.295,0.81,910,938
1746,0.05,0.436,691,1709
1747,0.62,0.115,575,1029
