id,t,u,v,time_in,time_out
747,0.714,0.639,0.212,621,1912
748,0.806,0.072,0.106,223,336
749,0.761,0.278,0.197,627,1278
750,0.745,0.919,0.227,190,656
751,0.746,0.758,0.303,440,1183
752,0.74,0.183,0.212,32,1885
753,0.771,0.586,0.106,956,1940
754,0.712,0.025,0.091,689,1608
755,0.701,0.131,0.121,261,935
756,0.797,0.275,0.303,926,1219
757,0.76,0.258,0.136,904,1565
758,0.749,0.897,0.364,175,1415
759,0.815,0.236,0.136,726,1516
760,0.687,0.178,0.136,350,1509
761,0.763,0.472,0.182,911,1705
762,0.657,0.3,0.03,826,1433
763,0.719,0.028,0.106,126,984
764,0.708,0.119,0.136,600,1259
765,0.756,0.633,0.182,942,1918
766,0.711,0.328,0.273,208,460
767,0.703,0.475,0.091,511,1058
768,0.783,0.189,0.121,226,356
769,0.786,0.242,0.182,710,1082
770,0.753,0.147,0.394,798,1597
771,0.743,0.339,0.091,26,809
772,0.658,0.067,0.091,208,953
773,0.75,0.992,0.197,316,1153
774,0.752,0.406,0.152,916,1378
775,0.8,0.342,0.152,950,1268
776,0.799,0.125,0.076,611,675
777,0.758,0.025,0.091,68,228
778,0.71,0.156,0.227,199,926
779,0.806,0.167,0.242,332,1416
780,0.761,0.019,0.242,596,1648
781,0.755,0.289,0.061,584,1678
782,0.696,0.125,0.03,324,1856
783,0.665,0.122,0.273,363,470
784,0.78,0.564,0.242,471,612
785,0.714,0.308,0.091,965,1928
786,0.705,0.017,0.076,314,475
787,0.7,0.125,0.015,696,1450
788,0.758,0.228,0.076,205,319
789,0.731,0.283,0.197,922,1023
790,0.714,0.281,0.167,746,1553
791,0.698,0.014,0.182,342,1539
792,0.693,0.956,0.106,640,1100
793,0.824,0.231,0.091,161,1700
794,0.733,0.211,0.197,616,1592
795,0.706,0.264,0.121,921,1406
796,0.767,0.269,0.303,254,1156
797,0.762,0.244,0.106,623,1144
798,0.716,0.503,0.152,705,1088
799,0.716,0.411,0.091,484,1337
800,0.77,0.894,0.333,205,396
801,0.776,0.986,0.121,218,527
802,0.654,0.222,0.106,431,1180
803,0.713,0.167,0.061,257,1360
804,0.711,0.958,0.106,275,1322
805,0.699,0.042,0.106,249,604
806,0.776,0.961,0.152,139,1161
807,0.77,0.0,0.242,600,1567
808,0.76,0.083,0.212,111,1397
809,0.743,0.522,0.03,511,1667
810,0.771,0.7,0.045,100,1062
811,0.758,0.186,0.182,333,681
812,0.74,0.814,0.136,218,887
813,0.705,0.35,0.167,749,1404
814,0.68,0.303,0.212,380,1486
815,0.774,0.25,0.136,635,962
816,0.754,0.214,0.152,989,1595
817,0.755,0.361,0.455,815,889
818,0.721,0.992,0.212,625,657
819,0.74,0.939,0.106,263,1348
820,0.74,0.006,0.212,939,1267
821,0.777,0.875,0.076,627,950
822,0.817,0.181,0.136,198,1217
823,0.763,0.211,0.152,815,1983
824,0.731,0.175,0.212,9,271
825,0.778,0.461,0.061,140,1965
826,0.785,0.225,0.212,377,1266
827,0.788,0.347,0.197,450,966
828,0.746,0.942,0.303,573,1281
829,0.718,0.142,0.182,5,1590
830,0.708,0.247,0.227,902,1151
831,0.819,0.172,0.227,832,1304
832,0.809,0.261,0.182,998,1721
833,0.693,0.192,0.212,524,1119
834,0.722,0.275,0.136,503,597
835,0.659,0.239,0.106,961,1404
836,0.82,0.153,0.152,955,1159
837,0.777,0.419,0.364,575,954
838,0.77,0.103,0.106,477,819
839,0.741,0.314,0.076,370,1692
840,0.739,0.119,0.258,950,1451
841,0.674,0.133,0.167,832,1549
842,0.729,0.014,0.136,786,1607
843,0.784,0.267,0.106,543,1504
844,0.766,0.008,0.197,89,346
845,0.744,0.903,0.227,294,1217
846,0.795,0.369,0.167,260,524
847,0.753,0.689,0.045,745,991
848,0.778,0.047,0.091,282,1798
849,0.703,0.2,0.182,467,1700
850,0.791,0.2,0.152,801,1643
851,0.747,0.103,0.152,34,442
852,0.768,0.3,0.136,754,1523
853,0.716,0.992,0.136,474,1200
854,0.788,0.4,0.182,316,1331
855,0.773,0.367,0.167,435,1696
856,0.801,0.364,0.212,981,1278
857,0.78,0.989,0.242,366,1876
858,0.752,0.183,0.258,108,297
859,0.781,0.65,0.318,786,1617
860,0.751,0.706,0.106,525,1097
861,0.751,0.317,0.045,905,1934
862,0.735,0.089,0.227,983,1593
863,0.721,0.267,0.076,903,1776
864,0.751,0.767,0.106,81,1895
865,0.751,0.978,0.045,944,1747
866,0.736,0.894,0.212,228,1163
867,0.726,0.253,0.167,51,1448
868,0.749,0.811,0.121,978,1065
869,0.752,0.95,0.045,768,1691
870,0.74,0.108,0.152,314,482
871,0.784,0.539,0.227,448,981
872,0.767,0.289,0.303,509,1094
873,0.76,0.314,0.227,396,1088
874,0.751,0.975,0.121,660,1552
875,0.753,0.981,0.121,124,1971
876,0.757,0.717,0.303,135,1049
877,0.79,0.931,0.227,589,1528
878,0.713,0.189,0.167,887,1524
879,0.753,0.025,0.197,390,1002
880,0.753,0.242,0.152,972,1117
881,0.714,0.225,0.152,251,1105
882,0.691,0.175,0.212,67,1901
883,0.688,0.217,0.167,841,1744
884,0.771,0.983,0.606,50,824
885,0.812,0.883,0.197,756,1955
886,0.755,0.892,0.242,475,1564
887,0.754,0.55,0.03,935,1684
888,0.754,0.739,0.061,933,964
889,0.718,0.189,0.045,873,1210
890,0.755,0.314,0.167,655,1944
891,0.753,0.914,0.015,613,1466
892,0.756,0.778,0.167,108,1352
893,0.758,0.75,0.152,607,1724
894,0.774,0.656,0.318,666,1631
895,0.777,0.964,0.197,495,1120
896,0.746,0.806,0.182,125,136
897,0.756,0.825,0.076,343,1092
898,0.756,0.861,0.167,362,1957
899,0.758,0.569,0.076,14,1510
900,0.763,0.014,0.167,502,1931
901,0.756,0.022,0.106,782,951
902,0.76,0.742,0.242,667,1523
903,0.777,0.975,0.091,34,1024
904,0.787,0.961,0.197,909,1809
905,0.759,0.208,0.227,305,554
906,0.823,0.972,0.197,971,1962
907,0.799,0.219,0.03,185,525
908,0.736,0.267,0.076,375,1126
909,0.759,0.817,0.091,319,1407
910,0.762,0.8,0.152,301,1225
911,0.804,0.989,0.182,693,1421
912,0.802,0.203,0.167,294,1029
913,0.794,0.164,0.121,81,1670
914,0.756,0.139,0.167,629,1875
915,0.757,0.819,0.136,518,1436
916,0.761,0.089,0.182,824,1673
917,0.811,0.106,0.167,13,1061
918,0.758,0.147,0.212,627,1441
919,0.759,0.839,0.242,749,1088
920,0.761,0.061,0.167,456,1804
921,0.762,0.0,0.076,640,1032
922,0.779,0.758,0.212,196,654
923,0.821,0.564,0.091,922,1694
924,0.811,0.306,0.182,936,1092
925,0.719,0.531,0.136,550,1386
926,0.711,0.225,0.167,590,962
927,0.699,0.197,0.212,425,1473
928,0.759,0.189,0.167,494,1945
929,0.762,0.044,0.121,297,1859
930,0.763,0.972,0.136,51,1470
931,0.807,0.369,0.182,256,873
932,0.76,0.317,0.091,66,1201
933,0.763,0.0,0.152,991,1590
934,0.764,0.003,0.227,724,1855
935,0.787,0.036,0.136,580,1638
936,0.765,0.036,0.273,328,1549
937,0.766,0.956,0.242,767,1209
938,0.767,0.994,0.258,520,1980
939,0.772,0.183,0.227,191,1472
940,0.713,0.469,0.061,839,1540
941,0.763,0.783,0.197,874,887
942,0.77,0.006,0.258,577,779
943,0.818,0.233,0.242,372,1674
944,0.793,0.264,0.333,643,1960
945,0.771,0.967,0.197,462,1284
946,0.764,0.219,0.227,244,1225
947,0.739,0.897,0.167,664,1050
948,0.761,0.903,0.061,887,1792
949,0.805,0.139,0.167,668,985
950,0.714,0.208,0.076,311,1090
951,0.691,0.367,0.182,97,504
952,0.766,0.072,0.121,578,1010
953,0.765,0.053,0.136,706,1214
954,0.811,0.122,0.197,328,1598
955,0.777,0.094,0.167,102,937
956,0.741,0.347,0.273,299,1967
957,0.772,0.736,0.152,232,1154
958,0.766,0.239,0.136,365,492
959,0.764,0.861,0.121,361,666
960,0.815,0.233,0.106,311,1587
961,0.695,0.272,0.273,828,1717
962,0.819,0.961,0.182,815,1602
963,0.765,0.15,0.061,450,1390
964,0.765,0.911,0.136,553,1815
965,0.765,0.897,0.136,175,333
966,0.742,0.456,0.136,750,1262
967,0.82,0.953,0.197,169,1563
968,0.765,0.075,0.076,528,1542
969,0.766,0.106,0.076,598,850
970,0.765,0.778,0.061,202,710
971,0.766,0.75,0.076,309,1983
972,0.766,0.708,0.045,478,1848
973,0.826,0.281,0.121,459,1975
974,0.766,0.075,0.121,756,1039
975,0.765,0.233,0.03,488,877
976,0.806,0.272,0.121,79,1608
977,0.765,0.153,0.061,513,1402
978,0.765,0.75,0.015,943,1053
979,0.809,0.878,0.242,295,750
980,0.74,0.15,0.288,598,983
981,0.712,0.119,0.242,68,1107
982,0.81,0.303,0.167,262,722
983,0.768,0.833,0.121,343,1122
984,0.807,0.939,0.121,557,2000
985,0.758,0.05,0.152,548,785
986,0.729,0.317,0.121,35,1261
987,0.688,0.2,0.227,163,413
988,0.794,0.325,0.303,900,1375
989,0.781,0.906,0.136,563,1999
990,0.756,0.881,0.182,616,816
991,0.786,0.65,0.167,851,1932
992,0.813,0.869,0.197,426,1496
993,0.803,0.311,0.136,819,1346
994,0.786,0.969,0.152,225,1475
995,0.773,0.028,0.273,173,432
996,0.786,0.942,0.212,540,1845
997,0.751,0.2,0.242,592,932
998,0.738,0.375,0.03,704,1770
999,0.776,0.108,0.273,20,1289
1000,0.724,0.4,0.167,66,407
1001,0.766,0.392,0.152,853,1838
1002,0.812,0.133,0.106,957,1711
1003,0.84,0.561,0.182,958,1445
1004,0.792,0.239,0.303,121,212
1005,0.772,0.264,0.152,627,874
1006,0.771,0.242,0.121,120,1081
1007,0.714,0.125,0.136,337,1316
1008,0.819,0.581,0.152,403,496
1009,0.766,0.125,0.136,404,1344
1010,0.721,0.978,0.03,559,1674
1011,0.762,0.25,0.061,363,703
1012,0.763,0.469,0.015,760,1516
1013,0.803,0.806,0.318,44,464
1014,0.75,0.908,0.227,907,1688
1015,0.72,0.042,0.106,948,1253
1016,0.673,0.103,0.273,190,1754
1017,0.765,0.311,0.106,606,1929
1018,0.779,0.719,0.242,453,1056
1019,0.787,0.978,0.106,41,1140
1020,0.807,0.214,0.242,495,1423
1021,0.799,0.992,0.303,618,1856
1022,0.79,0.744,0.273,818,1768
1023,0.815,0.172,0.061,705,841
1024,0.79,0.669,0.03,384,1472
1025,0.822,0.039,0.182,251,1689
1026,0.792,0.175,0.076,842,1748
1027,0.791,0.864,0.212,606,1316
1028,0.772,0.961,0.152,488,1667
1029,0.733,0.197,0.288,968,1928
1030,0.726,0.022,0.227,1,1009
1031,0.688,0.247,0.303,103,396
1032,0.826,0.469,0.121,895,1261
1033,0.805,0.972,0.106,407,1789
1034,0.757,0.286,0.273,377,683
1035,0.772,0.242,0.076,888,1968
1036,0.821,0.042,0.106,589,1979
1037,0.751,0.544,0.091,506,786
1038,0.818,0.667,0.167,376,562
1039,0.729,0.986,0.197,955,1236
1040,0.835,0.375,0.03,452,1715
1041,0.797,0.217,0.121,390,1302
1042,0.781,0.214,0.379,829,1466
1043,0.767,0.664,0.121,652,774
1044,0.772,0.725,0.258,607,1899
1045,0.745,0.322,0.136,948,1841
1046,0.821,0.639,0.106,391,1235
1047,0.716,0.231,0.212,996,1680
1048,0.769,0.978,0.045,747,1887
1049,0.784,0.172,0.242,652,1095
1050,0.695,0.247,0.197,93,843
1051,0.743,0.5,0.167,899,1195
1052,0.772,0.164,0.121,370,1403
1053,0.742,0.442,0.106,958,1119
1054,0.694,0.183,0.167,90,422
1055,0.813,0.686,0.106,160,1291
1056,0.77,0.203,0.197,209,1426
1057,0.759,0.961,0.182,14,1505
1058,0.771,0.3,0.015,582,1051
1059,0.774,0.819,0.152,920,1387
1060,0.704,0.2,0.182,545,1655
1061,0.818,0.406,0.076,624,1876
1062,0.772,0.875,0.091,153,774
1063,0.766,0.147,0.106,498,1108
1064,0.805,0.947,0.212,846,1275
1065,0.806,0.725,0.182,660,1749
1066,0.805,0.814,0.076,245,362
1067,0.767,0.094,0.106,760,1784
1068,0.692,0.178,0.197,629,1755
1069,0.807,0.786,0.091,137,301
1070,0.778,0.158,0.273,388,1111
1071,0.768,0.147,0.136,224,1753
1072,0.779,0.836,0.015,782,891
1073,0.78,0.325,0.045,958,1352
1074,0.808,0.489,0.197,311,840
1075,0.783,0.056,0.273,591,1254
1076,0.764,0.858,0.348,881,1262
1077,0.75,0.353,0.136,277,863
1078,0.805,0.139,0.106,470,1935
1079,0.763,0.989,0.106,331,623
1080,0.762,0.089,0.061,472,1987
1081,0.795,0.497,0.182,261,399
1082,0.791,0.319,0.212,162,1607
1083,0.825,0.103,0.212,178,1922
1084,0.781,0.281,0.121,728,1964
1085,0.79,0.722,0.167,70,1959
1086,0.767,0.233,0.152,76,996
1087,0.759,0.783,0.182,683,1140
1088,0.788,0.761,0.121,67,1087
1089,0.754,0.039,0.182,182,1525
1090,0.747,0.164,0.182,7,1873
1091,0.749,0.153,0.136,452,1966
1092,0.721,0.117,0.091,781,1960
1093,0.841,0.222,0.106,775,1829
1094,0.834,0.308,0.121,782,1800
1095,0.815,0.681,0.242,630,998
1096,0.771,0.083,0.167,549,1123
1097,0.825,0.303,0.152,565,1761
1098,0.723,0.214,0.136,583,1281
1099,0.787,0.272,0.242,300,650
1100,0.778,0.994,0.106,226,1286
1101,0.763,0.308,0.121,684,1238
1102,0.723,0.158,0.121,754,813
1103,0.798,0.158,0.121,910,1718
1104,0.807,0.175,0.348,136,910
1105,0.793,0.767,0.076,705,951
1106,0.782,0.047,0.167,534,984
1107,0.728,0.386,0.212,366,1043
1108,0.853,0.697,0.152,616,703
1109,0.763,0.228,0.045,344,852
1110,0.753,0.381,0.152,263,1207
1111,0.817,0.192,0.167,568,1050
1112,0.835,0.628,0.197,603,1115
1113,0.785,0.05,0.076,797,1318
1114,0.729,0.325,0.197,396,1263
1115,0.805,0.183,0.121,663,1296
1116,0.836,0.114,0.227,991,1855
1117,0.765,0.0,0.061,928,1978
1118,0.821,0.694,0.273,94,589
1119,0.822,0.161,0.242,75,1542
1120,0.818,0.083,0.167,712,748
1121,0.787,0.111,0.106,962,1192
1122,0.744,0.172,0.227,882,916
1123,0.712,0.011,0.197,248,869
1124,0.706,0.022,0.288,460,684
1125,0.798,0.0,0.091,465,917
1126,0.809,0.153,0.152,444,1114
1127,0.822,0.597,0.197,88,1065
1128,0.779,0.044,0.106,871,947
1129,0.798,0.875,0.242,617,1512
1130,0.833,0.114,0.152,84,527
1131,0.804,0.264,0.167,870,1988
1132,0.809,0.675,0.106,722,890
1133,0.839,0.175,0.076,237,1716
1134,0.796,0.147,0.106,53,1869
1135,0.792,0.0,0.045,415,1526
1136,0.782,0.042,0.076,649,1308
1137,0.793,0.036,0.061,3,1360
1138,0.801,0.164,0.197,510,1167
1139,0.853,0.075,0.152,198,226
1140,0.8,0.144,0.258,867,1709
1141,0.786,0.125,0.106,801,1221
1142,0.733,0.917,0.273,300,1565
1143,0.797,0.147,0.167,924,1532
1144,0.818,0.219,0.121,114,319
1145,0.782,0.092,0.106,17,1521
1146,0.768,0.278,0.273,450,1270
1147,0.818,0.997,0.182,555,695
1148,0.809,0.117,0.197,967,1293
1149,0.802,0.978,0.076,78,345
1150,0.742,0.0,0.061,787,1936
1151,0.809,0.144,0.167,244,341
1152,0.788,0.175,0.061,893,1542
1153,0.746,0.95,0.197,556,726
1154,0.707,0.244,0.212,631,1168
1155,0.703,0.203,0.288,8,1094
1156,0.815,0.117,0.273,497,1914
1157,0.704,0.194,0.273,383,1112
1158,0.713,0.211,0.258,72,1396
1159,0.703,0.186,0.303,368,951
1160,0.699,0.15,0.197,119,1369
1161,0.696,0.114,0.136,792,1542
1162,0.802,0.036,0.121,932,1195
1163,0.71,0.214,0.167,643,1210
1164,0.708,0.161,0.136,403,1469
1165,0.75,0.083,0.152,511,698
1166,0.702,0.175,0.258,470,1665
1167,0.809,0.8,0.121,761,1253
1168,0.814,0.736,0.212,591,1908
1169,0.743,0.2,0.303,332,856
1170,0.71,0.178,0.167,201,618
1171,0.757,0.986,0.152,715,913
1172,0.711,0.167,0.197,299,1890
1173,0.701,0.153,0.167,864,1909
1174,0.808,0.125,0.136,445,1303
1175,0.728,0.172,0.333,995,1671
1176,0.712,0.169,0.227,633,1388
1177,0.711,0.178,0.152,225,799
1178,0.71,0.197,0.197,559,767
1179,0.702,0.164,0.167,287,1590
1180,0.822,0.861,0.061,106,1672
1181,0.818,0.244,0.091,163,1687
1182,0.762,0.003,0.167,954,1129
1183,0.756,0.075,0.121,644,1058
1184,0.72,0.178,0.348,517,843
1185,0.705,0.15,0.152,249,895
1186,0.81,0.094,0.242,113,644
1187,0.833,0.717,0.318,796,1484
1188,0.804,0.894,0.045,753,962
1189,0.722,0.164,0.364,757,1375
1190,0.719,0.161,0.348,656,1925
1191,0.714,0.144,0.303,378,508
1192,0.706,0.147,0.152,457,1674
1193,0.702,0.186,0.242,659,966
1194,0.767,0.842,0.303,718,1918
1195,0.73,0.178,0.364,107,1834
1196,0.714,0.139,0.364,351,920
1197,0.708,0.142,0.182,563,1499
1198,0.706,0.158,0.152,520,1802
1199,0.704,0.172,0.167,198,1181
1200,0.831,0.294,0.091,299,413
1201,0.739,0.169,0.303,719,745
1202,0.719,0.125,0.333,32,1269
1203,0.716,0.15,0.379,69,317
1204,0.707,0.158,0.167,11,444
1205,0.704,0.153,0.182,212,469
1206,0.807,0.703,0.152,593,1385
1207,0.715,0.169,0.364,974,1001
1208,0.712,0.172,0.318,16,1756
1209,0.703,0.106,0.167,620,741
1210,0.818,0.15,0.227,709,1065
1211,0.806,0.725,0.136,653,1508
1212,0.833,0.375,0.121,704,1831
1213,0.824,0.258,0.197,913,1514
1214,0.705,0.15,0.091,774,1734
1215,0.819,0.875,0.182,78,1542
1216,0.806,0.156,0.076,19,139
1217,0.818,0.308,0.106,789,823
1218,0.744,0.186,0.333,636,1537
1219,0.735,0.225,0.258,567,923
1220,0.728,0.208,0.242,914,1085
1221,0.827,0.225,0.076,869,1090
1222,0.756,0.406,0.227,945,1813
1223,0.726,0.167,0.197,446,1346
1224,0.713,0.2,0.364,267,928
1225,0.708,0.203,0.212,240,1325
1226,0.712,0.128,0.273,469,1354
1227,0.71,0.136,0.258,447,887
1228,0.706,0.181,0.273,988,1676
1229,0.702,0.214,0.212,450,1554
1230,0.833,0.55,0.091,332,766
1231,0.731,0.114,0.288,565,935
1232,0.727,0.111,0.333,420,1524
1233,0.717,0.147,0.439,99,1563
1234,0.713,0.114,0.333,711,824
1235,0.713,0.142,0.348,147,938
1236,0.832,0.206,0.303,144,700
1237,0.815,0.808,0.152,839,944
1238,0.825,0.275,0.076,66,1043
1239,0.756,0.836,0.152,195,1080
1240,0.722,0.147,0.439,110,1195
1241,0.828,0.639,0.106,64,672
1242,0.725,0.153,0.424,915,1897
1243,0.714,0.167,0.379,291,1110
1244,0.722,0.153,0.379,96,1775
1245,0.8,0.344,0.258,72,83
1246,0.712,0.161,0.364,457,809
1247,0.706,0.167,0.318,968,1764
1248,0.7,0.208,0.273,940,1634
1249,0.824,0.731,0.136,170,1072
1250,0.812,0.469,0.076,480,1104
1251,0.726,0.167,0.409,352,745
1252,0.716,0.156,0.348,318,1407
1253,0.71,0.164,0.348,39,1902
1254,0.774,0.978,0.197,290,994
1255,0.764,0.05,0.242,640,1693
1256,0.718,0.144,0.348,874,1170
1257,0.709,0.172,0.364,673,1315
1258,0.727,0.158,0.485,787,1206
1259,0.711,0.172,0.394,214,1513
1260,0.707,0.192,0.455,397,1062
1261,0.703,0.192,0.379,996,1697
1262,0.701,0.167,0.242,225,372
1263,0.822,0.25,0.167,224,790
1264,0.816,0.406,0.076,549,999
1265,0.799,0.428,0.167,979,1153
1266,0.749,0.133,0.258,902,1942
1267,0.734,0.142,0.439,324,467
1268,0.726,0.144,0.439,601,1865
1269,0.716,0.164,0.424,303,1241
1270,0.704,0.192,0.409,917,1118
1271,0.809,0.439,0.121,174,700
1272,0.718,0.167,0.439,997,1612
1273,0.814,0.708,0.212,757,1734
1274,0.814,0.375,0.076,60,1046
1275,0.768,0.089,0.136,728,1102
1276,0.83,0.133,0.333,616,1717
1277,0.815,0.361,0.061,719,1948
1278,0.737,0.194,0.394,287,1995
1279,0.729,0.175,0.379,258,1091
1280,0.71,0.175,0.5,685,1050
1281,0.787,0.133,0.288,417,1668
1282,0.775,0.789,0.182,690,899
1283,0.743,0.236,0.227,997,1250
1284,0.728,0.172,0.364,550,683
1285,0.705,0.158,0.348,124,603
1286,0.767,0.153,0.061,782,1690
1287,0.719,0.161,0.455,679,976
1288,0.762,0.172,0.076,455,1864
1289,0.718,0.156,0.455,902,1874
1290,0.714,0.172,0.515,365,1460
1291,0.723,0.169,0.394,258,1441
1292,0.713,0.194,0.545,339,1681
1293,0.708,0.197,0.5,284,1155
1294,0.709,0.194,0.515,296,1119
1295,0.833,0.197,0.212,611,1745
1296,0.805,0.231,0.091,369,1229
1297,0.795,0.889,0.061,355,1955
1298,0.767,0.164,0.061,12,642
1299,0.749,0.189,0.258,381,1608
1300,0.73,0.181,0.288,369,451
1301,0.717,0.203,0.545,814,1172
1302,0.826,0.175,0.106,89,101
1303,0.729,0.181,0.288,6,752
1304,0.719,0.206,0.545,862,1544
1305,0.84,0.5,0.045,372,1577
1306,0.827,0.283,0.106,758,1534
1307,0.817,0.739,0.227,54,361
1308,0.728,0.228,0.333,789,1572
1309,0.832,0.319,0.061,574,1197
1310,0.798,0.0,0.136,571,1237
1311,0.78,0.364,0.152,195,1575
1312,0.726,0.228,0.379,607,1424
1313,0.829,0.686,0.076,368,822
1314,0.825,0.858,0.091,617,725
1315,0.806,0.225,0.091,745,1451
1316,0.802,0.011,0.061,936,1848
1317,0.723,0.208,0.439,150,1020
1318,0.786,0.703,0.091,573,1948
1319,0.734,0.2,0.227,521,1980
1320,0.72,0.222,0.515,348,1314
1321,0.841,0.125,0.045,708,1057
1322,0.759,0.219,0.106,687,1100
1323,0.79,0.4,0.197,782,1327
1324,0.739,0.314,0.212,140,515
1325,0.718,0.219,0.47,817,1796
1326,0.828,0.269,0.152,714,1140
1327,0.787,0.414,0.167,882,940
1328,0.766,0.342,0.152,101,243
1329,0.714,0.194,0.47,535,1454
1330,0.843,0.136,0.076,423,1858
1331,0.837,0.169,0.03,618,1833
1332,0.776,0.794,0.212,521,1160
1333,0.822,0.158,0.106,956,1322
1334,0.826,0.186,0.121,89,946
1335,0.824,0.136,0.076,336,854
1336,0.823,0.133,0.091,442,450
1337,0.805,0.389,0.121,136,1566
1338,0.716,0.169,0.455,719,1967
1339,0.834,0.9,0.091,709,1923
1340,0.834,0.978,0.121,742,798
1341,0.709,0.144,0.439,660,1246
1342,0.831,0.725,0.076,943,1291
1343,0.82,0.244,0.288,958,988
1344,0.76,0.161,0.061,182,822
1345,0.723,0.167,0.348,10,1762
1346,0.829,0.3,0.045,432,1568
1347,0.73,0.153,0.273,730,967
1348,0.834,0.169,0.182,236,389
1349,0.831,0.2,0.045,874,1208
1350,0.799,0.511,0.167,267,581
1351,0.788,0.156,0.152,749,1845
1352,0.731,0.161,0.273,789,991
1353,0.72,0.203,0.379,556,819
1354,0.717,0.208,0.318,788,1900
1355,0.834,0.161,0.136,940,1574
1356,0.79,0.814,0.076,607,1689
1357,0.727,0.183,0.318,830,1826
1358,0.826,0.089,0.045,520,666
1359,0.782,0.294,0.136,376,1423
1360,0.731,0.161,0.318,734,1542
1361,0.726,0.178,0.394,598,855
1362,0.784,0.853,0.136,95,1402
1363,0.716,0.172,0.409,291,1767
1364,0.709,0.189,0.455,94,300
1365,0.79,0.217,0.227,776,1497
1366,0.788,0.769,0.152,527,1646
1367,0.765,0.167,0.106,606,1811
1368,0.733,0.128,0.409,341,468
1369,0.709,0.136,0.394,764,1189
1370,0.709,0.122,0.333,418,491
1371,0.828,0.933,0.136,592,1499
1372,0.794,0.914,0.015,380,392
1373,0.759,0.142,0.242,35,311
1374,0.755,0.081,0.121,263,1466
1375,0.727,0.211,0.591,527,1685
1376,0.783,0.867,0.091,301,918
1377,0.729,0.222,0.53,878,1795
1378,0.829,0.744,0.091,609,1088
1379,0.736,0.228,0.273,396,1646
1380,0.726,0.186,0.424,323,1564
1381,0.717,0.158,0.333,396,1716
1382,0.712,0.144,0.318,889,1375
1383,0.83,0.281,0.015,887,1765
1384,0.801,0.25,0.197,396,1734
1385,0.716,0.156,0.333,352,1014
1386,0.822,0.789,0.061,312,1329
1387,0.738,0.178,0.348,777,1000
1388,0.733,0.197,0.379,536,1823
1389,0.729,0.197,0.379,466,1296
1390,0.714,0.133,0.348,303,797
1391,0.784,0.919,0.091,783,1386
1392,0.762,0.008,0.242,962,1142
1393,0.718,0.094,0.303,939,1215
1394,0.787,0.028,0.061,781,1876
1395,0.771,0.017,0.152,997,1567
1396,0.722,0.097,0.258,740,973
1397,0.732,0.2,0.394,656,800
1398,0.729,0.186,0.318,385,1134
1399,0.724,0.072,0.212,504,1428
1400,0.833,0.269,0.061,917,1500
1401,0.803,0.256,0.227,376,425
1402,0.798,0.953,0.212,162,1811
1403,0.726,0.075,0.167,931,1166
1404,0.836,0.911,0.045,409,443
1405,0.735,0.147,0.409,835,1461
1406,0.726,0.131,0.152,114,1558
1407,0.726,0.183,0.136,185,1522
1408,0.84,0.875,0.258,919,1227
1409,0.833,0.108,0.091,425,849
1410,0.802,0.383,0.197,436,1701
1411,0.719,0.222,0.727,906,1306
1412,0.787,0.25,0.136,832,864
1413,0.788,0.861,0.182,241,1265
1414,0.738,0.139,0.409,679,1735
1415,0.728,0.186,0.273,161,1116
1416,0.72,0.217,0.712,191,771
1417,0.833,0.078,0.348,18,1553
1418,0.835,0.608,0.045,774,878
1419,0.722,0.211,0.697,622,1957
1420,0.844,0.792,0.242,386,1705
1421,0.797,0.094,0.152,447,1498
1422,0.727,0.086,0.273,817,1746
1423,0.711,0.211,0.742,559,1823
1424,0.707,0.172,0.439,462,1340
1425,0.789,0.9,0.212,673,1626
