id,t,u,v,w,x,y,z,time_in,time_out
402,0.74,0.975,0.045,0.0,0.47,0.843,0.921,811,1482
403,0.722,0.561,0.121,0.096,0.341,0.854,0.972,244,1098
404,0.706,0.353,0.242,0.136,0.219,0.965,0.898,761,789
405,0.688,0.306,0.348,0.061,0.19,0.992,0.819,310,904
406,0.794,0.539,0.152,0.021,0.437,0.858,0.98,143,324
407,0.791,0.464,0.242,0.048,0.454,0.909,0.961,47,481
408,0.779,0.392,0.197,0.089,0.492,0.941,0.929,326,398
409,0.765,0.161,0.152,0.144,0.525,0.898,0.858,767,858
410,0.786,0.189,0.182,0.259,0.78,0.913,0.85,605,694
411,0.701,0.361,0.303,0.091,0.211,0.976,0.886,398,1082
412,0.696,0.356,0.348,0.068,0.202,0.988,0.858,714,1417
413,0.69,0.331,0.379,0.048,0.194,0.996,0.827,263,413
414,0.792,0.281,0.061,0.0,0.431,0.89,0.921,247,803
415,0.791,0.386,0.197,0.021,0.439,0.945,0.925,105,1211
416,0.793,0.95,0.076,0.354,0.801,0.823,0.913,563,623
417,0.763,0.136,0.212,0.0,0.656,0.886,0.819,430,1791
418,0.701,0.342,0.273,0.089,0.215,0.972,0.882,548,1736
419,0.694,0.358,0.364,0.048,0.202,0.988,0.854,701,1659
420,0.679,0.225,0.212,0.0,0.181,0.937,0.843,123,223
421,0.793,0.125,0.197,0.021,0.428,0.878,0.831,78,1246
422,0.771,0.378,0.227,0.089,0.498,0.957,0.913,280,1148
423,0.795,0.058,0.061,0.371,0.806,0.854,0.909,773,1161
424,0.705,0.356,0.242,0.107,0.228,0.961,0.902,839,1324
425,0.684,0.239,0.227,0.0,0.19,0.949,0.839,625,1654
426,0.7,0.319,0.288,0.048,0.215,0.98,0.858,984,1936
427,0.693,0.3,0.333,0.03,0.207,0.988,0.819,746,1801
428,0.688,0.197,0.167,0.0,0.199,0.917,0.858,961,1051
429,0.691,0.139,0.182,0.0,0.203,0.886,0.843,529,949
430,0.791,0.222,0.121,0.258,0.792,0.909,0.886,456,1393
431,0.741,0.347,0.121,0.192,0.462,0.917,0.925,616,1842
432,0.74,0.453,0.136,0.204,0.456,0.902,0.957,120,666
433,0.79,0.156,0.167,0.068,0.447,0.894,0.858,532,762
434,0.745,0.975,0.091,0.144,0.486,0.827,0.906,274,342
435,0.695,0.064,0.182,0.0,0.212,0.839,0.843,603,1810
436,0.694,0.025,0.212,0.021,0.208,0.803,0.835,535,794
437,0.694,0.025,0.227,0.03,0.2,0.795,0.823,937,1935
438,0.736,0.333,0.136,0.136,0.429,0.929,0.917,612,1769
439,0.724,0.239,0.106,0.163,0.402,0.906,0.902,369,1424
440,0.804,0.206,0.167,0.144,0.403,0.917,0.862,959,1633
441,0.776,0.017,0.212,0.144,0.726,0.795,0.839,29,468
442,0.7,0.25,0.015,0.0,0.243,0.87,0.929,867,1158
443,0.775,0.783,0.121,0.192,0.706,0.78,0.949,413,632
444,0.779,0.086,0.091,0.129,0.734,0.862,0.898,194,1750
445,0.757,0.325,0.091,0.107,0.548,0.909,0.921,189,1842
446,0.763,0.717,0.212,0.269,0.778,0.732,0.972,633,1083
447,0.792,0.75,0.015,0.279,0.807,0.846,0.941,579,1103
448,0.772,0.208,0.076,0.211,0.681,0.894,0.906,377,1330
449,0.756,0.225,0.121,0.0,0.611,0.909,0.89,779,1168
450,0.714,0.083,0.061,0.107,0.361,0.858,0.909,642,1919
451,0.704,0.431,0.061,0.0,0.286,0.882,0.945,915,1430
452,0.759,0.875,0.015,0.107,0.589,0.846,0.933,224,928
453,0.718,0.264,0.045,0.185,0.395,0.882,0.925,661,1477
454,0.688,0.214,0.348,0.203,0.185,0.953,0.748,873,1483
455,0.713,0.344,0.076,0.107,0.333,0.902,0.929,666,1254
456,0.753,0.125,0.106,0.251,0.568,0.874,0.886,320,1249
457,0.721,0.181,0.197,0.03,0.444,0.913,0.843,972,1935
458,0.704,0.564,0.076,0.089,0.27,0.854,0.965,468,1925
459,0.769,0.939,0.167,0.155,0.481,0.772,0.886,967,974
460,0.71,0.361,0.121,0.096,0.303,0.921,0.929,645,1325
461,0.757,0.358,0.045,0.156,0.602,0.886,0.933,181,586
462,0.724,0.281,0.091,0.077,0.447,0.906,0.913,472,597
463,0.794,0.25,0.121,0.266,0.397,0.913,0.898,54,897
464,0.788,0.675,0.212,0.367,0.831,0.756,0.984,237,437
465,0.749,0.089,0.121,0.336,0.52,0.862,0.882,183,800
466,0.798,0.5,0.015,0.177,0.381,0.862,0.941,976,1135
467,0.677,0.367,0.409,0.122,0.177,0.988,0.846,418,537
468,0.772,0.375,0.061,0.077,0.456,0.89,0.937,883,1913
469,0.765,0.981,0.182,0.0,0.692,0.787,0.862,715,937
470,0.719,0.225,0.212,0.077,0.424,0.937,0.846,348,1104
471,0.792,0.25,0.121,0.279,0.391,0.913,0.898,626,938
472,0.794,0.125,0.242,0.163,0.79,0.878,0.799,130,493
473,0.711,0.483,0.136,0.192,0.345,0.89,0.965,253,1813
474,0.694,0.464,0.242,0.061,0.236,0.909,0.961,544,911
475,0.665,0.389,0.273,0.043,0.156,0.961,0.913,816,1152
476,0.71,0.394,0.091,0.163,0.346,0.902,0.941,132,460
477,0.778,0.742,0.212,0.459,0.808,0.717,0.965,25,529
478,0.781,0.014,0.47,0.068,0.696,0.65,0.646,721,802
479,0.67,0.953,0.197,0.107,0.114,0.756,0.862,818,1302
480,0.752,0.289,0.091,0.399,0.512,0.906,0.917,500,958
481,0.79,0.431,0.136,0.304,0.388,0.909,0.949,598,1482
482,0.754,0.589,0.091,0.152,0.575,0.846,0.969,97,514
483,0.754,0.55,0.076,0.168,0.571,0.858,0.961,592,817
484,0.78,0.3,0.152,0.152,0.409,0.933,0.902,818,1431
485,0.777,0.189,0.121,0.089,0.42,0.898,0.886,561,1248
486,0.78,0.731,0.182,0.482,0.808,0.744,0.969,307,1098
487,0.78,0.067,0.182,0.221,0.752,0.839,0.843,648,927
488,0.779,0.05,0.152,0.137,0.735,0.835,0.862,39,1211
489,0.786,0.225,0.091,0.367,0.779,0.898,0.906,500,723
490,0.762,0.8,0.076,0.271,0.765,0.815,0.941,108,1926
491,0.764,0.769,0.182,0.313,0.774,0.732,0.953,515,1778
492,0.785,0.897,0.136,0.173,0.714,0.772,0.906,284,1961
493,0.752,0.875,0.015,0.064,0.724,0.85,0.933,883,1797
494,0.76,0.267,0.106,0.177,0.543,0.913,0.902,994,1497
495,0.754,0.2,0.076,0.232,0.64,0.89,0.906,257,825
496,0.754,0.0,0.045,0.251,0.644,0.846,0.917,103,474
497,0.752,0.5,0.045,0.215,0.664,0.866,0.949,700,801
498,0.743,0.397,0.182,0.313,0.473,0.933,0.933,141,1356
499,0.79,0.989,0.152,0.442,0.796,0.803,0.874,795,942
500,0.678,0.042,0.212,0.021,0.232,0.815,0.831,135,986
501,0.777,0.944,0.106,0.077,0.418,0.807,0.906,208,1408
502,0.768,0.767,0.106,0.356,0.507,0.791,0.953,382,748
503,0.715,0.444,0.182,0.086,0.391,0.917,0.953,863,1846
504,0.686,0.025,0.5,0.043,0.249,0.65,0.614,953,1357
505,0.785,0.603,0.258,0.501,0.821,0.791,1.0,82,1546
506,0.768,0.336,0.197,0.125,0.64,0.949,0.902,521,1108
507,0.757,0.325,0.227,0.125,0.615,0.961,0.886,855,978
508,0.697,0.953,0.364,0.086,0.255,0.642,0.768,613,1148
509,0.689,0.008,0.136,0.213,0.184,0.815,0.874,44,411
510,0.766,0.653,0.318,0.323,0.785,0.709,0.996,841,1204
511,0.765,0.333,0.197,0.096,0.635,0.949,0.902,126,1822
512,0.748,0.344,0.258,0.068,0.597,0.969,0.89,341,1109
513,0.781,0.939,0.121,0.107,0.406,0.795,0.898,856,1220
514,0.776,0.172,0.167,0.346,0.451,0.906,0.85,280,894
515,0.769,0.394,0.091,0.0,0.671,0.902,0.941,725,1540
516,0.773,0.131,0.136,0.313,0.476,0.878,0.866,594,1532
517,0.71,0.864,0.152,0.193,0.248,0.76,0.917,464,1032
518,0.773,0.014,0.076,0.286,0.479,0.839,0.906,253,508
519,0.756,0.675,0.045,0.24,0.765,0.839,0.953,935,1298
520,0.79,0.375,0.045,0.667,0.829,0.882,0.937,231,1709
521,0.713,0.75,0.03,0.0,0.431,0.843,0.941,670,995
522,0.697,0.883,0.106,0.368,0.136,0.795,0.921,598,1503
523,0.674,0.247,0.152,0.021,0.078,0.925,0.882,22,383
524,0.757,0.733,0.106,0.292,0.771,0.795,0.961,38,1757
525,0.771,0.703,0.182,0.441,0.812,0.76,0.976,531,994
526,0.678,0.231,0.136,0.091,0.081,0.917,0.882,942,1391
527,0.667,0.256,0.106,0.0,0.057,0.913,0.902,222,1753
528,0.762,0.053,0.167,0.043,0.559,0.835,0.854,966,1854
529,0.756,0.125,0.152,0.043,0.618,0.878,0.858,579,1314
530,0.717,0.114,0.076,0.0,0.458,0.87,0.902,683,1740
531,0.722,0.967,0.197,0.122,0.388,0.764,0.854,400,1995
532,0.739,0.3,0.333,0.03,0.559,0.988,0.827,475,1578
533,0.757,0.656,0.106,0.251,0.769,0.819,0.969,473,718
534,0.776,0.647,0.212,0.457,0.833,0.772,0.992,765,1371
535,0.73,0.089,0.227,0.279,0.36,0.85,0.815,727,996
536,0.76,0.05,0.03,0.347,0.608,0.854,0.921,374,1434
537,0.733,0.031,0.106,0.262,0.372,0.839,0.886,841,934
538,0.724,0.131,0.152,0.323,0.318,0.882,0.862,179,758
539,0.715,0.172,0.076,0.392,0.259,0.882,0.906,505,1995
540,0.7,0.211,0.136,0.31,0.158,0.909,0.882,73,1842
541,0.778,0.661,0.136,0.424,0.838,0.803,0.976,216,1716
542,0.7,0.458,0.045,0.279,0.128,0.874,0.945,830,1877
543,0.708,0.219,0.091,0.193,0.19,0.898,0.902,885,958
544,0.688,0.228,0.121,0.275,0.085,0.913,0.886,772,1810
545,0.685,0.128,0.212,0.228,0.073,0.882,0.823,504,992
546,0.777,0.7,0.182,0.396,0.835,0.76,0.976,739,1959
547,0.74,0.078,0.121,0.319,0.392,0.854,0.878,147,1571
548,0.728,0.175,0.121,0.328,0.316,0.898,0.878,368,398
549,0.682,0.261,0.288,0.185,0.064,0.969,0.819,132,1372
550,0.671,0.422,0.152,0.13,0.039,0.917,0.945,940,964
551,0.729,0.233,0.152,0.31,0.316,0.921,0.882,322,1937
552,0.758,0.578,0.227,0.215,0.791,0.819,0.996,866,1198
553,0.736,0.197,0.212,0.349,0.333,0.925,0.839,445,456
554,0.697,0.497,0.167,0.15,0.131,0.886,0.972,329,1039
555,0.781,0.183,0.288,0.24,0.531,0.925,0.783,197,838
556,0.776,0.172,0.212,0.259,0.539,0.909,0.831,884,1398
557,0.762,0.442,0.106,0.204,0.687,0.898,0.953,496,1946
558,0.759,0.361,0.121,0.107,0.654,0.917,0.929,425,488
559,0.739,0.297,0.167,0.328,0.338,0.937,0.894,906,924
560,0.764,0.339,0.212,0.271,0.721,0.953,0.902,268,470
561,0.673,0.092,0.212,0.24,0.021,0.85,0.823,178,760
562,0.762,0.125,0.121,0.219,0.647,0.878,0.874,330,985
563,0.727,0.122,0.258,0.122,0.267,0.874,0.787,801,823
564,0.797,0.144,0.136,0.03,0.436,0.886,0.87,397,1599
565,0.76,0.15,0.242,0.203,0.503,0.898,0.799,95,1971
566,0.743,0.081,0.303,0.068,0.473,0.823,0.756,276,621
567,0.742,0.356,0.121,0.323,0.385,0.921,0.925,849,1469
568,0.764,0.978,0.212,0.122,0.604,0.768,0.85,767,1241
569,0.783,0.069,0.182,0.404,0.541,0.839,0.839,429,1852
570,0.782,0.136,0.212,0.452,0.553,0.886,0.819,828,1425
571,0.742,0.536,0.091,0.279,0.403,0.866,0.965,693,1017
572,0.772,0.433,0.091,0.375,0.777,0.898,0.949,312,1753
573,0.763,0.175,0.182,0.232,0.5,0.906,0.846,885,1125
574,0.679,0.019,0.273,0.122,0.064,0.772,0.795,225,672
575,0.769,0.333,0.136,0.261,0.757,0.929,0.913,697,1599
576,0.709,0.258,0.076,0.198,0.231,0.898,0.913,882,1704
577,0.707,0.231,0.167,0.198,0.223,0.929,0.866,470,1072
578,0.716,0.528,0.076,0.021,0.277,0.866,0.961,94,1893
579,0.757,0.75,0.076,0.086,0.68,0.815,0.949,295,738
580,0.758,0.169,0.167,0.064,0.72,0.902,0.858,914,1187
581,0.768,0.961,0.091,0.371,0.78,0.823,0.909,375,1925
582,0.68,0.508,0.409,0.043,0.168,0.846,0.965,9,1811
583,0.756,0.297,0.076,0.15,0.48,0.902,0.921,358,398
584,0.685,0.958,0.045,0.061,0.072,0.843,0.925,469,1591
585,0.686,0.125,0.061,0.096,0.066,0.87,0.906,624,670
586,0.784,0.067,0.242,0.213,0.578,0.827,0.803,815,1119
587,0.687,0.111,0.212,0.173,0.09,0.866,0.819,71,592
588,0.761,0.642,0.106,0.204,0.811,0.827,0.969,315,999
589,0.729,0.353,0.212,0.043,0.4,0.957,0.906,927,1307
590,0.678,0.956,0.288,0.021,0.184,0.701,0.811,790,1714
591,0.765,0.781,0.076,0.152,0.678,0.811,0.945,847,1638
592,0.769,0.794,0.258,0.203,0.665,0.673,0.933,336,1485
593,0.776,0.633,0.091,0.328,0.624,0.831,0.969,164,975
594,0.771,0.344,0.136,0.198,0.586,0.925,0.921,281,291
595,0.725,0.364,0.136,0.0,0.393,0.925,0.925,993,1865
596,0.766,0.864,0.136,0.301,0.795,0.772,0.921,675,754
597,0.756,0.486,0.197,0.021,0.521,0.894,0.972,713,850
598,0.731,0.2,0.303,0.064,0.406,0.937,0.78,472,1804
599,0.724,0.497,0.303,0.089,0.369,0.882,0.972,545,1853
600,0.69,0.739,0.061,0.048,0.089,0.827,0.949,17,1830
601,0.724,0.331,0.258,0.021,0.395,0.972,0.874,832,1093
602,0.771,0.875,0.288,0.228,0.671,0.65,0.866,53,1244
603,0.728,0.319,0.318,0.061,0.404,0.988,0.843,576,848
604,0.806,0.242,0.197,0.319,0.487,0.941,0.858,766,1673
605,0.806,0.147,0.106,0.259,0.53,0.882,0.882,595,1374
606,0.724,0.303,0.288,0.048,0.401,0.98,0.843,597,1564
607,0.719,0.336,0.242,0.021,0.393,0.969,0.886,266,1111
608,0.807,0.039,0.197,0.269,0.518,0.815,0.839,74,312
609,0.757,0.947,0.136,0.334,0.679,0.795,0.898,252,1103
610,0.715,0.358,0.182,0.0,0.387,0.945,0.913,514,1393
611,0.765,0.114,0.212,0.24,0.647,0.87,0.819,292,496
612,0.716,0.253,0.227,0.03,0.392,0.953,0.85,912,1005
613,0.714,0.303,0.288,0.043,0.389,0.976,0.85,468,1029
614,0.711,0.339,0.288,0.021,0.385,0.976,0.874,517,1524
615,0.709,0.383,0.273,0.0,0.381,0.961,0.909,273,1033
616,0.766,0.433,0.152,0.215,0.605,0.913,0.953,503,836
617,0.69,0.383,0.348,0.021,0.305,0.976,0.886,142,1200
618,0.774,0.192,0.212,0.163,0.604,0.921,0.831,245,271
619,0.769,0.2,0.212,0.258,0.634,0.925,0.835,111,1381
620,0.69,0.328,0.318,0.021,0.311,0.984,0.854,935,1819
621,0.674,0.178,0.152,0.177,0.039,0.906,0.862,699,1982
622,0.763,0.197,0.242,0.357,0.654,0.929,0.819,350,698
623,0.705,0.25,0.273,0.021,0.382,0.961,0.823,355,621
624,0.699,0.467,0.288,0.021,0.366,0.909,0.961,564,1359
625,0.692,0.086,0.045,0.245,0.098,0.862,0.917,115,1984
626,0.714,0.286,0.303,0.077,0.395,0.98,0.827,748,1444
627,0.705,0.281,0.273,0.03,0.384,0.972,0.839,834,1234
628,0.696,0.394,0.152,0.0,0.364,0.925,0.937,844,1070
629,0.694,0.331,0.076,0.0,0.349,0.898,0.925,317,886
630,0.677,0.375,0.091,0.195,0.045,0.906,0.933,416,1117
631,0.701,0.381,0.273,0.043,0.381,0.965,0.906,695,1193
632,0.702,0.897,0.364,0.091,0.299,0.602,0.819,118,148
633,0.694,0.183,0.045,0.28,0.124,0.874,0.917,327,1201
634,0.83,0.194,0.121,0.237,0.409,0.902,0.886,91,1915
635,0.697,0.333,0.106,0.021,0.372,0.913,0.925,155,343
636,0.696,0.031,0.03,0.021,0.368,0.854,0.921,721,1305
637,0.696,0.964,0.091,0.0,0.37,0.819,0.906,295,1011
638,0.703,0.914,0.379,0.091,0.31,0.602,0.795,425,1393
639,0.717,0.106,0.076,0.061,0.255,0.866,0.898,882,1418
640,0.699,0.281,0.152,0.0,0.39,0.933,0.894,372,794
641,0.697,0.097,0.091,0.0,0.387,0.862,0.894,4,1958
642,0.718,0.019,0.136,0.048,0.257,0.823,0.874,721,748
643,0.724,0.35,0.364,0.11,0.458,0.992,0.846,688,1822
644,0.71,0.922,0.409,0.125,0.315,0.575,0.764,132,1234
645,0.78,0.661,0.106,0.319,0.713,0.815,0.969,998,1928
646,0.768,0.233,0.288,0.089,0.647,0.957,0.803,395,1765
647,0.721,0.922,0.455,0.183,0.306,0.543,0.74,351,916
648,0.721,0.156,0.136,0.136,0.279,0.89,0.874,696,852
649,0.719,0.111,0.121,0.096,0.273,0.87,0.878,191,398
650,0.721,0.108,0.045,0.043,0.263,0.866,0.913,334,1484
651,0.672,0.019,0.121,0.061,0.047,0.831,0.886,156,244
652,0.816,0.333,0.197,0.107,0.483,0.953,0.902,988,1727
653,0.789,0.958,0.076,0.245,0.579,0.823,0.909,390,1483
654,0.757,0.211,0.061,0.163,0.69,0.886,0.913,418,1034
655,0.722,0.144,0.167,0.13,0.282,0.89,0.85,763,1689
656,0.721,0.036,0.121,0.089,0.275,0.835,0.878,27,1594
657,0.721,0.972,0.136,0.068,0.272,0.799,0.882,506,1120
658,0.744,0.219,0.136,0.0,0.609,0.913,0.882,602,1445
659,0.725,0.075,0.03,0.172,0.291,0.858,0.921,439,547
660,0.723,0.15,0.152,0.129,0.284,0.89,0.858,608,1231
661,0.718,0.297,0.167,0.068,0.234,0.937,0.894,995,1961
662,0.705,0.133,0.106,0.258,0.181,0.878,0.882,462,605
663,0.716,0.992,0.348,0.144,0.383,0.697,0.756,824,946
664,0.78,0.203,0.136,0.472,0.61,0.909,0.878,874,1122
665,0.766,0.181,0.197,0.344,0.645,0.913,0.843,429,1383
666,0.816,0.375,0.106,0.048,0.461,0.909,0.933,357,844
667,0.728,0.311,0.136,0.0,0.567,0.925,0.909,725,1068
668,0.729,0.978,0.197,0.163,0.301,0.78,0.858,720,1787
669,0.831,0.167,0.076,0.408,0.393,0.882,0.902,404,1636
670,0.75,0.133,0.348,0.107,0.609,0.874,0.72,487,1179
671,0.757,0.814,0.212,0.203,0.731,0.705,0.929,82,1398
672,0.733,0.978,0.348,0.304,0.359,0.685,0.764,957,975
673,0.673,0.908,0.106,0.021,0.082,0.803,0.917,789,1191
674,0.77,0.967,0.152,0.288,0.641,0.791,0.878,769,1334
675,0.735,0.967,0.394,0.308,0.372,0.642,0.74,271,333
676,0.728,0.117,0.212,0.215,0.234,0.874,0.823,688,1135
677,0.696,0.392,0.258,0.021,0.156,0.957,0.917,915,1110
678,0.677,0.108,0.136,0.03,0.096,0.87,0.862,160,1285
679,0.686,0.65,0.03,0.231,0.102,0.85,0.949,249,596
680,0.691,0.264,0.136,0.387,0.097,0.921,0.894,549,1790
681,0.763,0.847,0.121,0.271,0.735,0.78,0.929,954,1070
682,0.77,0.944,0.227,0.061,0.665,0.736,0.854,369,1715
683,0.731,0.856,0.076,0.168,0.247,0.807,0.933,877,1255
684,0.69,0.167,0.167,0.021,0.147,0.902,0.85,248,917
685,0.696,0.939,0.152,0.313,0.111,0.78,0.89,153,526
686,0.804,0.236,0.121,0.375,0.535,0.913,0.894,661,1644
687,0.786,0.139,0.333,0.38,0.597,0.882,0.732,487,843
688,0.695,0.078,0.288,0.043,0.156,0.823,0.764,38,768
689,0.745,0.953,0.333,0.381,0.385,0.673,0.791,176,877
690,0.726,0.994,0.091,0.31,0.241,0.827,0.898,521,1216
691,0.767,0.108,0.379,0.251,0.624,0.831,0.693,760,969
692,0.749,0.056,0.242,0.308,0.415,0.819,0.807,565,1638
693,0.702,0.014,0.273,0.03,0.175,0.768,0.799,335,1180
694,0.701,0.025,0.318,0.077,0.165,0.756,0.764,739,1753
695,0.7,0.075,0.333,0.086,0.161,0.807,0.74,623,1373
696,0.696,0.081,0.348,0.068,0.152,0.807,0.724,685,959
697,0.707,0.144,0.258,0.0,0.187,0.89,0.795,879,1261
698,0.705,0.1,0.258,0.021,0.184,0.854,0.791,157,548
699,0.708,0.122,0.197,0.021,0.19,0.874,0.827,244,425
700,0.706,0.969,0.227,0.048,0.183,0.752,0.839,321,1576
701,0.679,0.036,0.061,0.03,0.115,0.846,0.909,154,295
702,0.828,0.231,0.167,0.262,0.415,0.925,0.87,819,1655
703,0.814,0.294,0.091,0.38,0.506,0.909,0.913,418,1099
704,0.759,0.122,0.242,0.423,0.379,0.874,0.803,170,408
705,0.738,0.814,0.333,0.086,0.297,0.606,0.902,610,1603
706,0.708,0.25,0.076,0.043,0.192,0.894,0.913,626,1308
707,0.727,0.925,0.303,0.13,0.523,0.669,0.827,171,1425
708,0.76,0.011,0.182,0.414,0.424,0.803,0.858,163,205
709,0.744,0.228,0.212,0.163,0.335,0.937,0.846,270,1650
710,0.709,0.275,0.197,0.021,0.198,0.949,0.87,638,1281
711,0.708,0.375,0.015,0.043,0.194,0.866,0.937,879,1538
712,0.688,0.922,0.197,0.136,0.126,0.748,0.882,114,813
713,0.688,0.058,0.197,0.53,0.089,0.831,0.835,751,1448
714,0.689,0.922,0.197,0.144,0.131,0.748,0.882,96,1046
715,0.691,0.0,0.152,0.136,0.131,0.811,0.874,87,786
716,0.744,0.256,0.485,0.156,0.586,0.98,0.685,521,1032
717,0.774,0.603,0.106,0.319,0.768,0.835,0.972,936,1689
718,0.757,0.878,0.439,0.31,0.493,0.524,0.795,932,1975
719,0.705,0.175,0.258,0.173,0.16,0.917,0.803,816,1679
720,0.695,0.183,0.121,0.392,0.114,0.898,0.886,316,1873
721,0.69,0.9,0.091,0.441,0.076,0.807,0.917,919,1127
722,0.802,0.136,0.212,0.173,0.587,0.886,0.819,623,1016
723,0.771,0.106,0.167,0.453,0.461,0.866,0.85,754,1757
724,0.688,0.258,0.182,0.366,0.06,0.941,0.874,541,1593
725,0.745,0.872,0.394,0.211,0.526,0.559,0.827,92,1583
726,0.77,0.097,0.061,0.38,0.412,0.862,0.909,946,1713
727,0.69,0.331,0.152,0.38,0.068,0.933,0.913,658,1552
728,0.757,0.3,0.106,0.061,0.706,0.913,0.913,47,412
729,0.71,0.75,0.182,0.021,0.212,0.74,0.961,689,1254
730,0.693,0.075,0.348,0.021,0.156,0.803,0.72,171,1758
731,0.699,0.767,0.167,0.086,0.164,0.748,0.953,984,1557
732,0.698,0.156,0.212,0.344,0.122,0.898,0.831,454,552
733,0.784,0.156,0.258,0.048,0.618,0.902,0.799,331,1674
734,0.774,0.483,0.273,0.168,0.675,0.898,0.969,659,1768
735,0.741,0.922,0.076,0.347,0.276,0.823,0.921,352,757
736,0.697,0.111,0.167,0.354,0.112,0.87,0.846,63,1719
737,0.774,0.469,0.258,0.279,0.65,0.906,0.965,857,1449
738,0.722,0.267,0.258,0.156,0.248,0.965,0.843,558,1602
739,0.76,0.831,0.379,0.299,0.525,0.555,0.87,911,1422
740,0.703,0.844,0.106,0.136,0.161,0.791,0.933,28,1578
741,0.766,0.444,0.197,0.279,0.423,0.917,0.953,71,1431
742,0.713,0.189,0.106,0.021,0.235,0.894,0.89,124,821
743,0.789,0.158,0.242,0.077,0.603,0.902,0.811,171,712
744,0.705,0.144,0.152,0.266,0.114,0.89,0.858,27,451
745,0.716,0.211,0.106,0.231,0.202,0.902,0.894,131,609
746,0.786,0.169,0.258,0.152,0.608,0.909,0.795,80,902
747,0.714,0.639,0.212,0.125,0.196,0.776,0.992,895,1313
748,0.806,0.072,0.106,0.021,0.555,0.854,0.886,93,1861
749,0.761,0.278,0.197,0.215,0.659,0.953,0.87,684,1551
750,0.745,0.919,0.227,0.198,0.352,0.724,0.87,504,1239
751,0.746,0.758,0.303,0.096,0.574,0.646,0.949,641,680
752,0.74,0.183,0.212,0.266,0.293,0.917,0.831,467,1886
753,0.771,0.586,0.106,0.364,0.506,0.846,0.972,942,1554
754,0.712,0.025,0.091,0.107,0.194,0.843,0.898,629,1327
755,0.701,0.131,0.121,0.228,0.094,0.878,0.878,169,309
756,0.797,0.275,0.303,0.155,0.581,0.976,0.823,654,806
757,0.76,0.258,0.136,0.089,0.683,0.925,0.89,409,636
758,0.749,0.897,0.364,0.198,0.366,0.598,0.819,46,572
759,0.815,0.236,0.136,0.137,0.528,0.917,0.886,53,1177
760,0.687,0.178,0.136,0.091,0.047,0.902,0.87,784,1102
761,0.763,0.472,0.182,0.231,0.64,0.902,0.965,67,1425
762,0.657,0.3,0.03,0.177,0.033,0.87,0.933,432,1973
763,0.719,0.028,0.106,0.219,0.238,0.839,0.894,129,1602
764,0.708,0.119,0.136,0.0,0.22,0.874,0.866,853,1408
765,0.756,0.633,0.182,0.048,0.699,0.795,0.988,342,1550
766,0.711,0.328,0.273,0.03,0.215,0.976,0.87,248,1112
767,0.703,0.475,0.091,0.077,0.119,0.882,0.957,616,967
768,0.783,0.189,0.121,0.144,0.581,0.898,0.886,921,1544
769,0.786,0.242,0.182,0.198,0.749,0.937,0.862,556,1480
770,0.753,0.147,0.394,0.021,0.699,0.882,0.693,523,1107
771,0.743,0.339,0.091,0.173,0.328,0.906,0.925,551,567
772,0.658,0.067,0.091,0.086,0.063,0.854,0.89,209,1947
773,0.75,0.992,0.197,0.043,0.595,0.78,0.846,339,1214
774,0.752,0.406,0.152,0.317,0.389,0.921,0.941,691,832
775,0.8,0.342,0.152,0.228,0.518,0.933,0.917,772,1319
776,0.799,0.125,0.076,0.183,0.531,0.87,0.902,25,1451
777,0.758,0.025,0.091,0.183,0.435,0.839,0.894,307,443
778,0.71,0.156,0.227,0.116,0.203,0.902,0.815,251,575
779,0.806,0.167,0.242,0.228,0.506,0.909,0.811,305,784
780,0.761,0.019,0.242,0.048,0.59,0.783,0.815,889,1889
781,0.755,0.289,0.061,0.28,0.42,0.89,0.921,725,1040
782,0.696,0.125,0.03,0.0,0.087,0.866,0.921,265,329
783,0.665,0.122,0.273,0.048,0.096,0.87,0.783,971,1403
784,0.78,0.564,0.242,0.346,0.775,0.831,0.996,976,1103
785,0.714,0.308,0.091,0.064,0.267,0.906,0.921,362,749
786,0.705,0.017,0.076,0.048,0.168,0.843,0.906,457,1534
787,0.7,0.125,0.015,0.043,0.117,0.862,0.929,764,1908
788,0.758,0.228,0.076,0.304,0.431,0.894,0.909,191,1406
789,0.731,0.283,0.197,0.173,0.3,0.949,0.878,422,471
790,0.714,0.281,0.167,0.061,0.223,0.941,0.886,534,1983
791,0.698,0.014,0.182,0.086,0.116,0.807,0.854,292,1972
792,0.693,0.956,0.106,0.168,0.088,0.811,0.902,59,433
793,0.824,0.231,0.091,0.219,0.451,0.898,0.906,533,558
794,0.733,0.211,0.197,0.168,0.305,0.929,0.85,390,956
795,0.706,0.264,0.121,0.0,0.209,0.917,0.902,281,750
796,0.767,0.269,0.303,0.107,0.511,0.976,0.811,375,961
797,0.762,0.244,0.106,0.245,0.454,0.909,0.898,957,1733
798,0.716,0.503,0.152,0.03,0.297,0.878,0.972,888,950
799,0.716,0.411,0.091,0.125,0.255,0.902,0.941,267,1986
800,0.77,0.894,0.333,0.258,0.656,0.63,0.839,18,1593
801,0.776,0.986,0.121,0.048,0.575,0.815,0.89,557,1475
802,0.654,0.222,0.106,0.048,0.099,0.902,0.898,902,1996
803,0.713,0.167,0.061,0.0,0.303,0.878,0.909,923,1905
804,0.711,0.958,0.106,0.021,0.224,0.811,0.902,545,1928
