id,t,u,time_in,time_out
949,0.805,0.139,407,1956
950,0.714,0.208,286,873
951,0.691,0.367,225,754
952,0.766,0.072,189,1281
953,0.765,0.053,822,1667
954,0.811,0.122,424,1745
955,0.777,0.094,436,491
956,0.741,0.347,239,364
957,0.772,0.736,713,1023
958,0.766,0.239,126,864
959,0.764,0.861,622,1812
960,0.815,0.233,670,1284
961,0.695,0.272,176,216
962,0.819,0.961,811,1666
963,0.765,0.15,508,1715
964,0.765,0.911,19,920
965,0.765,0.897,472,1802
966,0.742,0.456,479,1942
967,0.82,0.953,414,1858
968,0.765,0.075,766,1110
969,0.766,0.106,679,1671
970,0.765,0.778,623,992
971,0.766,0.75,716,1463
972,0.766,0.708,773,1807
973,0.826,0.281,25,247
974,0.766,0.075,739,779
975,0.765,0.233,662,1361
976,0.806,0.272,874,1145
977,0.765,0.153,843,958
978,0.765,0.75,569,722
979,0.809,0.878,9,1101
980,0.74,0.15,889,1969
981,0.712,0.119,799,1840
982,0.81,0.303,751,1207
983,0.768,0.833,389,1967
984,0.807,0.939,930,1967
985,0.758,0.05,32,1931
986,0.729,0.317,360,637
987,0.688,0.2,47,266
988,0.794,0.325,473,739
989,0.781,0.906,620,1229
990,0.756,0.881,673,1374
991,0.786,0.65,520,1300
992,0.813,0.869,932,1058
993,0.803,0.311,915,1814
994,0.786,0.969,366,1136
995,0.773,0.028,495,743
996,0.786,0.942,54,741
997,0.751,0.2,28,1535
998,0.738,0.375,506,1774
999,0.776,0.108,458,1588
1000,0.724,0.4,268,1654
1001,0.766,0.392,179,500
1002,0.812,0.133,498,885
1003,0.84,0.561,24,32
1004,0.792,0.239,760,1590
1005,0.772,0.264,357,363
1006,0.771,0.242,699,1432
1007,0.714,0.125,550,1860
1008,0.819,0.581,540,1170
1009,0.766,0.125,13,1940
1010,0.721,0.978,114,425
1011,0.762,0.25,240,1133
1012,0.763,0.469,614,1032
1013,0.803,0.806,206,1290
1014,0.75,0.908,785,1204
1015,0.72,0.042,582,1510
1016,0.673,0.103,125,1573
1017,0.765,0.311,287,1029
1018,0.779,0.719,438,548
1019,0.787,0.978,592,1341
1020,0.807,0.214,800,1105
1021,0.799,0.992,356,1501
1022,0.79,0.744,47,1919
1023,0.815,0.172,243,929
1024,0.79,0.669,240,830
1025,0.822,0.039,107,1423
1026,0.792,0.175,359,1592
1027,0.791,0.864,363,1019
1028,0.772,0.961,547,1400
1029,0.733,0.197,154,922
1030,0.726,0.022,701,1170
1031,0.688,0.247,394,816
1032,0.826,0.469,530,975
1033,0.805,0.972,236,1967
1034,0.757,0.286,518,865
1035,0.772,0.242,678,1030
1036,0.821,0.042,38,1375
1037,0.751,0.544,247,1745
1038,0.818,0.667,749,1626
1039,0.729,0.986,858,1250
1040,0.835,0.375,680,1383
1041,0.797,0.217,390,852
1042,0.781,0.214,646,1429
1043,0.767,0.664,700,1934
1044,0.772,0.725,181,881
1045,0.745,0.322,691,1375
1046,0.821,0.639,741,1874
1047,0.716,0.231,410,1923
1048,0.769,0.978,491,1306
1049,0.784,0.172,763,1516
1050,0.695,0.247,968,1345
1051,0.743,0.5,150,1153
1052,0.772,0.164,148,1655
1053,0.742,0.442,577,1489
1054,0.694,0.183,787,1826
1055,0.813,0.686,542,772
1056,0.77,0.203,133,1185
1057,0.759,0.961,389,502
1058,0.771,0.3,653,967
1059,0.774,0.819,839,1669
1060,0.704,0.2,752,1661
1061,0.818,0.406,141,517
1062,0.772,0.875,470,1110
1063,0.766,0.147,915,1690
1064,0.805,0.947,24,1126
1065,0.806,0.725,557,1955
1066,0.805,0.814,674,973
1067,0.767,0.094,911,1686
1068,0.692,0.178,942,1910
1069,0.807,0.786,14,931
1070,0.778,0.158,574,1919
1071,0.768,0.147,891,1446
1072,0.779,0.836,208,723
1073,0.78,0.325,709,1726
1074,0.808,0.489,897,1105
1075,0.783,0.056,920,1822
1076,0.764,0.858,679,855
1077,0.75,0.353,443,1690
1078,0.805,0.139,605,1140
1079,0.763,0.989,56,1006
1080,0.762,0.089,371,1249
1081,0.795,0.497,616,1142
1082,0.791,0.319,898,1006
1083,0.825,0.103,170,573
1084,0.781,0.281,293,1418
1085,0.79,0.722,59,808
1086,0.767,0.233,938,1551
1087,0.759,0.783,945,1215
1088,0.788,0.761,473,1283
1089,0.754,0.039,484,1162
1090,0.747,0.164,559,842
1091,0.749,0.153,21,879
1092,0.721,0.117,936,1831
1093,0.841,0.222,825,881
1094,0.834,0.308,827,1832
1095,0.815,0.681,751,848
1096,0.771,0.083,703,1535
1097,0.825,0.303,519,1126
1098,0.723,0.214,772,795
1099,0.787,0.272,900,1243
1100,0.778,0.994,924,1656
1101,0.763,0.308,595,1691
1102,0.723,0.158,419,1857
1103,0.798,0.158,94,203
1104,0.807,0.175,972,1374
1105,0.793,0.767,909,1293
1106,0.782,0.047,33,171
1107,0.728,0.386,244,1792
1108,0.853,0.697,597,1507
1109,0.763,0.228,89,1003
1110,0.753,0.381,823,1381
1111,0.817,0.192,396,1424
1112,0.835,0.628,292,1857
1113,0.785,0.05,600,1985
1114,0.729,0.325,687,1392
1115,0.805,0.183,964,1446
1116,0.836,0.114,117,276
1117,0.765,0.0,734,1754
1118,0.821,0.694,872,1797
1119,0.822,0.161,380,1828
1120,0.818,0.083,91,646
1121,0.787,0.111,509,1835
1122,0.744,0.172,845,1906
1123,0.712,0.011,721,750
1124,0.706,0.022,324,1522
1125,0.798,0.0,77,489
1126,0.809,0.153,600,1290
1127,0.822,0.597,717,1371
1128,0.779,0.044,279,1456
1129,0.798,0.875,467,1239
1130,0.833,0.114,30,295
1131,0.804,0.264,591,1400
1132,0.809,0.675,490,1005
1133,0.839,0.175,593,878
1134,0.796,0.147,238,1624
1135,0.792,0.0,468,1593
1136,0.782,0.042,393,1739
1137,0.793,0.036,707,895
1138,0.801,0.164,257,1499
1139,0.853,0.075,701,1533
1140,0.8,0.144,459,1572
1141,0.786,0.125,469,1606
1142,0.733,0.917,362,904
1143,0.797,0.147,3,1098
1144,0.818,0.219,562,1129
1145,0.782,0.092,223,1972
1146,0.768,0.278,243,409
1147,0.818,0.997,174,881
1148,0.809,0.117,160,551
1149,0.802,0.978,553,647
1150,0.742,0.0,594,995
1151,0.809,0.144,801,1164
1152,0.788,0.175,914,953
1153,0.746,0.95,788,1373
1154,0.707,0.244,471,682
1155,0.703,0.203,94,540
1156,0.815,0.117,707,1712
1157,0.704,0.194,156,403
1158,0.713,0.211,443,844
1159,0.703,0.186,40,421
1160,0.699,0.15,15,859
1161,0.696,0.114,744,1477
1162,0.802,0.036,325,602
1163,0.71,0.214,536,839
1164,0.708,0.161,118,401
1165,0.75,0.083,481,662
1166,0.702,0.175,96,1526
1167,0.809,0.8,530,1406
1168,0.814,0.736,155,312
1169,0.743,0.2,135,550
1170,0.71,0.178,838,1502
1171,0.757,0.986,369,1602
1172,0.711,0.167,864,1099
1173,0.701,0.153,660,1409
1174,0.808,0.125,223,1789
1175,0.728,0.172,199,1957
1176,0.712,0.169,220,681
1177,0.711,0.178,377,1902
1178,0.71,0.197,433,1185
1179,0.702,0.164,602,838
1180,0.822,0.861,428,755
1181,0.818,0.244,928,1721
1182,0.762,0.003,127,1417
1183,0.756,0.075,47,48
1184,0.72,0.178,21,232
1185,0.705,0.15,109,1124
1186,0.81,0.094,151,1711
1187,0.833,0.717,792,1791
1188,0.804,0.894,368,1737
1189,0.722,0.164,534,1219
1190,0.719,0.161,533,546
1191,0.714,0.144,189,1994
1192,0.706,0.147,489,1239
1193,0.702,0.186,952,1956
1194,0.767,0.842,365,979
1195,0.73,0.178,225,1579
1196,0.714,0.139,438,907
1197,0.708,0.142,765,1692
1198,0.706,0.158,835,1426
1199,0.704,0.172,339,1626
1200,0.831,0.294,671,1543
1201,0.739,0.169,363,1730
1202,0.719,0.125,401,425
1203,0.716,0.15,885,1615
1204,0.707,0.158,265,472
1205,0.704,0.153,21,487
1206,0.807,0.703,957,1786
1207,0.715,0.169,80,1434
1208,0.712,0.172,580,789
1209,0.703,0.106,54,974
1210,0.818,0.15,131,1119
1211,0.806,0.725,328,760
1212,0.833,0.375,666,819
1213,0.824,0.258,323,1089
1214,0.705,0.15,481,1052
1215,0.819,0.875,936,1874
1216,0.806,0.156,488,1027
1217,0.818,0.308,633,1113
1218,0.744,0.186,526,1432
1219,0.735,0.225,703,1873
1220,0.728,0.208,787,1128
1221,0.827,0.225,581,877
1222,0.756,0.406,138,1012
1223,0.726,0.167,616,728
1224,0.713,0.2,44,1153
1225,0.708,0.203,658,1252
1226,0.712,0.128,556,1103
1227,0.71,0.136,139,1998
1228,0.706,0.181,245,1376
1229,0.702,0.214,951,1751
1230,0.833,0.55,1000,1906
1231,0.731,0.114,129,1812
1232,0.727,0.111,36,829
1233,0.717,0.147,645,1604
1234,0.713,0.114,251,882
1235,0.713,0.142,534,1433
1236,0.832,0.206,997,1437
1237,0.815,0.808,750,1172
1238,0.825,0.275,408,1137
1239,0.756,0.836,550,1180
1240,0.722,0.147,908,1453
1241,0.828,0.639,807,1250
1242,0.725,0.153,494,1821
1243,0.714,0.167,160,1862
1244,0.722,0.153,523,1891
1245,0.8,0.344,265,1729
1246,0.712,0.161,312,1676
1247,0.706,0.167,197,1456
1248,0.7,0.208,874,1792
1249,0.824,0.731,536,1429
1250,0.812,0.469,793,886
1251,0.726,0.167,0,1429
1252,0.716,0.156,86,1595
1253,0.71,0.164,500,1727
1254,0.774,0.978,790,1687
1255,0.764,0.05,247,483
1256,0.718,0.144,279,1480
1257,0.709,0.172,4,873
1258,0.727,0.158,109,843
1259,0.711,0.172,447,1768
1260,0.707,0.192,722,765
1261,0.703,0.192,471,1142
1262,0.701,0.167,197,1210
1263,0.822,0.25,609,975
1264,0.816,0.406,160,664
1265,0.799,0.428,907,1760
1266,0.749,0.133,469,1426
1267,0.734,0.142,745,1894
1268,0.726,0.144,859,875
1269,0.716,0.164,849,1168
1270,0.704,0.192,503,1565
1271,0.809,0.439,795,1689
1272,0.718,0.167,775,1884
1273,0.814,0.708,55,1839
1274,0.814,0.375,81,1571
1275,0.768,0.089,134,1460
1276,0.83,0.133,450,1832
1277,0.815,0.361,672,1381
1278,0.737,0.194,730,971
1279,0.729,0.175,312,1463
1280,0.71,0.175,319,956
1281,0.787,0.133,656,1679
1282,0.775,0.789,931,1169
1283,0.743,0.236,887,910
1284,0.728,0.172,475,518
1285,0.705,0.158,146,1258
1286,0.767,0.153,304,584
1287,0.719,0.161,47,1741
1288,0.762,0.172,415,1474
1289,0.718,0.156,392,1776
1290,0.714,0.172,864,1217
1291,0.723,0.169,456,1065
1292,0.713,0.194,485,1628
1293,0.708,0.197,922,1184
1294,0.709,0.194,721,1923
1295,0.833,0.197,646,1481
1296,0.805,0.231,931,1332
1297,0.795,0.889,134,1194
1298,0.767,0.164,744,1923
1299,0.749,0.189,496,1631
1300,0.73,0.181,768,1706
1301,0.717,0.203,507,1236
1302,0.826,0.175,581,1039
1303,0.729,0.181,819,1233
1304,0.719,0.206,900,1919
1305,0.84,0.5,243,287
1306,0.827,0.283,900,965
1307,0.817,0.739,298,927
1308,0.728,0.228,763,1478
1309,0.832,0.319,762,1698
1310,0.798,0.0,50,869
1311,0.78,0.364,21,967
1312,0.726,0.228,410,839
1313,0.829,0.686,598,1747
1314,0.825,0.858,300,1090
1315,0.806,0.225,334,565
1316,0.802,0.011,888,1379
1317,0.723,0.208,729,1445
1318,0.786,0.703,91,1330
1319,0.734,0.2,437,1207
1320,0.72,0.222,450,1477
1321,0.841,0.125,751,1548
1322,0.759,0.219,158,1516
1323,0.79,0.4,364,1866
1324,0.739,0.314,649,924
1325,0.718,0.219,892,1648
1326,0.828,0.269,812,1956
1327,0.787,0.414,654,1080
1328,0.766,0.342,504,1953
1329,0.714,0.194,557,1367
1330,0.843,0.136,695,1718
1331,0.837,0.169,388,416
1332,0.776,0.794,992,1264
1333,0.822,0.158,502,1412
1334,0.826,0.186,961,1117
1335,0.824,0.136,331,1301
1336,0.823,0.133,855,1401
1337,0.805,0.389,748,1818
1338,0.716,0.169,314,1106
1339,0.834,0.9,973,1039
1340,0.834,0.978,573,1647
1341,0.709,0.144,688,1016
1342,0.831,0.725,196,1192
1343,0.82,0.244,282,1917
1344,0.76,0.161,8,1454
1345,0.723,0.167,666,1539
1346,0.829,0.3,753,1360
1347,0.73,0.153,996,1948
1348,0.834,0.169,316,1345
1349,0.831,0.2,724,1666
1350,0.799,0.511,270,1478
1351,0.788,0.156,862,1821
1352,0.731,0.161,500,1110
1353,0.72,0.203,431,1263
1354,0.717,0.208,492,1018
1355,0.834,0.161,268,401
1356,0.79,0.814,865,1615
1357,0.727,0.183,677,1644
1358,0.826,0.089,361,1972
1359,0.782,0.294,576,1981
1360,0.731,0.161,170,1189
1361,0.726,0.178,352,1983
1362,0.784,0.853,711,948
1363,0.716,0.172,931,1554
1364,0.709,0.189,567,1674
1365,0.79,0.217,988,1401
1366,0.788,0.769,983,1659
1367,0.765,0.167,44,1242
1368,0.733,0.128,496,720
1369,0.709,0.136,755,1402
1370,0.709,0.122,901,1184
1371,0.828,0.933,263,778
1372,0.794,0.914,887,1738
1373,0.759,0.142,210,1568
1374,0.755,0.081,322,1486
1375,0.727,0.211,285,953
1376,0.783,0.867,819,1976
1377,0.729,0.222,251,848
1378,0.829,0.744,304,901
1379,0.736,0.228,286,1646
1380,0.726,0.186,862,1150
1381,0.717,0.158,19,311
1382,0.712,0.144,140,1869
1383,0.83,0.281,533,1695
1384,0.801,0.25,899,1270
1385,0.716,0.156,179,1383
1386,0.822,0.789,906,1157
1387,0.738,0.178,400,1259
1388,0.733,0.197,900,1775
1389,0.729,0.197,906,1495
1390,0.714,0.133,850,1793
1391,0.784,0.919,493,861
1392,0.762,0.008,442,1852
1393,0.718,0.094,185,498
1394,0.787,0.028,530,1104
1395,0.771,0.017,512,1738
1396,0.722,0.097,961,1382
1397,0.732,0.2,558,1406
1398,0.729,0.186,116,1252
1399,0.724,0.072,834,1868
1400,0.833,0.269,993,1192
1401,0.803,0.256,698,911
1402,0.798,0.953,937,1794
1403,0.726,0.075,564,1559
1404,0.836,0.911,141,622
1405,0.735,0.147,809,826
1406,0.726,0.131,824,1660
1407,0.726,0.183,345,1167
1408,0.84,0.875,782,1007
1409,0.833,0.108,912,1808
1410,0.802,0.383,65,192
1411,0.719,0.222,740,1827
1412,0.787,0.25,674,1254
1413,0.788,0.861,424,1783
1414,0.738,0.139,718,1936
1415,0.728,0.186,847,1158
1416,0.72,0.217,735,914
1417,0.833,0.078,903,1592
1418,0.835,0.608,368,1495
1419,0.722,0.211,734,1642
1420,0.844,0.792,490,1459
1421,0.797,0.094,36,308
1422,0.727,0.086,387,1483
1423,0.711,0.211,418,1369
1424,0.707,0.172,365,608
1425,0.789,0.9,758,1494
1426,0.737,0.172,360,402
1427,0.727,0.206,735,836
1428,0.84,0.086,846,1772
1429,0.834,0.678,98,1758
1430,0.751,0.097,276,1227
1431,0.715,0.208,724,1515
1432,0.853,0.067,904,1421
1433,0.74,0.147,373,1790
1434,0.857,0.569,616,1670
1435,0.833,0.653,518,546
1436,0.797,0.919,565,1696
1437,0.799,0.244,69,288
1438,0.755,0.083,417,1957
1439,0.733,0.2,633,652
1440,0.702,0.183,687,1248
1441,0.849,0.983,220,1078
1442,0.798,0.211,540,909
1443,0.738,0.097,164,613
1444,0.723,0.206,541,1378
1445,0.741,0.175,307,777
1446,0.711,0.169,897,1029
1447,0.863,0.994,384,1505
1448,0.796,0.914,883,991
1449,0.732,0.258,353,1918
1450,0.714,0.158,265,1058
1451,0.706,0.147,22,479
1452,0.794,0.281,204,1583
1453,0.789,0.006,514,957
1454,0.733,0.233,846,1302
1455,0.728,0.211,62,652
1456,0.716,0.153,700,1018
1457,0.79,0.236,633,1048
1458,0.746,0.228,994,1192
1459,0.733,0.233,1000,1744
1460,0.845,0.711,293,1021
1461,0.734,0.219,183,952
1462,0.731,0.167,373,435
1463,0.71,0.15,888,1742
1464,0.847,0.181,824,1312
1465,0.792,0.103,792,1140
1466,0.804,0.842,700,1119
1467,0.792,0.236,725,1304
1468,0.765,0.103,905,1380
1469,0.736,0.217,719,1553
1470,0.723,0.153,910,1935
1471,0.712,0.156,276,841
1472,0.708,0.167,924,936
1473,0.839,0.422,437,1398
1474,0.71,0.175,242,710
1475,0.775,0.231,530,983
1476,0.726,0.164,468,971
1477,0.812,0.056,997,1990
1478,0.814,0.094,888,942
1479,0.807,0.203,73,1473
1480,0.864,0.144,55,550
1481,0.787,0.147,104,676
1482,0.821,0.833,958,1046
1483,0.704,0.206,28,1931
1484,0.85,0.45,656,1135
1485,0.799,0.294,817,992
1486,0.73,0.208,55,1721
1487,0.706,0.208,20,496
1488,0.741,0.242,137,1507
1489,0.837,0.575,620,1018
1490,0.79,0.267,105,1033
1491,0.708,0.214,569,604
1492,0.703,0.206,614,1642
1493,0.84,0.044,488,1438
1494,0.783,0.411,460,1515
1495,0.719,0.228,816,1073
1496,0.806,0.133,735,1154
1497,0.825,0.078,522,1685
1498,0.825,0.108,893,1931
1499,0.82,0.039,792,1960
1500,0.809,0.139,338,1432
1501,0.71,0.211,150,343
1502,0.701,0.211,124,1439
1503,0.804,0.158,435,1269
1504,0.875,0.169,276,1909
1505,0.708,0.222,608,1972
1506,0.851,0.886,753,1109
1507,0.7,0.222,660,1949
1508,0.851,0.856,631,648
1509,0.714,0.239,301,1319
1510,0.841,0.075,94,1171
1511,0.834,0.161,217,1914
1512,0.705,0.236,130,350
1513,0.801,0.1,505,1603
1514,0.714,0.242,701,1733
1515,0.701,0.231,434,1321
1516,0.842,0.856,925,1558
1517,0.841,0.15,684,957
1518,0.79,0.2,908,1576
1519,0.695,0.217,127,1981
1520,0.836,0.131,638,1408
1521,0.832,0.939,834,1634
1522,0.724,0.236,396,1505
1523,0.706,0.225,109,1213
1524,0.829,0.478,418,1548
1525,0.849,0.797,144,556
1526,0.781,0.103,591,1504
1527,0.773,0.325,450,818
1528,0.724,0.222,952,1201
1529,0.703,0.211,241,609
1530,0.85,0.172,953,1098
1531,0.831,0.844,993,1890
1532,0.832,0.133,628,1842
1533,0.767,0.147,150,822
1534,0.708,0.208,579,1131
1535,0.694,0.197,261,506
1536,0.847,0.886,236,422
1537,0.821,0.769,326,1050
1538,0.819,0.783,715,1599
1539,0.788,0.231,179,1992
1540,0.788,0.289,88,273
1541,0.707,0.189,226,1211
1542,0.853,0.0,591,687
1543,0.73,0.2,177,461
1544,0.708,0.183,58,1567
1545,0.815,0.175,352,1902
1546,0.807,0.958,361,1628
1547,0.722,0.197,465,1427
1548,0.707,0.181,162,830
1549,0.701,0.169,443,709
1550,0.75,0.233,752,1582
1551,0.837,0.828,878,1769
1552,0.829,0.778,539,1770
1553,0.809,0.089,205,1577
1554,0.704,0.189,683,809
1555,0.7,0.208,719,1033
1556,0.819,0.944,990,1230
1557,0.711,0.186,932,1924
1558,0.829,0.747,602,754
1559,0.702,0.222,605,1249
1560,0.822,0.083,248,257
1561,0.821,0.022,132,1558
1562,0.791,0.2,963,1836
1563,0.713,0.231,368,433
1564,0.707,0.239,29,97
1565,0.852,0.925,170,1652
1566,0.846,0.244,678,1026
1567,0.831,0.236,814,1054
1568,0.834,0.869,541,579
1569,0.849,0.756,665,1426
1570,0.829,0.731,484,1651
1571,0.836,0.978,119,576
1572,0.757,0.194,984,1600
1573,0.72,0.25,190,306
1574,0.706,0.258,478,1244
1575,0.853,0.964,188,803
1576,0.835,0.069,820,1607
1577,0.794,0.15,809,1616
1578,0.777,0.222,149,1073
1579,0.716,0.242,56,1064
1580,0.726,0.242,379,1071
1581,0.709,0.272,435,1273
1582,0.706,0.278,284,940
1583,0.849,0.772,892,974
1584,0.837,0.825,97,1304
1585,0.831,0.275,530,1675
1586,0.788,0.0,125,1578
1587,0.779,0.244,654,1036
1588,0.7,0.275,495,1688
1589,0.854,0.989,418,1716
1590,0.708,0.258,930,1005
1591,0.7,0.261,225,1000
1592,0.832,0.0,513,600
1593,0.827,0.794,105,836
1594,0.826,0.078,272,1000
1595,0.726,0.239,995,1725
1596,0.722,0.242,874,985
1597,0.7,0.253,810,1589
1598,0.732,0.222,573,1715
1599,0.727,0.231,835,1693
1600,0.722,0.236,764,952
1601,0.704,0.261,858,1840
1602,0.699,0.261,597,974
1603,0.833,0.006,529,1376
1604,0.717,0.244,217,689
1605,0.852,0.853,363,896
1606,0.829,0.806,426,929
1607,0.814,0.097,869,1139
1608,0.734,0.244,394,1745
1609,0.842,0.792,858,1433
1610,0.738,0.264,583,889
1611,0.712,0.258,738,1733
1612,0.707,0.258,350,593
1613,0.814,0.133,592,657
1614,0.738,0.261,98,831
1615,0.733,0.261,570,1611
1616,0.722,0.256,80,1372
1617,0.712,0.25,201,218
1618,0.848,0.917,97,1026
1619,0.702,0.247,718,1316
1620,0.679,0.45,89,842
1621,0.839,0.708,415,1301
1622,0.691,0.311,870,1883
1623,0.682,0.189,415,1023
1624,0.69,0.292,309,1875
1625,0.841,0.017,945,1116
1626,0.831,0.964,582,997
1627,0.693,0.028,690,1556
1628,0.683,0.125,35,1864
1629,0.721,0.211,345,469
1630,0.702,0.197,302,1292
1631,0.834,0.911,589,1741
1632,0.708,0.186,374,651
1633,0.845,0.156,821,1595
1634,0.707,0.194,809,1229
1635,0.851,0.392,432,1335
1636,0.718,0.192,315,1914
1637,0.704,0.208,533,1390
1638,0.687,0.072,794,1115
1639,0.685,0.025,344,573
1640,0.834,0.142,150,1165
1641,0.837,0.881,53,1867
1642,0.724,0.197,443,1229
1643,0.856,0.608,114,1986
1644,0.793,0.425,286,880
1645,0.783,0.175,686,1838
1646,0.726,0.208,166,1242
1647,0.716,0.211,473,1131
1648,0.706,0.228,739,1868
1649,0.696,0.089,200,1412
1650,0.722,0.231,221,1861
1651,0.712,0.236,468,1045
1652,0.696,0.022,130,1324
1653,0.847,0.989,538,1518
1654,0.848,0.442,568,1018
1655,0.846,0.381,866,965
1656,0.844,0.397,510,968
1657,0.738,0.233,830,1683
1658,0.722,0.25,280,1910
1659,0.702,0.231,984,998
1660,0.717,0.086,536,1873
1661,0.836,0.797,695,947
1662,0.847,0.489,513,1502
1663,0.847,0.497,128,1896
1664,0.847,0.467,435,1545
1665,0.753,0.253,549,1928
1666,0.841,0.05,876,1219
1667,0.83,0.292,977,1295
1668,0.797,0.175,904,1334
1669,0.769,0.167,925,1714
1670,0.757,0.261,889,1428
1671,0.738,0.253,674,1022
1672,0.721,0.961,489,624
1673,0.843,0.464,349,819
1674,0.839,0.281,467,1840
1675,0.728,0.225,247,258
1676,0.714,0.206,417,1049
1677,0.853,0.825,988,1639
1678,0.844,0.439,34,270
1679,0.841,0.478,667,1786
1680,0.841,0.511,228,1798
1681,0.84,0.419,130,936
1682,0.84,0.344,75,439
1683,0.833,0.367,474,985
1684,0.767,0.222,821,863
1685,0.715,0.192,686,1424
1686,0.706,0.981,438,1705
1687,0.849,0.117,727,1898
1688,0.843,0.103,897,1336
1689,0.839,0.5,293,1504
1690,0.839,0.5,186,1662
1691,0.84,0.556,249,1769
1692,0.84,0.461,805,1515
1693,0.835,0.339,977,1784
1694,0.832,0.383,368,1590
1695,0.827,0.425,266,392
1696,0.827,0.478,677,1374
1697,0.852,0.136,647,1682
1698,0.835,0.828,49,975
1699,0.757,0.261,842,1265
1700,0.749,0.25,56,1605
1701,0.728,0.203,594,1176
1702,0.835,0.539,675,1103
1703,0.829,0.45,659,1354
1704,0.827,0.433,49,1236
1705,0.752,0.269,557,1218
1706,0.741,0.25,664,1345
1707,0.737,0.242,466,935
1708,0.705,0.178,535,1734
1709,0.843,0.783,813,1354
1710,0.834,0.45,451,1202
1711,0.833,0.461,233,1342
1712,0.833,0.55,311,1670
1713,0.836,0.592,712,1704
1714,0.836,0.383,967,1660
1715,0.744,0.261,977,1832
1716,0.725,0.239,190,983
1717,0.855,0.05,151,464
1718,0.854,0.069,169,740
1719,0.84,0.439,279,344
1720,0.833,0.336,499,996
1721,0.835,0.508,180,813
1722,0.74,0.253,802,1874
1723,0.721,0.244,510,1618
1724,0.722,0.136,969,1805
1725,0.712,0.914,514,1651
1726,0.835,0.156,956,969
1727,0.834,0.125,477,565
1728,0.831,0.567,340,820
1729,0.817,0.442,622,1981
1730,0.736,0.253,789,839
1731,0.721,0.256,147,1621
1732,0.714,0.242,662,1922
1733,0.707,0.233,833,1750
1734,0.705,0.236,278,1146
1735,0.837,0.392,263,1404
1736,0.828,0.383,63,855
1737,0.819,0.506,25,66
1738,0.795,0.931,218,696
1739,0.792,0.222,385,657
1740,0.789,0.133,699,1555
1741,0.76,0.267,648,1712
1742,0.748,0.267,321,1888
1743,0.721,0.261,193,474
1744,0.717,0.258,61,890
1745,0.711,0.253,878,1498
1746,0.86,0.183,37,1317
1747,0.838,0.308,150,495
1748,0.837,0.353,545,850
