id,t,u,v,time_in,time_out
747,0.714,0.639,0.212,126,1632
748,0.806,0.072,0.106,667,951
749,0.761,0.278,0.197,375,1071
750,0.745,0.919,0.227,988,1063
751,0.746,0.758,0.303,336,523
752,0.74,0.183,0.212,669,1951
753,0.771,0.586,0.106,394,1231
754,0.712,0.025,0.091,552,603
755,0.701,0.131,0.121,714,1290
756,0.797,0.275,0.303,513,916
757,0.76,0.258,0.136,240,1943
758,0.749,0.897,0.364,313,337
759,0.815,0.236,0.136,752,1575
760,0.687,0.178,0.136,720,794
761,0.763,0.472,0.182,399,720
762,0.657,0.3,0.03,709,1738
763,0.719,0.028,0.106,96,970
764,0.708,0.119,0.136,204,539
765,0.756,0.633,0.182,658,814
766,0.711,0.328,0.273,735,1651
767,0.703,0.475,0.091,385,1669
768,0.783,0.189,0.121,815,1688
769,0.786,0.242,0.182,530,1989
770,0.753,0.147,0.394,522,613
771,0.743,0.339,0.091,280,1109
772,0.658,0.067,0.091,754,1615
773,0.75,0.992,0.197,336,1596
774,0.752,0.406,0.152,724,1260
775,0.8,0.342,0.152,398,1313
776,0.799,0.125,0.076,167,1269
777,0.758,0.025,0.091,836,1983
778,0.71,0.156,0.227,31,1878
779,0.806,0.167,0.242,258,1930
780,0.761,0.019,0.242,788,1946
781,0.755,0.289,0.061,581,880
782,0.696,0.125,0.03,232,590
783,0.665,0.122,0.273,885,1672
784,0.78,0.564,0.242,191,1653
785,0.714,0.308,0.091,321,1284
786,0.705,0.017,0.076,919,949
787,0.7,0.125,0.015,737,767
788,0.758,0.228,0.076,997,1550
789,0.731,0.283,0.197,532,1397
790,0.714,0.281,0.167,720,1244
791,0.698,0.014,0.182,892,1943
792,0.693,0.956,0.106,112,832
793,0.824,0.231,0.091,982,1140
794,0.733,0.211,0.197,853,1944
795,0.706,0.264,0.121,467,1015
796,0.767,0.269,0.303,30,1691
797,0.762,0.244,0.106,52,453
798,0.716,0.503,0.152,207,1399
799,0.716,0.411,0.091,566,719
800,0.77,0.894,0.333,507,1361
801,0.776,0.986,0.121,141,836
802,0.654,0.222,0.106,77,1283
803,0.713,0.167,0.061,880,913
804,0.711,0.958,0.106,702,1525
805,0.699,0.042,0.106,710,1396
806,0.776,0.961,0.152,562,1714
807,0.77,0.0,0.242,41,593
808,0.76,0.083,0.212,237,1399
809,0.743,0.522,0.03,661,1730
810,0.771,0.7,0.045,11,40
811,0.758,0.186,0.182,346,537
812,0.74,0.814,0.136,949,1267
813,0.705,0.35,0.167,89,99
814,0.68,0.303,0.212,5,1302
815,0.774,0.25,0.136,299,1860
816,0.754,0.214,0.152,322,1561
817,0.755,0.361,0.455,902,1128
818,0.721,0.992,0.212,291,1847
819,0.74,0.939,0.106,428,520
820,0.74,0.006,0.212,801,1968
821,0.777,0.875,0.076,31,516
822,0.817,0.181,0.136,394,1390
823,0.763,0.211,0.152,837,1568
824,0.731,0.175,0.212,290,1245
825,0.778,0.461,0.061,22,1048
826,0.785,0.225,0.212,297,1761
827,0.788,0.347,0.197,831,1140
828,0.746,0.942,0.303,649,1322
829,0.718,0.142,0.182,763,1984
830,0.708,0.247,0.227,515,1311
831,0.819,0.172,0.227,161,393
832,0.809,0.261,0.182,446,1610
833,0.693,0.192,0.212,609,1822
834,0.722,0.275,0.136,208,437
835,0.659,0.239,0.106,981,1642
836,0.82,0.153,0.152,802,1617
837,0.777,0.419,0.364,991,1012
838,0.77,0.103,0.106,623,1827
839,0.741,0.314,0.076,981,1570
840,0.739,0.119,0.258,592,1704
841,0.674,0.133,0.167,805,1108
842,0.729,0.014,0.136,163,1130
843,0.784,0.267,0.106,525,1995
844,0.766,0.008,0.197,484,1514
845,0.744,0.903,0.227,640,932
846,0.795,0.369,0.167,147,1259
847,0.753,0.689,0.045,461,1896
848,0.778,0.047,0.091,984,1257
849,0.703,0.2,0.182,681,1613
850,0.791,0.2,0.152,68,861
851,0.747,0.103,0.152,909,1794
852,0.768,0.3,0.136,540,1164
853,0.716,0.992,0.136,128,1303
854,0.788,0.4,0.182,51,1213
855,0.773,0.367,0.167,811,1056
856,0.801,0.364,0.212,728,1426
857,0.78,0.989,0.242,259,1265
858,0.752,0.183,0.258,820,960
859,0.781,0.65,0.318,161,978
860,0.751,0.706,0.106,954,1550
861,0.751,0.317,0.045,367,1668
862,0.735,0.089,0.227,605,1079
863,0.721,0.267,0.076,256,1772
864,0.751,0.767,0.106,378,584
865,0.751,0.978,0.045,92,447
866,0.736,0.894,0.212,157,1448
867,0.726,0.253,0.167,313,843
868,0.749,0.811,0.121,200,488
869,0.752,0.95,0.045,531,645
870,0.74,0.108,0.152,857,965
871,0.784,0.539,0.227,500,1528
872,0.767,0.289,0.303,243,1408
873,0.76,0.314,0.227,100,1885
874,0.751,0.975,0.121,932,1349
875,0.753,0.981,0.121,360,1525
876,0.757,0.717,0.303,290,1243
877,0.79,0.931,0.227,594,1523
878,0.713,0.189,0.167,938,1019
879,0.753,0.025,0.197,914,1101
880,0.753,0.242,0.152,998,1647
881,0.714,0.225,0.152,971,1164
882,0.691,0.175,0.212,271,1421
883,0.688,0.217,0.167,284,1486
884,0.771,0.983,0.606,893,1433
885,0.812,0.883,0.197,344,917
886,0.755,0.892,0.242,637,1663
887,0.754,0.55,0.03,944,1718
888,0.754,0.739,0.061,12,1525
889,0.718,0.189,0.045,178,770
890,0.755,0.314,0.167,221,1061
891,0.753,0.914,0.015,601,862
892,0.756,0.778,0.167,586,1187
893,0.758,0.75,0.152,783,1236
894,0.774,0.656,0.318,212,1387
895,0.777,0.964,0.197,115,474
896,0.746,0.806,0.182,516,1406
897,0.756,0.825,0.076,165,582
898,0.756,0.861,0.167,129,846
899,0.758,0.569,0.076,114,929
900,0.763,0.014,0.167,297,884
901,0.756,0.022,0.106,227,638
902,0.76,0.742,0.242,410,1904
903,0.777,0.975,0.091,968,1821
904,0.787,0.961,0.197,27,1010
905,0.759,0.208,0.227,775,1349
906,0.823,0.972,0.197,742,794
907,0.799,0.219,0.03,621,1414
908,0.736,0.267,0.076,175,1299
909,0.759,0.817,0.091,122,1810
910,0.762,0.8,0.152,888,1069
911,0.804,0.989,0.182,477,902
912,0.802,0.203,0.167,207,1971
913,0.794,0.164,0.121,216,1716
914,0.756,0.139,0.167,889,1026
915,0.757,0.819,0.136,595,1169
916,0.761,0.089,0.182,252,1875
917,0.811,0.106,0.167,266,267
918,0.758,0.147,0.212,275,1959
919,0.759,0.839,0.242,275,796
920,0.761,0.061,0.167,231,663
921,0.762,0.0,0.076,242,1071
922,0.779,0.758,0.212,181,308
923,0.821,0.564,0.091,364,1220
924,0.811,0.306,0.182,334,1560
925,0.719,0.531,0.136,302,389
926,0.711,0.225,0.167,88,1127
927,0.699,0.197,0.212,948,1351
928,0.759,0.189,0.167,108,1668
929,0.762,0.044,0.121,838,1188
930,0.763,0.972,0.136,465,840
931,0.807,0.369,0.182,637,1590
932,0.76,0.317,0.091,555,1592
933,0.763,0.0,0.152,541,1258
934,0.764,0.003,0.227,840,842
935,0.787,0.036,0.136,228,1908
936,0.765,0.036,0.273,158,239
937,0.766,0.956,0.242,587,1166
938,0.767,0.994,0.258,350,1129
939,0.772,0.183,0.227,715,906
940,0.713,0.469,0.061,983,1185
941,0.763,0.783,0.197,767,1686
942,0.77,0.006,0.258,729,748
943,0.818,0.233,0.242,2,911
944,0.793,0.264,0.333,857,1754
945,0.771,0.967,0.197,403,1048
946,0.764,0.219,0.227,91,586
947,0.739,0.897,0.167,887,1440
948,0.761,0.903,0.061,212,788
949,0.805,0.139,0.167,745,1806
950,0.714,0.208,0.076,779,1784
951,0.691,0.367,0.182,111,1937
952,0.766,0.072,0.121,444,935
953,0.765,0.053,0.136,279,1228
954,0.811,0.122,0.197,671,1071
955,0.777,0.094,0.167,322,818
956,0.741,0.347,0.273,120,520
957,0.772,0.736,0.152,86,1629
958,0.766,0.239,0.136,530,818
959,0.764,0.861,0.121,257,1512
960,0.815,0.233,0.106,329,776
961,0.695,0.272,0.273,616,1983
962,0.819,0.961,0.182,645,888
963,0.765,0.15,0.061,640,1999
964,0.765,0.911,0.136,456,941
965,0.765,0.897,0.136,698,1008
966,0.742,0.456,0.136,369,1061
967,0.82,0.953,0.197,518,1306
968,0.765,0.075,0.076,544,1981
969,0.766,0.106,0.076,997,1340
970,0.765,0.778,0.061,623,1946
971,0.766,0.75,0.076,735,1458
972,0.766,0.708,0.045,912,1162
973,0.826,0.281,0.121,904,1072
974,0.766,0.075,0.121,53,1577
975,0.765,0.233,0.03,570,1619
976,0.806,0.272,0.121,793,1495
977,0.765,0.153,0.061,651,1088
978,0.765,0.75,0.015,404,1150
979,0.809,0.878,0.242,677,1095
980,0.74,0.15,0.288,766,1836
981,0.712,0.119,0.242,816,1701
982,0.81,0.303,0.167,66,187
983,0.768,0.833,0.121,255,1262
984,0.807,0.939,0.121,889,1347
985,0.758,0.05,0.152,27,1515
986,0.729,0.317,0.121,867,1538
987,0.688,0.2,0.227,642,648
988,0.794,0.325,0.303,254,1445
989,0.781,0.906,0.136,857,1872
990,0.756,0.881,0.182,92,1783
991,0.786,0.65,0.167,864,1071
992,0.813,0.869,0.197,943,1503
993,0.803,0.311,0.136,875,1772
994,0.786,0.969,0.152,998,1756
995,0.773,0.028,0.273,761,1124
996,0.786,0.942,0.212,783,1060
997,0.751,0.2,0.242,23,1238
998,0.738,0.375,0.03,780,1247
999,0.776,0.108,0.273,221,1337
1000,0.724,0.4,0.167,99,435
1001,0.766,0.392,0.152,534,995
1002,0.812,0.133,0.106,545,1289
1003,0.84,0.561,0.182,921,1554
1004,0.792,0.239,0.303,54,328
1005,0.772,0.264,0.152,472,1814
1006,0.771,0.242,0.121,363,831
1007,0.714,0.125,0.136,191,711
1008,0.819,0.581,0.152,825,1395
1009,0.766,0.125,0.136,693,1775
1010,0.721,0.978,0.03,39,112
1011,0.762,0.25,0.061,974,1577
1012,0.763,0.469,0.015,148,1954
1013,0.803,0.806,0.318,854,1816
1014,0.75,0.908,0.227,90,1022
1015,0.72,0.042,0.106,188,1637
1016,0.673,0.103,0.273,211,1166
1017,0.765,0.311,0.106,280,1257
1018,0.779,0.719,0.242,45,1574
1019,0.787,0.978,0.106,838,1113
1020,0.807,0.214,0.242,632,1411
1021,0.799,0.992,0.303,71,1173
1022,0.79,0.744,0.273,575,1493
1023,0.815,0.172,0.061,800,1085
1024,0.79,0.669,0.03,776,1103
1025,0.822,0.039,0.182,173,1839
1026,0.792,0.175,0.076,753,1965
1027,0.791,0.864,0.212,83,1566
1028,0.772,0.961,0.152,981,1650
1029,0.733,0.197,0.288,701,1119
1030,0.726,0.022,0.227,407,1855
1031,0.688,0.247,0.303,268,404
1032,0.826,0.469,0.121,348,350
1033,0.805,0.972,0.106,512,1260
1034,0.757,0.286,0.273,28,716
1035,0.772,0.242,0.076,932,1138
1036,0.821,0.042,0.106,892,1665
1037,0.751,0.544,0.091,334,637
1038,0.818,0.667,0.167,455,952
1039,0.729,0.986,0.197,831,1791
1040,0.835,0.375,0.03,311,1474
1041,0.797,0.217,0.121,416,842
1042,0.781,0.214,0.379,156,853
1043,0.767,0.664,0.121,798,1195
1044,0.772,0.725,0.258,515,1481
1045,0.745,0.322,0.136,944,1916
1046,0.821,0.639,0.106,169,904
1047,0.716,0.231,0.212,543,1150
1048,0.769,0.978,0.045,93,864
1049,0.784,0.172,0.242,889,1423
1050,0.695,0.247,0.197,545,550
1051,0.743,0.5,0.167,976,1521
1052,0.772,0.164,0.121,971,1584
1053,0.742,0.442,0.106,513,599
1054,0.694,0.183,0.167,767,871
1055,0.813,0.686,0.106,752,1265
1056,0.77,0.203,0.197,29,1344
1057,0.759,0.961,0.182,159,1395
1058,0.771,0.3,0.015,606,610
1059,0.774,0.819,0.152,834,1389
1060,0.704,0.2,0.182,493,1040
1061,0.818,0.406,0.076,14,1317
1062,0.772,0.875,0.091,558,1707
1063,0.766,0.147,0.106,295,1374
1064,0.805,0.947,0.212,576,1907
1065,0.806,0.725,0.182,677,1846
1066,0.805,0.814,0.076,930,1209
1067,0.767,0.094,0.106,146,1867
1068,0.692,0.178,0.197,202,1406
1069,0.807,0.786,0.091,798,1355
1070,0.778,0.158,0.273,190,1996
1071,0.768,0.147,0.136,292,1595
1072,0.779,0.836,0.015,69,966
1073,0.78,0.325,0.045,440,1252
1074,0.808,0.489,0.197,453,1170
1075,0.783,0.056,0.273,919,1244
1076,0.764,0.858,0.348,382,766
1077,0.75,0.353,0.136,169,1659
1078,0.805,0.139,0.106,780,1845
1079,0.763,0.989,0.106,333,1855
1080,0.762,0.089,0.061,470,1720
1081,0.795,0.497,0.182,923,1302
1082,0.791,0.319,0.212,413,1887
1083,0.825,0.103,0.212,178,1355
1084,0.781,0.281,0.121,98,406
1085,0.79,0.722,0.167,427,1111
1086,0.767,0.233,0.152,161,304
1087,0.759,0.783,0.182,534,602
1088,0.788,0.761,0.121,803,1909
1089,0.754,0.039,0.182,292,1491
1090,0.747,0.164,0.182,286,436
1091,0.749,0.153,0.136,456,1820
1092,0.721,0.117,0.091,115,1888
1093,0.841,0.222,0.106,774,1053
1094,0.834,0.308,0.121,983,1755
1095,0.815,0.681,0.242,649,657
1096,0.771,0.083,0.167,408,738
1097,0.825,0.303,0.152,291,908
1098,0.723,0.214,0.136,593,1920
1099,0.787,0.272,0.242,471,705
1100,0.778,0.994,0.106,234,1767
1101,0.763,0.308,0.121,156,1356
1102,0.723,0.158,0.121,141,1460
1103,0.798,0.158,0.121,628,1876
1104,0.807,0.175,0.348,627,1346
1105,0.793,0.767,0.076,496,995
1106,0.782,0.047,0.167,617,1564
1107,0.728,0.386,0.212,529,550
1108,0.853,0.697,0.152,709,1686
1109,0.763,0.228,0.045,598,1717
1110,0.753,0.381,0.152,124,282
1111,0.817,0.192,0.167,12,1692
1112,0.835,0.628,0.197,313,1698
1113,0.785,0.05,0.076,959,1527
1114,0.729,0.325,0.197,369,1803
1115,0.805,0.183,0.121,854,1020
1116,0.836,0.114,0.227,179,1741
1117,0.765,0.0,0.061,239,582
1118,0.821,0.694,0.273,893,1014
1119,0.822,0.161,0.242,667,855
1120,0.818,0.083,0.167,144,1177
1121,0.787,0.111,0.106,410,1992
1122,0.744,0.172,0.227,976,1688
1123,0.712,0.011,0.197,722,989
1124,0.706,0.022,0.288,485,1317
1125,0.798,0.0,0.091,623,1267
1126,0.809,0.153,0.152,707,1105
1127,0.822,0.597,0.197,690,1686
1128,0.779,0.044,0.106,652,708
1129,0.798,0.875,0.242,848,934
1130,0.833,0.114,0.152,286,1244
1131,0.804,0.264,0.167,837,1308
1132,0.809,0.675,0.106,163,1133
1133,0.839,0.175,0.076,749,1841
1134,0.796,0.147,0.106,244,425
1135,0.792,0.0,0.045,623,1485
1136,0.782,0.042,0.076,603,931
1137,0.793,0.036,0.061,995,1919
1138,0.801,0.164,0.197,334,1647
1139,0.853,0.075,0.152,322,1833
1140,0.8,0.144,0.258,763,850
1141,0.786,0.125,0.106,786,1050
1142,0.733,0.917,0.273,945,1783
1143,0.797,0.147,0.167,743,933
1144,0.818,0.219,0.121,462,1320
1145,0.782,0.092,0.106,896,1587
1146,0.768,0.278,0.273,796,1611
1147,0.818,0.997,0.182,482,1546
1148,0.809,0.117,0.197,800,981
1149,0.802,0.978,0.076,21,1290
1150,0.742,0.0,0.061,212,627
1151,0.809,0.144,0.167,715,1937
1152,0.788,0.175,0.061,259,1076
1153,0.746,0.95,0.197,934,1005
1154,0.707,0.244,0.212,750,1802
1155,0.703,0.203,0.288,832,1992
1156,0.815,0.117,0.273,187,1242
1157,0.704,0.194,0.273,879,1773
1158,0.713,0.211,0.258,824,1942
1159,0.703,0.186,0.303,735,1866
1160,0.699,0.15,0.197,473,615
1161,0.696,0.114,0.136,392,1383
1162,0.802,0.036,0.121,450,1939
1163,0.71,0.214,0.167,101,346
1164,0.708,0.161,0.136,36,1862
1165,0.75,0.083,0.152,986,1884
1166,0.702,0.175,0.258,762,1573
1167,0.809,0.8,0.121,959,1959
1168,0.814,0.736,0.212,168,1288
1169,0.743,0.2,0.303,245,655
1170,0.71,0.178,0.167,823,1724
1171,0.757,0.986,0.152,380,676
1172,0.711,0.167,0.197,512,1188
1173,0.701,0.153,0.167,802,969
1174,0.808,0.125,0.136,569,642
1175,0.728,0.172,0.333,324,1110
1176,0.712,0.169,0.227,231,1614
1177,0.711,0.178,0.152,994,1140
1178,0.71,0.197,0.197,376,754
1179,0.702,0.164,0.167,432,1549
1180,0.822,0.861,0.061,297,841
1181,0.818,0.244,0.091,432,802
1182,0.762,0.003,0.167,493,1668
1183,0.756,0.075,0.121,169,617
1184,0.72,0.178,0.348,100,1618
1185,0.705,0.15,0.152,994,1435
1186,0.81,0.094,0.242,135,895
1187,0.833,0.717,0.318,153,454
1188,0.804,0.894,0.045,518,1382
1189,0.722,0.164,0.364,905,917
1190,0.719,0.161,0.348,328,932
1191,0.714,0.144,0.303,43,1957
1192,0.706,0.147,0.152,950,1991
1193,0.702,0.186,0.242,470,1191
1194,0.767,0.842,0.303,397,1690
1195,0.73,0.178,0.364,853,1167
1196,0.714,0.139,0.364,771,907
1197,0.708,0.142,0.182,903,1599
1198,0.706,0.158,0.152,917,1787
1199,0.704,0.172,0.167,481,1940
1200,0.831,0.294,0.091,517,1139
1201,0.739,0.169,0.303,817,1921
1202,0.719,0.125,0.333,91,705
1203,0.716,0.15,0.379,191,1942
1204,0.707,0.158,0.167,322,1064
1205,0.704,0.153,0.182,136,501
1206,0.807,0.703,0.152,516,652
1207,0.715,0.169,0.364,371,676
1208,0.712,0.172,0.318,510,1851
1209,0.703,0.106,0.167,449,1612
1210,0.818,0.15,0.227,883,946
1211,0.806,0.725,0.136,57,1263
1212,0.833,0.375,0.121,653,890
1213,0.824,0.258,0.197,768,1086
1214,0.705,0.15,0.091,715,1916
1215,0.819,0.875,0.182,377,1002
1216,0.806,0.156,0.076,605,1577
1217,0.818,0.308,0.106,252,1359
1218,0.744,0.186,0.333,506,1978
1219,0.735,0.225,0.258,255,1725
1220,0.728,0.208,0.242,418,667
1221,0.827,0.225,0.076,256,1137
1222,0.756,0.406,0.227,315,678
1223,0.726,0.167,0.197,580,919
1224,0.713,0.2,0.364,260,1606
1225,0.708,0.203,0.212,877,1930
1226,0.712,0.128,0.273,645,1089
1227,0.71,0.136,0.258,691,1021
1228,0.706,0.181,0.273,280,881
1229,0.702,0.214,0.212,403,1832
1230,0.833,0.55,0.091,616,1213
1231,0.731,0.114,0.288,454,455
1232,0.727,0.111,0.333,542,874
1233,0.717,0.147,0.439,986,1535
1234,0.713,0.114,0.333,647,1244
1235,0.713,0.142,0.348,863,1682
1236,0.832,0.206,0.303,657,1968
1237,0.815,0.808,0.152,773,1365
1238,0.825,0.275,0.076,924,1697
1239,0.756,0.836,0.152,26,1670
1240,0.722,0.147,0.439,691,1928
1241,0.828,0.639,0.106,734,840
1242,0.725,0.153,0.424,317,1223
1243,0.714,0.167,0.379,884,1893
1244,0.722,0.153,0.379,140,1500
1245,0.8,0.344,0.258,507,1705
1246,0.712,0.161,0.364,306,1381
1247,0.706,0.167,0.318,735,1740
1248,0.7,0.208,0.273,46,1060
1249,0.824,0.731,0.136,504,716
1250,0.812,0.469,0.076,732,1943
1251,0.726,0.167,0.409,307,444
1252,0.716,0.156,0.348,598,1312
1253,0.71,0.164,0.348,656,1027
1254,0.774,0.978,0.197,955,1063
1255,0.764,0.05,0.242,711,1325
1256,0.718,0.144,0.348,751,1974
1257,0.709,0.172,0.364,145,1387
1258,0.727,0.158,0.485,17,281
1259,0.711,0.172,0.394,418,500
1260,0.707,0.192,0.455,868,1895
1261,0.703,0.192,0.379,32,1227
1262,0.701,0.167,0.242,741,1914
1263,0.822,0.25,0.167,963,1085
1264,0.816,0.406,0.076,521,1571
1265,0.799,0.428,0.167,696,1484
1266,0.749,0.133,0.258,145,719
1267,0.734,0.142,0.439,36,510
1268,0.726,0.144,0.439,215,700
1269,0.716,0.164,0.424,60,951
1270,0.704,0.192,0.409,39,1602
1271,0.809,0.439,0.121,887,997
1272,0.718,0.167,0.439,456,939
1273,0.814,0.708,0.212,156,1195
1274,0.814,0.375,0.076,66,87
1275,0.768,0.089,0.136,277,731
1276,0.83,0.133,0.333,286,1048
1277,0.815,0.361,0.061,145,1541
1278,0.737,0.194,0.394,744,1872
1279,0.729,0.175,0.379,195,1121
1280,0.71,0.175,0.5,156,784
1281,0.787,0.133,0.288,598,839
1282,0.775,0.789,0.182,863,1170
1283,0.743,0.236,0.227,354,1836
1284,0.728,0.172,0.364,342,1194
1285,0.705,0.158,0.348,642,1260
1286,0.767,0.153,0.061,67,1673
1287,0.719,0.161,0.455,124,146
1288,0.762,0.172,0.076,850,1565
1289,0.718,0.156,0.455,292,1431
1290,0.714,0.172,0.515,86,1224
1291,0.723,0.169,0.394,625,1698
1292,0.713,0.194,0.545,554,1444
1293,0.708,0.197,0.5,430,1924
1294,0.709,0.194,0.515,477,1323
1295,0.833,0.197,0.212,685,835
1296,0.805,0.231,0.091,389,1785
1297,0.795,0.889,0.061,646,1664
1298,0.767,0.164,0.061,451,1666
1299,0.749,0.189,0.258,504,1802
1300,0.73,0.181,0.288,880,1800
1301,0.717,0.203,0.545,851,1525
1302,0.826,0.175,0.106,194,1885
1303,0.729,0.181,0.288,766,1902
1304,0.719,0.206,0.545,474,1334
1305,0.84,0.5,0.045,40,1497
1306,0.827,0.283,0.106,832,1879
1307,0.817,0.739,0.227,456,513
1308,0.728,0.228,0.333,325,1566
1309,0.832,0.319,0.061,324,772
1310,0.798,0.0,0.136,939,1802
1311,0.78,0.364,0.152,120,1216
1312,0.726,0.228,0.379,163,1773
1313,0.829,0.686,0.076,427,837
1314,0.825,0.858,0.091,675,1648
1315,0.806,0.225,0.091,421,1125
1316,0.802,0.011,0.061,720,1431
1317,0.723,0.208,0.439,862,1874
1318,0.786,0.703,0.091,503,1546
1319,0.734,0.2,0.227,551,999
1320,0.72,0.222,0.515,596,1558
1321,0.841,0.125,0.045,272,585
1322,0.759,0.219,0.106,768,936
1323,0.79,0.4,0.197,831,1301
1324,0.739,0.314,0.212,996,1503
1325,0.718,0.219,0.47,564,1081
1326,0.828,0.269,0.152,322,1173
1327,0.787,0.414,0.167,434,529
1328,0.766,0.342,0.152,441,1037
1329,0.714,0.194,0.47,969,1293
1330,0.843,0.136,0.076,908,1252
1331,0.837,0.169,0.03,462,717
1332,0.776,0.794,0.212,209,1470
1333,0.822,0.158,0.106,185,435
1334,0.826,0.186,0.121,143,765
1335,0.824,0.136,0.076,122,1055
1336,0.823,0.133,0.091,916,1482
1337,0.805,0.389,0.121,974,1662
1338,0.716,0.169,0.455,217,916
1339,0.834,0.9,0.091,393,1735
1340,0.834,0.978,0.121,253,1780
1341,0.709,0.144,0.439,349,1453
1342,0.831,0.725,0.076,441,1025
1343,0.82,0.244,0.288,942,1697
1344,0.76,0.161,0.061,128,1788
1345,0.723,0.167,0.348,456,843
1346,0.829,0.3,0.045,806,1274
1347,0.73,0.153,0.273,184,631
1348,0.834,0.169,0.182,826,1989
1349,0.831,0.2,0.045,568,1960
1350,0.799,0.511,0.167,164,1862
1351,0.788,0.156,0.152,883,1913
1352,0.731,0.161,0.273,77,881
1353,0.72,0.203,0.379,968,1008
1354,0.717,0.208,0.318,403,1990
1355,0.834,0.161,0.136,141,284
1356,0.79,0.814,0.076,985,1134
1357,0.727,0.183,0.318,626,1690
1358,0.826,0.089,0.045,285,443
1359,0.782,0.294,0.136,944,1483
1360,0.731,0.161,0.318,231,887
1361,0.726,0.178,0.394,445,1023
1362,0.784,0.853,0.136,740,1036
1363,0.716,0.172,0.409,585,1571
1364,0.709,0.189,0.455,734,1181
1365,0.79,0.217,0.227,884,1262
1366,0.788,0.769,0.152,948,1947
1367,0.765,0.167,0.106,962,1752
1368,0.733,0.128,0.409,816,970
1369,0.709,0.136,0.394,774,933
1370,0.709,0.122,0.333,992,1239
1371,0.828,0.933,0.136,328,1448
1372,0.794,0.914,0.015,205,1125
1373,0.759,0.142,0.242,702,1014
1374,0.755,0.081,0.121,468,1878
1375,0.727,0.211,0.591,710,940
1376,0.783,0.867,0.091,915,935
1377,0.729,0.222,0.53,926,1962
1378,0.829,0.744,0.091,358,626
1379,0.736,0.228,0.273,434,1686
1380,0.726,0.186,0.424,418,1838
1381,0.717,0.158,0.333,400,952
1382,0.712,0.144,0.318,142,756
1383,0.83,0.281,0.015,165,1829
1384,0.801,0.25,0.197,54,1446
1385,0.716,0.156,0.333,770,1282
1386,0.822,0.789,0.061,166,1258
1387,0.738,0.178,0.348,266,1610
1388,0.733,0.197,0.379,537,982
1389,0.729,0.197,0.379,753,1304
1390,0.714,0.133,0.348,991,1185
1391,0.784,0.919,0.091,38,1580
1392,0.762,0.008,0.242,564,1450
1393,0.718,0.094,0.303,191,330
1394,0.787,0.028,0.061,549,1734
1395,0.771,0.017,0.152,722,1759
1396,0.722,0.097,0.258,152,1992
1397,0.732,0.2,0.394,88,1187
1398,0.729,0.186,0.318,922,1518
1399,0.724,0.072,0.212,231,528
1400,0.833,0.269,0.061,530,577
1401,0.803,0.256,0.227,364,1819
1402,0.798,0.953,0.212,992,1740
1403,0.726,0.075,0.167,201,237
1404,0.836,0.911,0.045,297,1026
1405,0.735,0.147,0.409,719,1091
1406,0.726,0.131,0.152,269,343
1407,0.726,0.183,0.136,901,1168
1408,0.84,0.875,0.258,49,1353
1409,0.833,0.108,0.091,241,484
1410,0.802,0.383,0.197,799,1005
1411,0.719,0.222,0.727,162,1414
1412,0.787,0.25,0.136,869,1458
1413,0.788,0.861,0.182,235,1049
1414,0.738,0.139,0.409,33,1077
1415,0.728,0.186,0.273,261,269
1416,0.72,0.217,0.712,165,1350
1417,0.833,0.078,0.348,872,1223
1418,0.835,0.608,0.045,641,973
1419,0.722,0.211,0.697,329,1387
1420,0.844,0.792,0.242,857,1601
1421,0.797,0.094,0.152,6,1780
1422,0.727,0.086,0.273,270,316
1423,0.711,0.211,0.742,724,1233
1424,0.707,0.172,0.439,835,1899
1425,0.789,0.9,0.212,661,923
1426,0.737,0.172,0.424,18,274
